#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.202435 (z=3.939857)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#obs_sm range: 10.25 - 10.75
#HM    Stats: 1.224710e+12 (median) + 9.135300e+11  / - 5.033860e+11
#SM    Stats: 1.788380e+10 (median) + 1.913060e+10  / - 9.367039e+09
#ObsSM Stats: 2.646030e+10 (median) + 1.403770e+10  / - 6.580498e+09
#VMP   Stats: 2.869500e+02 (median) + 6.032999e+01  / - 4.670001e+01
#ICL   Stats: 1.308650e+08 (median) + 3.161360e+08  / - 9.724320e+07
#SSFR  Stats: 1.409233e-09 (median) + 2.709392e-09  / - 1.121641e-09
sfh 0.055623 0 0 0 #avg: 1.0149e-06; avg_err: 1.00413e-06; sd: 5.83691e-05; counts: 3380
sfh 0.060123 0 0 0 #avg: 0.00127297; avg_err: 0.000173183; sd: 0.010067; counts: 3380
sfh 0.062373 0 0 0 #avg: 0.00772876; avg_err: 0.000821696; sd: 0.0477645; counts: 3380
sfh 0.064623 0 0 0 #avg: 0.0232347; avg_err: 0.00176637; sd: 0.102678; counts: 3380
sfh 0.066873 0 0.0461883 0 #avg: 0.0576103; avg_err: 0.00371251; sd: 0.215805; counts: 3380
sfh 0.069123 0 0.12997 0 #avg: 0.116732; avg_err: 0.00655025; sd: 0.380761; counts: 3380
sfh 0.071373 0 0.273543 0 #avg: 0.210398; avg_err: 0.0104602; sd: 0.608045; counts: 3380
sfh 0.073623 0.00249756 0.472914 0.00249756 #avg: 0.302624; avg_err: 0.0138134; sd: 0.802962; counts: 3380
sfh 0.075873 0.0256175 0.646921 0.0256175 #avg: 0.415126; avg_err: 0.0182734; sd: 1.06222; counts: 3380
sfh 0.078123 0.0635425 0.810163 0.0635425 #avg: 0.569393; avg_err: 0.0255936; sd: 1.48774; counts: 3380
sfh 0.080373 0.120972 0.972598 0.120972 #avg: 0.715539; avg_err: 0.0318828; sd: 1.85332; counts: 3380
sfh 0.082623 0.174234 1.12759 0.174234 #avg: 0.811909; avg_err: 0.0339022; sd: 1.97071; counts: 3380
sfh 0.085998 0.305613 1.49187 0.293228 #avg: 1.15137; avg_err: 0.0476829; sd: 2.77177; counts: 3380
sfh 0.089373 0.40125 1.74864 0.361883 #avg: 1.44801; avg_err: 0.058518; sd: 3.4016; counts: 3380
sfh 0.092748 0.527984 2.30673 0.452241 #avg: 1.80824; avg_err: 0.0726623; sd: 4.2238; counts: 3380
sfh 0.096123 0.680267 2.73237 0.556744 #avg: 2.29928; avg_err: 0.0904781; sd: 5.25942; counts: 3380
sfh 0.099498 0.887923 3.5329 0.721833 #avg: 2.92035; avg_err: 0.126672; sd: 7.36336; counts: 3380
sfh 0.102873 1.1482 4.15232 0.927185 #avg: 3.60386; avg_err: 0.14918; sd: 8.67168; counts: 3380
sfh 0.106248 1.43674 4.92512 1.15329 #avg: 4.3779; avg_err: 0.190044; sd: 11.0471; counts: 3380
sfh 0.109623 1.67141 6.19905 1.30887 #avg: 5.13747; avg_err: 0.212998; sd: 12.3814; counts: 3380
sfh 0.112998 2.0341 7.03151 1.58958 #avg: 5.92657; avg_err: 0.222991; sd: 12.9623; counts: 3380
sfh 0.116373 2.49098 7.76122 1.97314 #avg: 6.72908; avg_err: 0.253668; sd: 14.7455; counts: 3380
sfh 0.119748 2.96162 9.16298 2.3702 #avg: 7.77193; avg_err: 0.273379; sd: 15.8913; counts: 3380
sfh 0.123123 3.48199 10.9021 2.73924 #avg: 8.88898; avg_err: 0.302609; sd: 17.5904; counts: 3380
sfh 0.126498 4.11115 12.5435 3.26599 #avg: 10.1375; avg_err: 0.327153; sd: 19.0171; counts: 3380
sfh 0.129873 4.50881 14.4196 3.47172 #avg: 11.5658; avg_err: 0.374833; sd: 21.7887; counts: 3380
sfh 0.133248 5.32103 16.2422 4.07645 #avg: 13.0738; avg_err: 0.403654; sd: 23.4641; counts: 3380
sfh 0.136623 5.96638 18.7718 4.50755 #avg: 14.6956; avg_err: 0.440128; sd: 25.5843; counts: 3380
sfh 0.141685 7.53851 21.187 5.692 #avg: 17.4248; avg_err: 0.493678; sd: 28.6971; counts: 3380
sfh 0.146748 9.22256 25.2016 6.91668 #avg: 20.3513; avg_err: 0.583345; sd: 33.9094; counts: 3380
sfh 0.15181 11.3866 28.1874 8.47458 #avg: 23.1838; avg_err: 0.62743; sd: 36.472; counts: 3380
sfh 0.156873 13.7325 33.0869 10.1176 #avg: 27.2224; avg_err: 0.717028; sd: 41.6803; counts: 3380
sfh 0.161935 16.3608 37.6496 11.7775 #avg: 30.438; avg_err: 0.694238; sd: 40.3555; counts: 3380
sfh 0.166998 20.0205 43.6487 14.26 #avg: 35.812; avg_err: 0.787681; sd: 45.7872; counts: 3380
sfh 0.17206 23.4396 48.81 16.6326 #avg: 41.5415; avg_err: 0.917435; sd: 53.3297; counts: 3380
sfh 0.177123 27.2522 51.208 18.5917 #avg: 44.5922; avg_err: 0.895381; sd: 52.0478; counts: 3380
sfh 0.182185 30.965 52.7423 20.967 #avg: 48.7308; avg_err: 0.975646; sd: 56.7135; counts: 3380
sfh 0.187248 34.0986 58.2136 23.2481 #avg: 53.3233; avg_err: 1.08842; sd: 63.269; counts: 3380
sfh 0.19231 36.4521 65.6529 25.3794 #avg: 57.1791; avg_err: 1.10542; sd: 64.2573; counts: 3380
sfh 0.197373 37.8302 73.5898 28.0238 #avg: 60.76; avg_err: 1.23301; sd: 71.6737; counts: 3380
sfh 0.202435 35.2717 76.7263 28.0635 #avg: 61.1394; avg_err: 1.32379; sd: 76.951; counts: 3380
iclh 0.055623 0 0 0 #avg: 3.91123e-09; avg_err: 3.31967e-09; sd: 1.9297e-07; counts: 3380
iclh 0.060123 0 0 0 #avg: 0.000320311; avg_err: 8.8456e-05; sd: 0.00514187; counts: 3380
iclh 0.062373 0 0 0 #avg: 0.00172122; avg_err: 0.000433194; sd: 0.0251812; counts: 3380
iclh 0.064623 0 0 0 #avg: 0.00534249; avg_err: 0.00104897; sd: 0.0609759; counts: 3380
iclh 0.066873 0 0 0 #avg: 0.0111863; avg_err: 0.00274662; sd: 0.159659; counts: 3380
iclh 0.069123 0 1.35316e-06 0 #avg: 0.0218826; avg_err: 0.00330469; sd: 0.192099; counts: 3380
iclh 0.071373 0 0.00694077 0 #avg: 0.0335684; avg_err: 0.00423542; sd: 0.246201; counts: 3380
iclh 0.073623 0 0.0281518 0 #avg: 0.0524825; avg_err: 0.00486107; sd: 0.28257; counts: 3380
iclh 0.075873 0 0.0566074 0 #avg: 0.0674472; avg_err: 0.00505732; sd: 0.293978; counts: 3380
iclh 0.078123 5.13535e-06 0.100114 5.13535e-06 #avg: 0.0892352; avg_err: 0.00654629; sd: 0.38053; counts: 3380
iclh 0.080373 0.00266147 0.152227 0.00266147 #avg: 0.121029; avg_err: 0.0106287; sd: 0.617836; counts: 3380
iclh 0.082623 0.00973685 0.184671 0.00973685 #avg: 0.133899; avg_err: 0.0089138; sd: 0.518152; counts: 3380
iclh 0.085998 0.0285553 0.246707 0.0285553 #avg: 0.188352; avg_err: 0.0127077; sd: 0.73869; counts: 3380
iclh 0.089373 0.0531548 0.302288 0.0531504 #avg: 0.214842; avg_err: 0.0104051; sd: 0.604837; counts: 3380
iclh 0.092748 0.0824931 0.34566 0.0803146 #avg: 0.262315; avg_err: 0.0127176; sd: 0.739263; counts: 3380
iclh 0.096123 0.117758 0.375765 0.110097 #avg: 0.309007; avg_err: 0.016659; sd: 0.968376; counts: 3380
iclh 0.099498 0.151337 0.424162 0.135492 #avg: 0.349898; avg_err: 0.0167412; sd: 0.973155; counts: 3380
iclh 0.102873 0.17874 0.462013 0.153613 #avg: 0.393273; avg_err: 0.0140843; sd: 0.818707; counts: 3380
iclh 0.106248 0.206687 0.503395 0.170592 #avg: 0.448608; avg_err: 0.020991; sd: 1.22019; counts: 3380
iclh 0.109623 0.225271 0.552954 0.180258 #avg: 0.486401; avg_err: 0.0273171; sd: 1.58792; counts: 3380
iclh 0.112998 0.238432 0.569071 0.185978 #avg: 0.510395; avg_err: 0.0196439; sd: 1.14188; counts: 3380
iclh 0.116373 0.246265 0.586579 0.190634 #avg: 0.516418; avg_err: 0.0249969; sd: 1.45305; counts: 3380
iclh 0.119748 0.248502 0.599442 0.191652 #avg: 0.552369; avg_err: 0.0234934; sd: 1.36565; counts: 3380
iclh 0.123123 0.251322 0.628947 0.195677 #avg: 0.554924; avg_err: 0.0223988; sd: 1.30202; counts: 3380
iclh 0.126498 0.239866 0.628321 0.181328 #avg: 0.580925; avg_err: 0.0309618; sd: 1.79978; counts: 3380
iclh 0.129873 0.233677 0.613018 0.177381 #avg: 0.587964; avg_err: 0.0370993; sd: 2.15655; counts: 3380
iclh 0.133248 0.225193 0.619429 0.171464 #avg: 0.571596; avg_err: 0.0383109; sd: 2.22698; counts: 3380
iclh 0.136623 0.212885 0.615808 0.163537 #avg: 0.566986; avg_err: 0.0375216; sd: 2.1811; counts: 3380
iclh 0.141685 0.195109 0.61335 0.152754 #avg: 0.525751; avg_err: 0.0250323; sd: 1.4551; counts: 3380
