#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.02601e+07 0.186453 0.211465 0.00260785 0 1 0 0.0728406 0.000447017 0.0479295 0.084809 0.0350176 32464
1.59079e+08 0.241074 0.288111 0.00412003 0 1 0 0.0914536 0.000680979 0.0637 0.107186 0.0503524 18177
2.5204e+08 0.288387 0.344267 0.00413339 0 1 0 0.102773 0.000671092 0.0748464 0.113582 0.0537199 20365
3.97897e+08 0.317647 0.385937 0.00424073 0 1 0 0.108756 0.00065968 0.0814593 0.117922 0.0600678 21760
6.29686e+08 0.345699 0.430213 0.00451826 0 1 0 0.11921 0.000711411 0.0906024 0.127105 0.0680065 21322
9.99008e+08 0.383748 0.487762 0.00490805 0 1 0 0.13149 0.00077823 0.101365 0.139868 0.0718242 20305
1.58269e+09 0.424276 0.558624 0.005345 0 1 0 0.142253 0.000838625 0.11183 0.146927 0.0812646 19591
2.51032e+09 0.461595 0.621646 0.00571206 0 1 0 0.158019 0.000909665 0.127197 0.154745 0.0889484 18969
3.98011e+09 0.503006 0.699893 0.00606044 1 1 1 0.176251 0.000987578 0.147263 0.163351 0.100753 18630
6.29834e+09 0.554793 0.803733 0.00646119 1 1 1 0.198173 0.0010701 0.166922 0.17913 0.111284 18643
1.00183e+10 0.599895 0.905956 0.00671583 1 1 1 0.224882 0.00113971 0.197011 0.186897 0.129179 19055
1.58783e+10 0.65822 1.02885 0.00675449 1 1 1 0.25984 0.00121414 0.229638 0.209957 0.144207 20206
2.51324e+10 0.714849 1.18287 0.00704763 1 1 1 0.306829 0.00128677 0.281814 0.225873 0.168424 20796
3.9695e+10 0.759691 1.29365 0.007179 1 1 1 0.35856 0.00135049 0.342712 0.227857 0.191522 20586
6.23775e+10 0.781384 1.35341 0.00778824 1 1 1 0.414988 0.00149681 0.408137 0.225122 0.207448 17501
9.80812e+10 0.776373 1.33582 0.00940735 1 1 1 0.479755 0.00181804 0.48991 0.204199 0.231556 11944
1.53843e+11 0.712836 1.18876 0.0130106 1 1 1 0.576688 0.0023659 0.599832 0.173223 0.225794 6209
2.43892e+11 0.625882 0.977433 0.0183408 1 1 1 0.675225 0.00304881 0.712332 0.117015 0.195237 2836
3.82072e+11 0.451852 0.625926 0.0246987 0 1 0 0.767272 0.00335551 0.792628 0.0716449 0.123458 1080
6.07443e+11 0.331395 0.456395 0.0404801 0 1 0 0.826322 0.00410802 0.842931 0.0515893 0.0857571 344
9.60334e+11 0.227273 0.257576 0.0622447 0 1 0 0.85887 0.00705606 0.8717 0.0319439 0.0402182 66
1.42645e+12 0.166667 0.166667 0.166667 0 1 0 0.902955 0.00440175 0.905836 0.0139521 0.014692 6
