#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.31613e+07 0.00485437 0.00485437 0.00485437 0 0 0 0.0561405 0.00645003 0.0389897 0.0532381 0.0252647 206
1.61373e+08 0.00502513 0.00502513 0.00502513 0 0 0 0.0541266 0.00495785 0.0401805 0.0522785 0.0267464 199
2.52055e+08 0 0 0 0 0 0 0.0506458 0.00281817 0.0392112 0.0549618 0.0259148 303
4.00688e+08 0 0 0 0 0 0 0.0594199 0.00282828 0.0406076 0.0687228 0.0273112 444
6.40893e+08 0 0 0 0 0 0 0.0645963 0.00258749 0.0415107 0.0777509 0.0282142 606
1.0019e+09 0.00107411 0.00107411 0.00107411 0 0 0 0.073222 0.00238982 0.0424834 0.0935455 0.0293196 931
1.59599e+09 0.00545455 0.00545455 0.00222174 0 0 0 0.0891442 0.00242199 0.0654195 0.0983013 0.0518426 1100
2.52601e+09 0.00588235 0.00588235 0.00207436 0 0 0 0.0983721 0.00242573 0.0680428 0.109621 0.0544659 1360
3.97243e+09 0.0041816 0.0041816 0.00157766 0 0 0 0.115104 0.0024415 0.0887432 0.125298 0.0740031 1674
6.31893e+09 0.0114943 0.0114943 0.0024371 0 0 0 0.134017 0.00250275 0.108325 0.128689 0.0710989 1914
1.0062e+10 0.0163383 0.0163383 0.00277968 0 0 0 0.152426 0.00266996 0.120703 0.152809 0.082082 2081
1.58735e+10 0.0208163 0.0208163 0.00288496 0 0 0 0.177853 0.00281128 0.142413 0.188235 0.103202 2450
2.52112e+10 0.0263451 0.0263451 0.0030857 0 0 0 0.19699 0.00272109 0.170382 0.180429 0.110134 2695
3.98211e+10 0.049203 0.049203 0.00402686 0 0 0 0.219233 0.00277151 0.192982 0.183605 0.1294 2886
6.23625e+10 0.0554207 0.0554207 0.00460277 0 0 0 0.234315 0.00307901 0.210118 0.185062 0.131383 2472
9.71267e+10 0.032967 0.032967 0.00454105 0 0 0 0.244903 0.00400938 0.222736 0.194829 0.13764 1547
1.49922e+11 0.0344203 0.0344203 0.0077665 0 0 0 0.243486 0.00647049 0.21855 0.19291 0.132219 552
2.2855e+11 0 0 0 0 0 0 0.230315 0.0192265 0.180254 0.242338 0.119043 69
3.58456e+11 0 0 0 0 0 0 0.167021 0.0521831 0.249268 0.00456452 0.211974 4
