#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.43431e+07 1 0 2.2129e+07 5.21671e+06 0 0 0 0.157197 0.00157253 0.153811 0.0382134 0.0288971 0.213346 0.00175531 0.214981 0.0404214 0.0444977 0.274759 0.00135973 0.280979 0.0210471 0.0338098 475
1.6228e+08 1 0 5.71584e+07 8.4293e+06 0 0 0 0.158678 0.00182843 0.155258 0.037702 0.0326042 0.21659 0.00178397 0.218475 0.034083 0.0385759 0.278372 0.00120322 0.281636 0.0198219 0.0258956 395
2.53081e+08 1 0 5.92738e+07 7.83685e+06 0 0 0 0.163176 0.0015759 0.15978 0.0374388 0.0323899 0.221836 0.00161872 0.221051 0.0405392 0.0371729 0.28331 0.00102659 0.286139 0.0212628 0.0281045 546
4.00344e+08 1 0 7.44738e+07 7.7066e+06 0 0 0 0.163003 0.00133509 0.160452 0.0384107 0.0324416 0.223903 0.00133043 0.22488 0.0351862 0.0389139 0.284821 0.000858227 0.288651 0.0187602 0.0254319 739
6.32312e+08 1 0 9.89244e+07 7.9348e+06 0 3.60165e+08 0 0.166851 0.00124908 0.162427 0.0406101 0.0329009 0.225962 0.00125989 0.227241 0.0374794 0.0392066 0.284824 0.000824864 0.289334 0.0183896 0.0272272 881
1.00978e+09 1 0 1.30242e+08 8.21443e+06 0 4.66944e+08 0 0.167735 0.0010175 0.165283 0.0363757 0.0329541 0.228112 0.000995681 0.227822 0.0343079 0.0336542 0.286656 0.000668366 0.290978 0.0168786 0.0262841 1096
1.59533e+09 1 0 1.643e+08 8.89201e+06 0 4.66944e+08 0 0.17168 0.00103928 0.169516 0.0378799 0.0330553 0.231243 0.00102332 0.231358 0.0367305 0.0353589 0.285968 0.000728427 0.290558 0.019382 0.0285778 1152
2.52076e+09 1 0 2.12977e+08 9.93521e+06 0 6.06006e+08 0 0.17424 0.00097087 0.17164 0.0375141 0.0335084 0.234739 0.000936849 0.236594 0.0322072 0.0367918 0.288569 0.000685965 0.293018 0.0186456 0.0277517 1267
4.0027e+09 1 0 2.54428e+08 1.06552e+07 0 6.74785e+08 0 0.178853 0.000964184 0.17668 0.0363724 0.0336959 0.237133 0.000940125 0.238415 0.033324 0.0370945 0.288231 0.000715913 0.293913 0.0184514 0.0304272 1293
6.25815e+09 1 0 3.40375e+08 1.19064e+07 0 8.10788e+08 0 0.18276 0.00100671 0.180235 0.0395471 0.0332208 0.240927 0.000952175 0.241915 0.0346048 0.0350371 0.28715 0.000775311 0.292705 0.0214424 0.0347833 1297
1.00016e+10 1 0 3.82554e+08 1.36801e+07 0 8.77994e+08 0 0.18329 0.0010128 0.181044 0.0393019 0.0318344 0.241325 0.000983 0.243882 0.031973 0.0372956 0.286668 0.000849597 0.29301 0.0220269 0.036437 1200
1.58288e+10 1 0 4.2507e+08 1.46746e+07 3.60165e+08 6.50595e+08 3.60165e+08 0.190443 0.00108176 0.188697 0.0379259 0.0356847 0.244961 0.00103788 0.246717 0.0364942 0.0383999 0.286443 0.000918664 0.295249 0.019834 0.0430476 1135
2.50337e+10 1 0 4.65156e+08 1.59222e+07 3.91441e+08 6.1932e+08 3.91441e+08 0.192501 0.00114068 0.190673 0.0398975 0.035351 0.247816 0.00106943 0.250891 0.0311875 0.0383369 0.285063 0.00100898 0.293366 0.0224065 0.0406163 980
3.94361e+10 1 0 5.50461e+08 1.81389e+07 5.36715e+08 6.04553e+08 5.36715e+08 0.191676 0.00125798 0.1906 0.0387754 0.0366631 0.242708 0.00124421 0.247169 0.0325393 0.0419262 0.278423 0.00118309 0.286727 0.0247218 0.043094 834
6.28078e+10 1 0 5.25698e+08 2.06744e+07 5.36715e+08 4.74045e+08 5.36715e+08 0.196475 0.00148374 0.193973 0.0400805 0.0336691 0.243347 0.0014354 0.245944 0.0328805 0.0415913 0.278106 0.0013834 0.283934 0.0276105 0.0390471 570
9.71649e+10 1 0 5.51396e+08 2.73153e+07 5.36715e+08 6.04553e+08 5.36715e+08 0.199154 0.001842 0.19845 0.0381085 0.0315386 0.24212 0.00169426 0.2455 0.0280601 0.0364917 0.274732 0.00165376 0.280167 0.024608 0.0380987 347
1.511e+11 1 0 5.59632e+08 4.29131e+07 5.36715e+08 6.04553e+08 5.36715e+08 0.192559 0.00287934 0.19298 0.0355957 0.0390057 0.237777 0.00277238 0.242686 0.0307666 0.0437522 0.267628 0.00291721 0.275127 0.0265097 0.0457727 154
2.43195e+11 1 0 4.31368e+08 7.44447e+07 3.60165e+08 5.84489e+08 3.60165e+08 0.192418 0.00465284 0.189806 0.0279073 0.0257772 0.240625 0.00463818 0.238835 0.033534 0.0225204 0.27542 0.00480281 0.280336 0.0239031 0.037496 45
3.74081e+11 1 0 5.82528e+08 1.5559e+08 4.66944e+08 8.0249e+08 4.66944e+08 0.195693 0.00864544 0.196631 0.0198986 0.0292778 0.244873 0.0069631 0.241561 0.0322934 0.0230235 0.264738 0.00729188 0.273005 0.0166759 0.0390043 11
5.50195e+11 1 0 0 0 0 0 0 0.207878 0.0201836 0.228062 0 0.0403671 0.274148 0.0066441 0.280792 0 0.0132882 0.298894 0.00225669 0.301151 0 0.00451338 2
