#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.67026e+07 0.000762376 0.000766847 4.16308e-05 0 0 0 0.000428536 7.91396e-06 0 0 0 447286
1.57205e+08 0.00222341 0.00223597 0.000119039 0 0 0 0.000958362 2.06042e-05 0 0 0 159215
2.49107e+08 0.00311994 0.00315923 0.000159271 0 0 0 0.00142826 2.82824e-05 0 0 0 127246
3.94314e+08 0.00593484 0.00597427 0.000243565 0 0 0 0.00226354 4.25306e-05 0 0 0 101435
6.25233e+08 0.00882548 0.00887563 0.000333973 0 0 0 0.00337197 5.86614e-05 0 0 0 79769
9.90671e+08 0.01379 0.0140442 0.000477566 0 0 0 0.00494069 8.30977e-05 0 0 0 62944
1.57025e+09 0.0194222 0.0196429 0.000628682 0 0 0 0.00713017 0.00011556 0 0 0 49840
2.49098e+09 0.028189 0.0287721 0.000859046 0 0 0 0.0102081 0.000164631 0 0.0145647 0 39448
3.95319e+09 0.0425335 0.0432732 0.00114964 0 0 0 0.0140585 0.000217066 0 0.0157874 0 32445
6.27668e+09 0.0592195 0.0608747 0.00149153 0 0 0 0.0191933 0.000288205 0 0.031544 0 27187
9.96391e+09 0.0834978 0.0864989 0.00187051 0 0 0 0.0267978 0.000371466 0 0.0590975 0 24324
1.57882e+10 0.112861 0.116892 0.00227265 0 0 0 0.035475 0.000460949 0 0.0814381 0 21584
2.49474e+10 0.142456 0.149018 0.0027244 0 0 0 0.0444313 0.000546853 0 0.103419 0 18897
3.92869e+10 0.158144 0.163928 0.00312977 0 0 0 0.0508313 0.000643232 0.0142986 0.103348 0.0142986 15214
6.17853e+10 0.166206 0.174497 0.00391741 0 1 0 0.0544467 0.000798189 0.0146685 0.111521 0.0146685 10493
9.6643e+10 0.165802 0.172334 0.00546985 0 1 0 0.0603273 0.0012301 0.0148717 0.125742 0.0148717 5205
1.51103e+11 0.166954 0.172691 0.00941282 0 1 0 0.0682771 0.00225962 0.0272656 0.133194 0.0272656 1743
2.34888e+11 0.177143 0.182857 0.0214682 0 1 0 0.0683739 0.00479558 0.0289503 0.121471 0.0289503 350
3.71061e+11 0.27027 0.297297 0.085467 0 1 0 0.0798404 0.0153303 0.0579782 0.113151 0.0579782 37
5.63068e+11 0 0 0 0 0 0 0.0501088 0.0501088 0.100218 0 0.100218 2
