#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.32981e+07 0.0650422 0.0669838 0.00253864 0 0 0 0.0631923 0.000708866 0.0389494 0.0781098 0.0333915 10301
1.59623e+08 0.082257 0.085656 0.00340753 0 0 0 0.0696682 0.000835188 0.0476096 0.0824546 0.0322573 7355
2.52028e+08 0.0966417 0.102078 0.00352371 0 0 0 0.0761081 0.000827026 0.0497433 0.0922985 0.0341849 8278
3.98172e+08 0.118132 0.125933 0.003746 0 0 0 0.084436 0.000856388 0.058249 0.101879 0.0426906 8973
6.30753e+08 0.135523 0.142601 0.00380213 0 0 0 0.0947715 0.000914457 0.0676137 0.107336 0.0518076 9467
1.00123e+09 0.157477 0.17139 0.00419921 0 0 0 0.103385 0.000975404 0.0769518 0.116818 0.0611598 9703
1.58469e+09 0.187854 0.204224 0.00446053 0 1 0 0.114957 0.00103637 0.0871585 0.124612 0.061635 9896
2.51868e+09 0.210217 0.234506 0.0047147 0 1 0 0.127964 0.00111037 0.0971563 0.140144 0.0713608 10375
3.99638e+09 0.241329 0.26979 0.00483473 0 1 0 0.141207 0.00115573 0.108522 0.150422 0.08209 10927
6.3312e+09 0.279064 0.318918 0.00505505 0 1 0 0.159841 0.00121832 0.127452 0.162605 0.0915531 11793
1.00706e+10 0.301571 0.349364 0.00496211 0 1 0 0.177711 0.00123058 0.144287 0.178974 0.0999676 13370
1.5975e+10 0.335327 0.391768 0.00483497 0 1 0 0.196701 0.00119852 0.165516 0.184945 0.117524 15379
2.52026e+10 0.350935 0.409843 0.00458686 0 1 0 0.214385 0.00115744 0.186242 0.186602 0.129482 17536
3.97551e+10 0.362163 0.421308 0.00454158 0 1 0 0.230952 0.00115119 0.206582 0.186477 0.131413 17956
6.25211e+10 0.348467 0.404725 0.00479617 0 1 0 0.243012 0.00123492 0.217942 0.187467 0.132202 15660
9.80784e+10 0.325445 0.371938 0.00554748 0 1 0 0.253391 0.00144575 0.236752 0.173704 0.140459 10776
1.52965e+11 0.285215 0.322593 0.00738148 0 1 0 0.254686 0.00193061 0.238166 0.162313 0.132208 5431
2.39455e+11 0.257742 0.285215 0.0113948 0 1 0 0.253519 0.00292116 0.236324 0.152308 0.110873 2002
3.75739e+11 0.213913 0.238261 0.0200256 0 1 0 0.233993 0.00464641 0.22537 0.119856 0.109071 575
5.87588e+11 0.134615 0.134615 0.0336305 0 0 0 0.221971 0.010177 0.204685 0.138202 0.0998082 104
9.78141e+11 0 0 0 0 0 0 0.167135 0.0458375 0.165061 0.089751 0.12029 8
1.32315e+12 0 0 0 0 0 0 0.104548 0.000217378 0.104765 0 0.000434756 2
