#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.52774e+09 7.08184e+08 2.98988e+06 5.72581e+08 4.78641e+08 2.22132e+08 2.51886e+09 1.25756e+07 1.85802e+09 2.52113e+09 1.02889e+09 24823
1.59079e+10 6.46236e+08 3.12401e+06 4.90115e+08 4.55307e+08 1.43343e+08 2.483e+09 1.65418e+07 1.74201e+09 2.39102e+09 9.50756e+08 15921
2.51365e+10 6.57167e+08 3.14098e+06 4.90115e+08 4.80535e+08 1.43343e+08 2.21874e+09 1.37094e+07 1.74201e+09 1.90202e+09 1.02505e+09 16685
3.99625e+10 6.78366e+08 3.25991e+06 4.95001e+08 5.37702e+08 1.46982e+08 2.17479e+09 1.16468e+07 1.74201e+09 1.90202e+09 1.02505e+09 18240
6.33178e+10 7.15827e+08 3.29839e+06 5.69512e+08 5.08918e+08 2.19064e+08 2.31726e+09 1.11249e+07 1.85802e+09 2.02994e+09 1.02889e+09 20804
1.00494e+11 7.60373e+08 3.39614e+06 5.84172e+08 5.81809e+08 2.30171e+08 2.49044e+09 1.09457e+07 2.09125e+09 2.16471e+09 1.26213e+09 23743
1.59175e+11 8.04008e+08 3.48049e+06 6.04319e+08 6.48466e+08 2.48047e+08 2.72604e+09 1.13215e+07 2.2879e+09 2.46219e+09 1.34616e+09 26986
2.51917e+11 8.80085e+08 3.74972e+06 6.79528e+08 7.1696e+08 3.1791e+08 2.91022e+09 1.16629e+07 2.44409e+09 2.65801e+09 1.50235e+09 29275
3.96629e+11 9.73517e+08 4.26993e+06 7.28061e+08 8.46676e+08 3.60062e+08 3.0269e+09 1.22936e+07 2.56247e+09 2.76817e+09 1.62073e+09 28904
6.25898e+11 1.10836e+09 5.42594e+06 8.26259e+08 1.00603e+09 4.1886e+08 3.10264e+09 1.3583e+07 2.56247e+09 2.91385e+09 1.62073e+09 25412
9.8823e+11 1.27594e+09 7.28421e+06 9.41735e+08 1.19104e+09 4.84031e+08 3.03519e+09 1.55285e+07 2.44409e+09 2.94901e+09 1.50235e+09 19270
1.55633e+12 1.54461e+09 1.10164e+07 1.14106e+09 1.5249e+09 6.59594e+08 2.81099e+09 1.8131e+07 2.20847e+09 2.78993e+09 1.37934e+09 13097
2.45418e+12 1.89003e+09 1.71051e+07 1.38931e+09 1.99288e+09 8.19797e+08 2.56444e+09 2.14297e+07 1.97444e+09 2.57421e+09 1.14531e+09 8310
3.89914e+12 2.33885e+09 2.78005e+07 1.70865e+09 2.60924e+09 1.03434e+09 2.20264e+09 2.4832e+07 1.74201e+09 2.02384e+09 1.02505e+09 4669
6.12052e+12 2.87335e+09 4.68531e+07 2.09125e+09 3.33514e+09 1.37429e+09 1.98371e+09 3.19081e+07 1.51125e+09 1.89008e+09 9.06013e+08 2413
9.67935e+12 3.52969e+09 7.76175e+07 2.80556e+09 4.00598e+09 1.97432e+09 1.71611e+09 3.84605e+07 1.28215e+09 1.53275e+09 6.76918e+08 1200
1.54381e+13 4.48595e+09 1.21632e+08 4.26892e+09 3.90761e+09 3.21414e+09 1.45006e+09 4.32026e+07 1.16825e+09 1.26622e+09 6.74128e+08 611
2.44213e+13 4.90902e+09 2.02274e+08 4.62622e+09 4.42499e+09 3.575e+09 1.4242e+09 6.99956e+07 1.16825e+09 1.06482e+09 6.74308e+08 274
3.91039e+13 5.46945e+09 2.95989e+08 5.41952e+09 4.16665e+09 4.36474e+09 1.26998e+09 6.89349e+07 1.05478e+09 1.03647e+09 5.24959e+08 130
6.10938e+13 5.44869e+09 4.54692e+08 5.13278e+09 4.51588e+09 3.97084e+09 1.08923e+09 9.80345e+07 9.41735e+08 6.84684e+08 4.65853e+08 60
9.83537e+13 6.80652e+09 6.04132e+08 7.64066e+09 2.5337e+09 5.64901e+09 1.08868e+09 1.02625e+08 1.05478e+09 5.93876e+08 5.60837e+08 35
1.59457e+14 8.10297e+09 8.42915e+08 9.70418e+09 1.11982e+09 6.90381e+09 8.38698e+08 1.11774e+08 7.1696e+08 1.26705e+08 1.21342e+08 16
2.42145e+14 4.15861e+09 1.6831e+09 3.1599e+09 7.1461e+09 2.21817e+09 1.51092e+09 3.56884e+08 1.34267e+09 1.27911e+09 8.87916e+08 5
3.5593e+14 5.22146e+09 3.19375e+09 3.40132e+09 8.0326e+09 2.5722e+09 5.95928e+08 1.28472e+08 7.1696e+08 1.47396e+07 3.77834e+08 3
6.20958e+14 7.21049e+09 2.95453e+09 1.0165e+10 0 5.90906e+09 1.11807e+09 6.23943e+08 1.74201e+09 0 1.24789e+09 2
