#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.81269e+09 0 0 0 0 0 0 2.62891e-07 1.51902e-07 0 0 0 594369
1.58268e+10 0 0 0 0 0 0 0 0 0 0 0 240850
2.46874e+10 0 0 0 0 0 0 7.42446e-07 4.29143e-07 0 0 0 201112
3.872e+10 0 0 0 0 0 0 2.10904e-06 1.07841e-06 0 0 0 109291
6.14835e+10 0 0 0 0 0 0 1.20687e-05 3.91356e-06 0 0 0 55970
9.74894e+10 0 0 0 0 0 0 3.40572e-05 9.01177e-06 0 0 0 28278
1.5378e+11 0 0 0 0 0 0 0.000173474 3.92632e-05 0 0 0 13685
2.43616e+11 0 0 0 0 0 0 0.000552204 8.76894e-05 0 0 0 5940
3.85107e+11 0 0 0 0 0 0 0.00144712 0.000220258 0 0 0 2573
6.09333e+11 0 0 0 0 0 0 0.00268207 0.000480245 0 0 0 1021
9.64165e+11 0 0 0 0 0 0 0.00557911 0.00119669 0 0 0 415
1.49095e+12 0 0 0 0 0 0 0.00413172 0.00141256 0 0 0 134
2.41641e+12 0 0 0 0 0 0 0.00418623 0.00305139 0 0 0 33
3.82669e+12 0 0 0 0 0 0 0.0174176 0.0106791 0 0.0452123 0 5
5.22367e+12 0 0 0 0 0 0 0.107823 0.0869665 0.0435383 0.236391 0.0435383 3
8.47647e+12 0 0 0 0 0 0 0 0 0 0 0 1
