#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.2256 5.91685e+08 5.43705e+06 4.82497e+08 3.49962e+08 1.50754e+08 2.52571e+09 1.94589e+07 2.45504e+09 1.61803e+09 1.49731e+09 4751
63.6684 5.15171e+08 5.33451e+06 4.17265e+08 3.03348e+08 8.37044e+07 1.37205e+09 2.11907e+07 1.0412e+09 9.99849e+08 4.17209e+08 2056
80.6881 5.47951e+08 3.98889e+06 4.17295e+08 3.33714e+08 8.3734e+07 1.3619e+09 1.19025e+07 1.12466e+09 1.08226e+09 5.00674e+08 4532
101.087 6.17043e+08 3.29805e+06 5.00584e+08 4.16207e+08 1.67023e+08 1.52613e+09 9.30551e+06 1.29157e+09 1.16347e+09 6.67579e+08 9812
126.551 7.07745e+08 3.33639e+06 5.83303e+08 4.97568e+08 2.49558e+08 1.61797e+09 7.88365e+06 1.375e+09 1.2449e+09 7.51009e+08 15392
157.9 8.45485e+08 4.12541e+06 6.67579e+08 6.60751e+08 2.63912e+08 1.67143e+09 8.09349e+06 1.4584e+09 1.32584e+09 7.51008e+08 15833
197.251 1.03535e+09 6.60297e+06 8.33941e+08 8.30274e+08 4.16931e+08 1.62117e+09 9.94177e+06 1.375e+09 1.32714e+09 7.51009e+08 10443
245.982 1.22372e+09 1.20709e+07 9.98164e+08 1.02005e+09 5.00596e+08 1.50325e+09 1.40619e+07 1.29157e+09 1.16347e+09 6.67579e+08 4521
308.607 1.40831e+09 2.47588e+07 1.16253e+09 1.16445e+09 6.21924e+08 1.25079e+09 2.16671e+07 1.0412e+09 9.99849e+08 5.00587e+08 1393
387.516 1.39371e+09 4.79704e+07 1.16747e+09 1.23994e+09 6.26866e+08 1.107e+09 3.95002e+07 8.74274e+08 8.34151e+08 3.73531e+08 354
489.142 1.5356e+09 1.05423e+08 1.33265e+09 1.4516e+09 7.08661e+08 1.16555e+09 7.38417e+07 9.57732e+08 8.7134e+08 4.17123e+08 88
606.233 1.22052e+09 1.48742e+08 9.16791e+08 9.91687e+08 3.76182e+08 9.77214e+08 9.36064e+07 7.90825e+08 6.26553e+08 1.66837e+08 31
771.189 1.44805e+09 4.13662e+08 1.12466e+09 1.66905e+08 2.14195e+08 1.07759e+09 1.61913e+08 9.98164e+08 5.01364e+08 4.14402e+08 8
954.993 1.31088e+09 3.14246e+08 1.62513e+09 0 6.28491e+08 1.0201e+09 4.38305e+08 1.4584e+09 0 8.76609e+08 2
