#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
39.4208 1.03853e+09 2.74962e+08 7.90825e+08 1.4161e+09 4.56988e+08 1.58768e+09 5.04161e+08 1.0412e+09 1.08283e+09 4.57024e+08 8
68.0064 8.74833e+08 2.07717e+08 1.00085e+09 3.2953e+08 6.67046e+08 7.70037e+08 1.37823e+08 7.90825e+08 3.33837e+08 3.33561e+08 4
83.7624 6.67905e+08 8.05425e+07 5.81306e+08 5.86168e+08 2.47745e+08 1.40766e+09 2.42868e+08 1.0412e+09 1.82501e+09 4.17209e+08 18
100.652 7.37075e+08 4.91237e+07 6.23988e+08 3.77151e+08 2.07781e+08 1.27196e+09 1.00231e+08 1.12466e+09 8.33325e+08 6.23938e+08 65
126.483 9.11448e+08 4.5883e+07 7.50692e+08 7.07711e+08 3.35831e+08 1.43048e+09 8.64464e+07 1.0412e+09 1.41384e+09 4.57894e+08 129
158.697 1.08522e+09 5.82153e+07 8.74274e+08 9.17399e+08 4.58672e+08 1.62146e+09 8.63868e+07 1.29157e+09 1.41057e+09 7.07634e+08 167
198.774 1.43202e+09 7.68121e+07 1.12466e+09 1.48015e+09 5.84053e+08 1.49024e+09 8.23669e+07 1.12466e+09 1.41287e+09 4.76539e+08 148
249.122 1.77439e+09 1.27921e+08 1.58234e+09 1.28722e+09 8.33307e+08 1.53906e+09 1.30821e+08 1.2186e+09 1.1625e+09 6.47136e+08 71
307.104 2.65837e+09 2.3599e+08 2.78425e+09 1.6014e+09 1.87602e+09 1.0378e+09 9.09502e+07 9.17794e+08 7.07334e+08 4.36613e+08 36
390.15 2.10192e+09 3.95698e+08 2.14643e+09 1.60968e+09 1.60582e+09 1.09873e+09 2.70533e+08 7.84001e+08 1.03348e+09 4.5026e+08 13
474.07 1.54178e+09 1.54178e+09 1.54178e+09 0 0 4.99265e+08 4.99265e+08 4.99265e+08 0 0 1
