#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.3787 5.91554e+08 5.08524e+06 4.76928e+08 3.52984e+08 1.45185e+08 2.51063e+09 1.78856e+07 2.45504e+09 1.61803e+09 1.58077e+09 5762
63.944 5.23402e+08 4.16926e+06 4.17267e+08 3.31252e+08 8.3706e+07 1.32325e+09 1.48934e+07 1.0412e+09 9.16791e+08 4.17209e+08 3542
81.5628 5.8834e+08 2.98182e+06 4.99584e+08 3.34801e+08 1.66023e+08 1.35489e+09 7.78533e+06 1.12466e+09 9.99364e+08 5.00674e+08 10520
100.839 6.68858e+08 2.53212e+06 5.73635e+08 4.26621e+08 2.39894e+08 1.50059e+09 6.10065e+06 1.29157e+09 1.16347e+09 6.67579e+08 22364
126.025 7.62334e+08 2.79819e+06 6.20184e+08 5.46588e+08 2.86349e+08 1.61346e+09 5.88495e+06 1.375e+09 1.2449e+09 7.51009e+08 28173
157.494 8.9822e+08 3.68882e+06 7.42184e+08 6.73274e+08 3.31691e+08 1.66745e+09 6.60339e+06 1.375e+09 1.40925e+09 7.51009e+08 24299
196.728 1.08874e+09 6.12636e+06 8.74274e+08 8.75385e+08 4.57151e+08 1.60385e+09 8.54757e+06 1.33365e+09 1.36849e+09 7.09662e+08 14104
245.639 1.27972e+09 1.14726e+07 1.0412e+09 1.08283e+09 5.41091e+08 1.48273e+09 1.26292e+07 1.20812e+09 1.24692e+09 5.84132e+08 5584
308.385 1.46495e+09 2.41023e+07 1.16782e+09 1.36348e+09 6.0726e+08 1.23552e+09 1.97924e+07 9.98164e+08 9.59824e+08 4.57554e+08 1640
387.434 1.48048e+09 4.8241e+07 1.25059e+09 1.29739e+09 6.85515e+08 1.09192e+09 3.65001e+07 8.74274e+08 8.34151e+08 3.73599e+08 403
487.88 1.65077e+09 1.10242e+08 1.40274e+09 1.56942e+09 7.78752e+08 1.1393e+09 7.22451e+07 9.57732e+08 7.50693e+08 4.17123e+08 97
607.912 1.29263e+09 1.61065e+08 1.0412e+09 8.67281e+08 4.57024e+08 9.94856e+08 9.23352e+07 7.90825e+08 6.26553e+08 1.53042e+08 32
771.189 1.44805e+09 4.13662e+08 1.12466e+09 1.66905e+08 2.14195e+08 1.07759e+09 1.61913e+08 9.98164e+08 5.01364e+08 4.14402e+08 8
954.993 1.31088e+09 3.14246e+08 1.62513e+09 0 6.28491e+08 1.0201e+09 4.38305e+08 1.4584e+09 0 8.76609e+08 2
