#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.31218e+07 5.00684e+08 7.61214e+06 4.02633e+08 3.09166e+08 8.2729e+07 9.26844e+08 1.63638e+07 7.73094e+08 6.35825e+08 2.42217e+08 759
1.5953e+08 4.89781e+08 8.76208e+06 4.03668e+08 2.39584e+08 8.66999e+07 9.71111e+08 1.84778e+07 8.53413e+08 5.55505e+08 3.22537e+08 578
2.52269e+08 5.17295e+08 8.55235e+06 4.1105e+08 3.0531e+08 9.11457e+07 9.33669e+08 1.54993e+07 8.53413e+08 5.55505e+08 3.22537e+08 789
3.99983e+08 5.5075e+08 8.25871e+06 4.78397e+08 3.18705e+08 1.58493e+08 9.58487e+08 1.53134e+07 8.53413e+08 5.55505e+08 3.22537e+08 915
6.30254e+08 5.55721e+08 8.79036e+06 4.73838e+08 3.23264e+08 1.53934e+08 9.8102e+08 1.51257e+07 8.53413e+08 6.33798e+08 3.22537e+08 993
9.9309e+08 5.97281e+08 9.83351e+06 4.82497e+08 3.92897e+08 1.61682e+08 9.94522e+08 1.54708e+07 8.53413e+08 6.33798e+08 3.22537e+08 1051
1.59093e+09 6.25463e+08 9.67739e+06 5.29821e+08 4.20533e+08 2.08128e+08 1.04583e+09 1.61414e+07 9.3351e+08 6.31703e+08 4.02633e+08 1150
2.51059e+09 6.4682e+08 9.8884e+06 5.49915e+08 4.42557e+08 2.27378e+08 1.04442e+09 1.55791e+07 9.3351e+08 6.31703e+08 4.02633e+08 1163
3.997e+09 6.84569e+08 1.09643e+07 5.58931e+08 4.72164e+08 2.10086e+08 1.08935e+09 1.64558e+07 9.3351e+08 7.09403e+08 4.02633e+08 1200
6.32931e+09 7.14278e+08 1.18362e+07 6.04016e+08 4.88981e+08 2.81479e+08 1.07504e+09 1.54553e+07 9.3351e+08 7.09403e+08 4.02633e+08 1271
1.00596e+10 7.63946e+08 1.25963e+07 6.25002e+08 5.64425e+08 2.48332e+08 1.08675e+09 1.617e+07 9.3351e+08 7.86793e+08 4.02633e+08 1286
1.5717e+10 7.83697e+08 1.3478e+07 6.35825e+08 5.65544e+08 2.61021e+08 1.16043e+09 1.66611e+07 1.01337e+09 7.84001e+08 4.01557e+08 1256
2.50158e+10 8.02739e+08 1.46826e+07 6.49057e+08 6.02434e+08 2.72387e+08 1.23135e+09 1.96247e+07 1.093e+09 7.81121e+08 4.81181e+08 1129
3.93001e+10 8.08886e+08 1.71718e+07 6.41496e+08 6.66897e+08 2.70187e+08 1.28046e+09 2.30046e+07 1.17237e+09 8.54215e+08 5.60556e+08 873
6.15698e+10 8.53828e+08 2.21937e+07 6.92559e+08 6.44712e+08 2.97014e+08 1.36213e+09 3.09224e+07 1.24888e+09 9.28756e+08 6.37064e+08 551
9.61923e+10 8.68864e+08 3.49008e+07 6.99035e+08 6.88982e+08 3.15361e+08 1.26959e+09 4.52519e+07 1.093e+09 1.0093e+09 5.62121e+08 277
1.51637e+11 8.76602e+08 5.78913e+07 7.18525e+08 5.95297e+08 3.31618e+08 1.38893e+09 8.56639e+07 1.17237e+09 1.00526e+09 5.60556e+08 85
2.35193e+11 7.91056e+08 1.31669e+08 6.27711e+08 4.52524e+08 2.81342e+08 1.25547e+09 2.04837e+08 1.093e+09 9.3359e+08 5.29369e+08 15
3.2103e+11 1.54204e+09 1.54204e+09 1.54204e+09 0 0 9.33509e+08 9.3351e+08 9.3351e+08 0 0 1
