#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.08906e+07 8.19062e+08 4.84367e+06 6.09032e+08 6.7312e+08 2.5503e+08 2.08401e+09 1.21532e+07 1.74201e+09 1.78051e+09 1.02505e+09 14174
1.60018e+08 9.18337e+08 7.49639e+06 6.94765e+08 7.64526e+08 3.35224e+08 2.17775e+09 1.63826e+07 1.74201e+09 2.02384e+09 1.02505e+09 8612
2.53269e+08 9.72984e+08 6.76778e+06 7.26229e+08 8.3115e+08 3.60784e+08 2.26789e+09 1.48821e+07 1.85802e+09 2.02994e+09 1.02889e+09 11199
3.97352e+08 1.00935e+09 7.0123e+06 7.31699e+08 9.00411e+08 3.66254e+08 2.38004e+09 1.51645e+07 1.85802e+09 2.27501e+09 1.02889e+09 12383
6.28386e+08 1.04657e+09 7.3434e+06 7.97294e+08 9.29834e+08 4.285e+08 2.39956e+09 1.54525e+07 1.97444e+09 2.15859e+09 1.14531e+09 11964
9.94532e+08 1.09436e+09 8.38863e+06 8.09492e+08 1.01185e+09 4.38559e+08 2.491e+09 1.73267e+07 1.97444e+09 2.40471e+09 1.14531e+09 10673
1.58237e+09 1.1584e+09 9.57078e+06 8.33819e+08 1.10628e+09 4.59422e+08 2.583e+09 1.91207e+07 2.09125e+09 2.41132e+09 1.26213e+09 9554
2.50084e+09 1.18673e+09 1.05629e+07 8.46138e+08 1.11813e+09 4.29931e+08 2.60306e+09 2.05803e+07 2.09125e+09 2.53496e+09 1.26213e+09 8407
3.963e+09 1.26021e+09 1.19313e+07 9.17794e+08 1.23454e+09 5.01093e+08 2.67437e+09 2.25173e+07 2.09125e+09 2.65883e+09 1.26213e+09 7512
6.24704e+09 1.31141e+09 1.3815e+07 9.32842e+08 1.29543e+09 4.8505e+08 2.65379e+09 2.45892e+07 2.09125e+09 2.65883e+09 1.26213e+09 6558
9.955e+09 1.42891e+09 1.64493e+07 9.94769e+08 1.44932e+09 5.37292e+08 2.72077e+09 2.68075e+07 2.09125e+09 2.7829e+09 1.26213e+09 5807
1.5719e+10 1.55109e+09 1.93174e+07 1.05478e+09 1.74131e+09 5.91589e+08 2.71755e+09 2.9792e+07 2.09125e+09 2.90714e+09 1.37429e+09 5009
2.48278e+10 1.70544e+09 2.39206e+07 1.16598e+09 1.96727e+09 6.85895e+08 2.62218e+09 3.32497e+07 1.95015e+09 2.92401e+09 1.23319e+09 4027
3.92998e+10 1.83979e+09 3.13259e+07 1.26673e+09 2.13459e+09 7.7279e+08 2.58267e+09 3.94525e+07 1.85802e+09 2.7682e+09 1.14106e+09 2774
6.13719e+10 2.20286e+09 4.82006e+07 1.4773e+09 2.65497e+09 9.07792e+08 2.47231e+09 5.14684e+07 1.74201e+09 2.88421e+09 1.03021e+09 1655
9.5527e+10 2.5141e+09 8.96301e+07 1.74201e+09 3.00808e+09 1.13677e+09 2.28939e+09 7.99374e+07 1.62642e+09 2.5066e+09 1.02119e+09 603
1.48343e+11 3.19443e+09 2.12247e+08 2.32608e+09 4.1192e+09 1.72085e+09 2.01485e+09 1.3162e+08 1.39649e+09 1.96903e+09 7.91253e+08 154
2.4178e+11 3.94608e+09 6.12067e+08 3.52252e+09 4.13706e+09 2.93876e+09 1.71534e+09 3.02335e+08 9.80053e+08 1.72425e+09 3.74819e+08 32
3.3077e+11 5.53159e+09 1.02902e+09 6.56062e+09 0 2.05805e+09 3.52504e+08 1.90766e+07 3.71581e+08 0 3.81532e+07 2
8.0596e+11 8.79215e+09 8.79215e+09 8.79215e+09 0 0 1.97444e+09 1.97444e+09 1.97444e+09 0 0 1
