#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=1.002310 (z=-0.002305) stellar mass
#obs_sm range: 8.25 - 8.75
#HM    Stats: 8.295590e+10 (median) + 3.851510e+10  / - 2.711770e+10
#SM    Stats: 2.888600e+08 (median) + 1.532680e+08  / - 9.030099e+07
#ObsSM Stats: 2.939280e+08 (median) + 1.539530e+08  / - 8.783299e+07
#VMP   Stats: 7.646000e+01 (median) + 6.520004e+00  / - 5.879997e+00
#ICL   Stats: 6.469160e+05 (median) + 3.989324e+06  / - 6.456809e+05
#SSFR  Stats: 1.530006e-10 (median) + 1.799283e-10  / - 8.383903e-11
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 563969
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 563969
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 563969
sfh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 563969
sfh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 563969
sfh 0.069123 0 0 0 #avg: 7.11915e-16; avg_err: 5.76351e-16; sd: 4.32827e-13; counts: 563969
sfh 0.071373 0 0 0 #avg: 1.94507e-15; avg_err: 8.03252e-16; sd: 6.03225e-13; counts: 563969
sfh 0.073623 0 0 0 #avg: 3.33573e-15; avg_err: 1.16779e-15; sd: 8.76983e-13; counts: 563969
sfh 0.075873 0 0 0 #avg: 1.01976e-14; avg_err: 2.21562e-15; sd: 1.66388e-12; counts: 563969
sfh 0.078123 0 0 0 #avg: 2.52742e-14; avg_err: 4.35184e-15; sd: 3.26813e-12; counts: 563969
sfh 0.080373 0 0 0 #avg: 4.75079e-14; avg_err: 6.28318e-15; sd: 4.71853e-12; counts: 563969
sfh 0.082623 0 0 0 #avg: 8.03862e-14; avg_err: 6.48555e-15; sd: 4.87051e-12; counts: 563969
sfh 0.085998 0 0 0 #avg: 2.14492e-13; avg_err: 1.22823e-14; sd: 9.22371e-12; counts: 563969
