#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.9074 0.000921093 0.000961993 1.41054e-05 0 0 0 0.000204787 1.78951e-06 0 0 0 5256796
62.3433 0.00153905 0.00155725 3.34012e-05 0 0 0 0.000524353 4.6186e-06 0 0 0 1428799
78.2321 0.00764061 0.00772918 0.000107624 0 0 0 0.0021384 1.45178e-05 0 0 0 677433
98.6736 0.0385665 0.0398571 0.000358315 0 0 0 0.00922416 4.88649e-05 0 0.0106916 0 318463
124.253 0.133722 0.143136 0.00094233 0 0 0 0.0307565 0.000137495 0 0.0712078 0 160071
156.49 0.324855 0.372656 0.00204132 0 1 0 0.0829391 0.000328802 0.0511766 0.126098 0.0511766 80479
197.014 0.539078 0.673573 0.00354348 1 0 1 0.176724 0.000653452 0.158052 0.160299 0.122706 40931
247.892 0.666361 0.898855 0.0054387 1 1 1 0.309737 0.00109741 0.309707 0.166934 0.173473 20693
311.892 0.640095 0.866052 0.0078912 1 1 1 0.451936 0.00159996 0.467289 0.147171 0.18209 10086
392.829 0.539958 0.704603 0.011077 1 0 1 0.571959 0.00205885 0.592383 0.120657 0.164289 4780
493.524 0.367077 0.456954 0.0146186 0 1 0 0.662625 0.00256649 0.685836 0.0872699 0.134496 2114
618.88 0.275862 0.320043 0.0184851 0 1 0 0.721945 0.00332869 0.739494 0.0744348 0.108074 928
776.681 0.202941 0.226471 0.0256042 0 1 0 0.761452 0.00479757 0.776304 0.0656047 0.0960401 340
960.437 0.207317 0.243902 0.056392 0 1 0 0.797839 0.00680768 0.806576 0.0498697 0.0739862 82
1188.69 0.227273 0.272727 0.117363 0 1 0 0.812098 0.0114554 0.814425 0.0545717 0.0473552 22
1618.4 0 0 0 0 0 0 0.83316 0.000722051 0.833882 0 0.0014441 2
