#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#obs_sm range: 10.75 - 11.25
#HM    Stats: 2.910290e+12 (median) + 3.673530e+12  / - 1.364700e+12
#SM    Stats: 7.523140e+10 (median) + 3.480260e+10  / - 1.798670e+10
#ObsSM Stats: 7.732640e+10 (median) + 3.665060e+10  / - 1.599890e+10
#VMP   Stats: 2.208400e+02 (median) + 6.104001e+01  / - 3.531999e+01
#ICL   Stats: 5.940300e+08 (median) + 2.883870e+09  / - 4.483270e+08
#SSFR  Stats: 4.093251e-11 (median) + 5.606942e-11  / - 2.358511e-11
sfh 0.055623 0 0 0 #avg: 1.17387e-06; avg_err: 1.12938e-06; sd: 0.00014219; counts: 15852
sfh 0.060123 0 0 0 #avg: 0.000118804; avg_err: 2.44263e-05; sd: 0.00307529; counts: 15852
sfh 0.062373 0 0 0 #avg: 0.000767909; avg_err: 0.000115435; sd: 0.0145334; counts: 15852
sfh 0.064623 0 0 0 #avg: 0.00240836; avg_err: 0.000264879; sd: 0.0333484; counts: 15852
sfh 0.066873 0 0 0 #avg: 0.00643022; avg_err: 0.000557098; sd: 0.070139; counts: 15852
sfh 0.069123 0 0 0 #avg: 0.0128183; avg_err: 0.000875289; sd: 0.1102; counts: 15852
sfh 0.071373 0 0 0 #avg: 0.0234191; avg_err: 0.00140673; sd: 0.177108; counts: 15852
sfh 0.073623 0 0 0 #avg: 0.0345621; avg_err: 0.00178164; sd: 0.22431; counts: 15852
sfh 0.075873 0 0.0151186 0 #avg: 0.0519046; avg_err: 0.00243667; sd: 0.306778; counts: 15852
sfh 0.078123 0 0.0437151 0 #avg: 0.0710817; avg_err: 0.00305627; sd: 0.384787; counts: 15852
sfh 0.080373 0 0.0890879 0 #avg: 0.0909852; avg_err: 0.00341337; sd: 0.429745; counts: 15852
sfh 0.082623 0 0.141317 0 #avg: 0.113437; avg_err: 0.00448343; sd: 0.564467; counts: 15852
sfh 0.085998 0.00877744 0.228055 0.00877744 #avg: 0.166639; avg_err: 0.00516949; sd: 0.650843; counts: 15852
sfh 0.089373 0.0310284 0.301008 0.0310284 #avg: 0.22394; avg_err: 0.00718211; sd: 0.904234; counts: 15852
