#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.3203e+07 0.02331 0.023643 0.00281272 0 0 0 0.0538777 0.00104055 0.0388804 0.060356 0.0309117 3003
1.59959e+08 0.0284066 0.0288504 0.00358268 0 0 0 0.0662016 0.00139886 0.0411208 0.0775467 0.0331044 2253
2.52392e+08 0.0436293 0.0444015 0.0041213 0 0 0 0.0717581 0.00135575 0.0534278 0.0786795 0.0453624 2590
3.97897e+08 0.04241 0.0430831 0.00378609 0 0 0 0.0813771 0.00137554 0.0556326 0.0951159 0.0332768 2971
6.34253e+08 0.0629262 0.0644761 0.00443449 0 0 0 0.0904696 0.00147115 0.0680059 0.101282 0.045622 3226
1.00175e+09 0.081813 0.0860889 0.00500355 0 0 0 0.102478 0.00154262 0.081278 0.105192 0.0585248 3508
1.58718e+09 0.0969226 0.0983607 0.00513236 0 0 0 0.119691 0.00171126 0.0957823 0.121251 0.0725588 3477
2.52407e+09 0.119395 0.123521 0.00566242 0 0 0 0.134802 0.00188414 0.104256 0.141812 0.0809064 3635
3.97101e+09 0.137046 0.141414 0.00596165 0 0 0 0.153095 0.00207258 0.12515 0.154315 0.0880775 3663
6.34924e+09 0.166442 0.173445 0.00651107 0 1 0 0.174991 0.00218995 0.144451 0.17032 0.10578 3713
1.00052e+10 0.18125 0.192 0.00664605 0 1 0 0.195803 0.00230621 0.167384 0.181618 0.115452 4000
1.59044e+10 0.209108 0.220315 0.00680534 0 1 0 0.220986 0.00239224 0.195421 0.192652 0.140302 4194
2.5093e+10 0.217015 0.22657 0.00664976 0 1 0 0.238147 0.00236487 0.213381 0.195153 0.135991 4396
3.96733e+10 0.220089 0.234605 0.00699727 0 1 0 0.253275 0.00240174 0.233355 0.190619 0.149834 4271
6.19859e+10 0.202658 0.216853 0.00775029 0 1 0 0.264081 0.00273321 0.249613 0.184123 0.153428 3311
9.73899e+10 0.174089 0.179294 0.00954881 0 1 0 0.264766 0.00375908 0.242042 0.189538 0.138757 1729
1.49522e+11 0.127013 0.128801 0.0144051 0 0 0 0.279159 0.00620907 0.278389 0.16063 0.154973 559
2.29067e+11 0.075 0.075 0.0296338 0 0 0 0.27408 0.0162485 0.268393 0.159886 0.157109 80
3.54374e+11 0.5 0.5 0.5 1 0 1 0.263167 0.0986077 0.361775 0 0.197215 2
