#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.02601e+07 1 0 7.17035e+08 4.75465e+06 4.93943e+08 9.02545e+08 4.93943e+08 0.353118 0.00067604 0.348163 0.1174 0.122539 0.656561 0.000503479 0.661015 0.0808811 0.0905038 0.881915 0.000439917 0.909803 0.0395062 0.111319 32464
1.59079e+08 1 0 9.05628e+08 7.50688e+06 6.76918e+08 1.06509e+09 6.76918e+08 0.351091 0.000866813 0.346529 0.113024 0.116044 0.641195 0.000673074 0.64386 0.0838192 0.0898037 0.862793 0.000653636 0.891227 0.0511481 0.12301 18177
2.5204e+08 1 0 1.01468e+09 7.39126e+06 7.1696e+08 1.25748e+09 7.1696e+08 0.351489 0.000789207 0.348124 0.107626 0.111914 0.633792 0.000622854 0.636151 0.0821256 0.0892972 0.852332 0.000642204 0.878506 0.0601544 0.125829 20365
3.97897e+08 1 0 1.07024e+09 7.42157e+06 8.29125e+08 1.26213e+09 8.29125e+08 0.35844 0.000728147 0.354813 0.102956 0.104219 0.630457 0.000592673 0.63307 0.0815418 0.0877833 0.845066 0.000631633 0.867738 0.0670542 0.123157 21760
6.29686e+08 1 0 1.17279e+09 8.11216e+06 8.29125e+08 1.37934e+09 8.29125e+08 0.366348 0.000713388 0.364048 0.0982767 0.10153 0.626979 0.000601213 0.629139 0.0819826 0.08789 0.833193 0.000658858 0.853933 0.0739973 0.123539 21322
9.99008e+08 1 0 1.27089e+09 8.81202e+06 9.41735e+08 1.38435e+09 9.41735e+08 0.375198 0.00070709 0.371862 0.0949188 0.0945604 0.622427 0.000604356 0.624856 0.0787565 0.0857835 0.820144 0.000687336 0.835347 0.0848594 0.119126 20305
1.58269e+09 1 0 1.34391e+09 9.43078e+06 9.41735e+08 1.50959e+09 9.41735e+08 0.384147 0.000691028 0.381699 0.0888262 0.0904089 0.618145 0.000609775 0.619122 0.0800216 0.082592 0.807599 0.000716864 0.822145 0.0883269 0.120895 19591
2.51032e+09 1 0 1.47961e+09 1.02666e+07 1.05478e+09 1.74558e+09 7.19598e+08 0.392069 0.000685679 0.388865 0.0879303 0.0874887 0.610922 0.000616979 0.611596 0.0791767 0.0812033 0.789167 0.000743598 0.801095 0.0936842 0.117982 18969
3.98011e+09 1 0 1.62391e+09 1.12181e+07 1.16825e+09 1.87146e+09 7.20459e+08 0.399335 0.000676148 0.396146 0.0880399 0.0847357 0.602004 0.000624209 0.602616 0.0791987 0.0798073 0.770705 0.000780975 0.781415 0.100003 0.121538 18630
6.29834e+09 1 0 1.79241e+09 1.2289e+07 1.28215e+09 1.9983e+09 7.88209e+08 0.401484 0.000659298 0.399373 0.0847946 0.0840685 0.584422 0.000639853 0.584217 0.0817229 0.0800623 0.747656 0.000821448 0.7567 0.10721 0.123468 18643
