#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.10751e+09 1 0 8.52725e+07 1.30002e+07 0 0 0 0.144581 0.00197977 0.143669 0.0222659 0.0301752 0.16228 0.00206805 0.160683 0.0312628 0.0297577 0.199406 0.00246417 0.191742 0.0472261 0.0308698 262
1.58337e+10 1 0 4.8708e+07 2.74438e+07 0 0 0 0.133387 0.00515526 0.131857 0.0273854 0.0255855 0.161353 0.00506987 0.155583 0.0329825 0.0179691 0.217306 0.00788996 0.217505 0.0383769 0.041375 28
2.63481e+10 1 0 1.93729e+07 1.12037e+07 0 0 0 0.137414 0.00355833 0.133955 0.0364398 0.027047 0.182104 0.00368801 0.177161 0.0412793 0.024431 0.251019 0.0033742 0.253908 0.0295528 0.0333648 74
4.07827e+10 1 0 1.53568e+07 5.80676e+06 0 0 0 0.142715 0.00194332 0.138693 0.0312769 0.0224467 0.190653 0.00203698 0.186616 0.0362862 0.0274988 0.263581 0.00176452 0.266769 0.0246547 0.0280886 249
6.48191e+10 1 0 2.16376e+07 4.42222e+06 0 0 0 0.149752 0.00142761 0.145461 0.0353004 0.0268179 0.20029 0.00141867 0.198472 0.0348235 0.0313292 0.270661 0.00106939 0.274283 0.0200849 0.0264151 528
1.01986e+11 1 0 4.61569e+07 5.32173e+06 0 0 0 0.153317 0.00106486 0.14967 0.0345472 0.0260898 0.209304 0.00109792 0.20906 0.0341966 0.0331855 0.277894 0.000772761 0.281451 0.0188152 0.0266013 885
1.61404e+11 1 0 8.8511e+07 5.78213e+06 0 3.60165e+08 0 0.161234 0.000850786 0.158344 0.0337387 0.0283268 0.219798 0.000836617 0.220553 0.0315237 0.0325488 0.282907 0.000597448 0.28682 0.0176314 0.0248969 1423
2.53448e+11 1 0 1.12851e+08 5.63203e+06 0 3.60165e+08 0 0.169653 0.000756229 0.167504 0.0330195 0.0315058 0.230376 0.00071529 0.231311 0.0307909 0.0327058 0.288118 0.000491383 0.291846 0.0167467 0.0251539 1954
4.00172e+11 1 0 1.85099e+08 6.93385e+06 0 5.36715e+08 0 0.176267 0.000704558 0.174829 0.0340458 0.0318849 0.237375 0.000667456 0.239123 0.030383 0.0327537 0.290172 0.000511538 0.295476 0.0164629 0.0286582 2174
6.27974e+11 1 0 2.69866e+08 7.99916e+06 0 6.74785e+08 0 0.185585 0.000721624 0.183642 0.0380365 0.0338249 0.245045 0.000653918 0.246896 0.0310322 0.034059 0.290869 0.000540583 0.297594 0.0173919 0.0325596 2347
9.89696e+11 1 0 3.72021e+08 9.92221e+06 3.35975e+08 5.42018e+08 3.35975e+08 0.191953 0.000813043 0.189383 0.0392073 0.0330371 0.249148 0.000753344 0.252205 0.0313978 0.036726 0.28984 0.000651142 0.296867 0.0199977 0.0362478 1938
1.56301e+12 1 0 4.52985e+08 1.25574e+07 4.66944e+08 4.7771e+08 4.66944e+08 0.199196 0.00100718 0.197549 0.0416178 0.0368551 0.253506 0.00089116 0.256464 0.0314477 0.0375192 0.287142 0.000808698 0.294308 0.0217506 0.0380749 1360
2.45233e+12 1 0 6.18166e+08 1.78016e+07 6.06006e+08 5.99643e+08 6.06006e+08 0.196853 0.0012755 0.1962 0.0393385 0.0391594 0.246361 0.00120131 0.249388 0.0338869 0.0395114 0.277291 0.00113986 0.282527 0.0280413 0.0408246 847
3.90115e+12 1 0 7.56255e+08 2.35653e+07 7.43049e+08 5.26385e+08 7.43049e+08 0.189269 0.00150427 0.18833 0.034403 0.0334004 0.236788 0.00150221 0.238575 0.0336284 0.0384723 0.268282 0.00148593 0.271249 0.0311317 0.0376016 506
6.02516e+12 1 0 8.46871e+08 3.25925e+07 8.77994e+08 4.54619e+08 5.17828e+08 0.181971 0.00203783 0.181512 0.031036 0.031365 0.228775 0.00207288 0.228703 0.0325479 0.0308908 0.260222 0.00213021 0.261862 0.0322842 0.0379159 229
9.70632e+12 1 0 1.00718e+09 5.42933e+07 1.0763e+09 5.02745e+08 6.09358e+08 0.176711 0.00280381 0.174158 0.0319248 0.0263021 0.220095 0.00338373 0.215711 0.0398638 0.0297605 0.253091 0.00363839 0.254288 0.0428799 0.0417388 104
1.46052e+13 1 0 1.34912e+09 8.03347e+07 1.5184e+09 2.38561e+08 7.07614e+08 0.163127 0.00648117 0.157555 0.037265 0.0280253 0.202201 0.0071907 0.199423 0.0354637 0.0430939 0.238081 0.00765184 0.238382 0.0442244 0.0472305 33
2.58099e+13 1 0 1.26841e+09 1.18851e+08 1.26943e+09 4.87529e+08 4.58646e+08 0.163099 0.00716425 0.160744 0.0386618 0.0290685 0.199668 0.0066566 0.211483 0.0108207 0.0431324 0.22654 0.00700351 0.239358 0.00614482 0.0555654 12
3.33971e+13 1 1 1.69834e+09 1.69834e+09 1.69834e+09 0 0 0.147209 0.147209 0.147209 0 0 0.172695 0.172695 0.172695 0 0 0.194072 0.194072 0.194072 0 0 1
