#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.48267e+07 4.75771e+08 1.10445e+07 4.00439e+08 2.41057e+08 8.24583e+07 9.28816e+08 2.45102e+07 7.73094e+08 5.57248e+08 2.42217e+08 341
1.63071e+08 4.78093e+08 1.12578e+07 4.00439e+08 2.41057e+08 8.24583e+07 9.35857e+08 2.25006e+07 8.53413e+08 5.55505e+08 3.22537e+08 354
2.5365e+08 4.88542e+08 1.07185e+07 4.01557e+08 2.41695e+08 8.35762e+07 9.54702e+08 2.3081e+07 8.53413e+08 6.33798e+08 3.22537e+08 397
4.00256e+08 5.05937e+08 9.8418e+06 4.03668e+08 3.03262e+08 8.56871e+07 9.55391e+08 1.90298e+07 8.53413e+08 5.55505e+08 3.22537e+08 602
6.37533e+08 5.00346e+08 7.92781e+06 4.36846e+08 2.62189e+08 1.17887e+08 1.00659e+09 1.85582e+07 8.53413e+08 7.11799e+08 3.22537e+08 704
1.00947e+09 5.32731e+08 8.57494e+06 4.652e+08 3.12953e+08 1.46241e+08 9.72848e+08 1.54387e+07 8.53413e+08 6.33798e+08 3.22537e+08 868
1.59036e+09 5.53408e+08 8.43356e+06 4.76928e+08 3.15191e+08 1.57024e+08 9.68093e+08 1.48646e+07 8.53413e+08 6.33798e+08 3.22537e+08 968
2.52215e+09 5.74527e+08 8.41329e+06 4.79814e+08 3.7099e+08 1.5991e+08 9.84058e+08 1.44022e+07 8.53413e+08 6.33798e+08 3.22537e+08 1112
4.02252e+09 5.9849e+08 8.37103e+06 4.83764e+08 3.94278e+08 1.62949e+08 1.00343e+09 1.3355e+07 8.53413e+08 6.33798e+08 3.22537e+08 1380
6.41362e+09 6.31117e+08 8.63898e+06 5.4793e+08 3.85579e+08 2.26238e+08 9.94013e+08 1.26422e+07 8.53413e+08 6.33798e+08 3.22537e+08 1610
1.00505e+10 6.69907e+08 8.1168e+06 5.60556e+08 4.44709e+08 2.38019e+08 1.01531e+09 1.12591e+07 8.53413e+08 7.11799e+08 3.22537e+08 2031
1.59549e+10 7.05524e+08 7.98386e+06 5.8563e+08 4.9901e+08 2.29652e+08 1.04131e+09 1.04979e+07 9.3351e+08 6.31703e+08 4.02633e+08 2436
2.51068e+10 7.12165e+08 7.81378e+06 6.11817e+08 4.81261e+08 2.88469e+08 1.0736e+09 1.03045e+07 9.3351e+08 7.09403e+08 4.02633e+08 2692
3.94797e+10 7.23121e+08 8.1826e+06 6.15082e+08 4.85942e+08 2.41825e+08 1.11009e+09 1.15597e+07 1.01337e+09 7.06929e+08 4.82497e+08 2406
6.19824e+10 7.16894e+08 9.59033e+06 6.11817e+08 4.81181e+08 2.46627e+08 1.13459e+09 1.39809e+07 1.01337e+09 7.06929e+08 4.82497e+08 1744
9.62685e+10 7.36244e+08 1.41913e+07 6.27305e+08 4.90628e+08 2.71328e+08 1.13684e+09 2.11295e+07 9.47209e+08 8.50165e+08 4.16333e+08 863
1.52517e+11 7.86898e+08 2.5956e+07 6.81088e+08 5.12079e+08 2.86874e+08 1.03077e+09 3.20701e+07 8.53413e+08 7.11799e+08 3.22537e+08 291
2.33897e+11 7.96928e+08 6.71165e+07 7.01746e+08 4.0674e+08 3.45768e+08 1.01774e+09 7.79592e+07 7.89499e+08 6.97712e+08 2.58623e+08 62
3.40943e+11 7.97019e+08 1.84822e+08 5.58931e+08 5.53105e+08 1.58492e+08 9.14357e+08 1.51522e+08 6.92559e+08 6.37783e+08 1.61682e+08 10
