#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.36009e+09 6.65215e+08 1.55388e+07 4.99873e+08 4.74229e+08 1.66445e+08 2.24134e+09 4.0659e+07 2.04105e+09 1.6352e+09 1.25022e+09 1008
1.62402e+10 5.79773e+08 1.37582e+07 4.86149e+08 3.3087e+08 1.52588e+08 1.73393e+09 4.57888e+07 1.29157e+09 1.65646e+09 6.67579e+08 747
2.57605e+10 6.17701e+08 9.08997e+06 5.00305e+08 4.1505e+08 1.66743e+08 1.43318e+09 2.39076e+07 1.12466e+09 1.16507e+09 5.00674e+08 1539
4.07095e+10 6.42327e+08 6.55673e+06 5.00675e+08 4.73427e+08 1.6701e+08 1.41582e+09 1.57315e+07 1.20812e+09 1.08161e+09 5.84132e+08 3001
6.39682e+10 6.91753e+08 5.59079e+06 5.82246e+08 4.18926e+08 2.48502e+08 1.43974e+09 1.22325e+07 1.20812e+09 1.16432e+09 5.84132e+08 5214
1.00707e+11 7.16475e+08 5.30082e+06 5.83553e+08 4.99277e+08 2.49752e+08 1.49681e+09 1.11418e+07 1.29157e+09 1.16347e+09 6.67579e+08 6700
1.58192e+11 7.6827e+08 5.67828e+06 5.84172e+08 5.83303e+08 2.50337e+08 1.5523e+09 1.13822e+07 1.29157e+09 1.24596e+09 6.67579e+08 7374
2.50227e+11 8.3652e+08 6.5209e+06 6.6675e+08 6.52742e+08 2.9008e+08 1.63536e+09 1.21754e+07 1.375e+09 1.32714e+09 7.51009e+08 7036
3.94019e+11 9.24153e+08 7.97717e+06 7.42184e+08 7.53051e+08 3.33952e+08 1.67883e+09 1.37583e+07 1.375e+09 1.49121e+09 7.51009e+08 6144
6.22656e+11 1.00626e+09 1.02047e+07 8.17019e+08 8.08109e+08 4.0177e+08 1.74378e+09 1.64619e+07 1.4584e+09 1.48962e+09 7.95036e+08 4561
9.80303e+11 1.12331e+09 1.43597e+07 8.74274e+08 1.0006e+09 4.57265e+08 1.74806e+09 2.03676e+07 1.4584e+09 1.48962e+09 7.95743e+08 3038
1.547e+12 1.29047e+09 2.09645e+07 1.04049e+09 1.16619e+09 5.55637e+08 1.68242e+09 2.66901e+07 1.375e+09 1.57303e+09 7.51009e+08 1819
2.44283e+12 1.51639e+09 3.48058e+07 1.26653e+09 1.28505e+09 6.87678e+08 1.55971e+09 3.65622e+07 1.24247e+09 1.39564e+09 6.18478e+08 826
3.8655e+12 1.70638e+09 6.19751e+07 1.375e+09 1.67371e+09 7.91444e+08 1.47739e+09 5.23971e+07 1.20812e+09 1.17299e+09 6.23988e+08 361
6.02605e+12 2.00983e+09 9.30754e+07 1.87487e+09 1.39874e+09 1.16747e+09 1.27529e+09 6.81457e+07 1.06285e+09 9.77382e+08 5.62385e+08 168
9.58928e+12 2.60417e+09 1.87776e+08 2.53753e+09 1.77042e+09 1.74671e+09 1.13408e+09 1.03329e+08 8.74274e+08 9.17399e+08 4.1701e+08 62
1.50819e+13 2.59289e+09 3.79936e+08 2.37244e+09 2.0906e+09 1.83183e+09 8.58813e+08 7.68871e+07 7.90825e+08 5.00742e+08 2.58521e+08 23
2.28862e+13 2.89744e+09 5.3155e+08 3.12834e+09 2.50131e+08 1.58655e+09 9.54899e+08 3.26756e+08 7.07395e+08 1.66878e+08 2.50131e+08 7
3.38267e+13 3.28708e+09 1.11006e+09 3.11116e+09 2.18051e+09 1.65276e+09 6.01675e+08 1.01134e+08 5.01501e+08 3.0244e+08 1.91654e+06 3
7.12353e+13 4.32117e+09 4.32117e+09 4.32117e+09 0 0 1.54178e+09 1.54178e+09 1.54178e+09 0 0 1
