#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.40112e+07 0.0160061 0.0160061 0.00346607 0 0 0 0.0456435 0.00136669 0.025979 0.0593078 0.0179625 1312
1.60489e+08 0.01875 0.01875 0.00438007 0 0 0 0.0481464 0.00154157 0.0372713 0.0519079 0.0293492 960
2.53155e+08 0.0269024 0.0269024 0.00448747 0 0 0 0.0540328 0.00151932 0.0384089 0.0633328 0.0304868 1301
4.01303e+08 0.0293542 0.0293542 0.00431257 0 0 0 0.0606544 0.00150033 0.0397749 0.0748806 0.0318528 1533
6.32834e+08 0.0349367 0.0349367 0.00413281 0 0 0 0.0638862 0.00136878 0.0410966 0.0762573 0.0331745 1975
1.00304e+09 0.039548 0.039548 0.00406384 0 0 0 0.0741816 0.00148332 0.0538835 0.0807416 0.0459148 2301
1.59707e+09 0.0526316 0.0530428 0.0045826 0 0 0 0.0803423 0.00149209 0.055966 0.0880877 0.0479496 2432
2.51743e+09 0.0656357 0.0666667 0.00470089 0 0 0 0.0926866 0.00156131 0.0684048 0.104579 0.0458678 2910
4.00516e+09 0.0763954 0.0779545 0.00483656 0 0 0 0.100258 0.00154708 0.0815152 0.103516 0.058762 3207
6.35446e+09 0.0936762 0.0949882 0.00482201 0 0 0 0.116728 0.00159392 0.0861113 0.130398 0.0631577 3811
1.00745e+10 0.11312 0.116274 0.00478919 0 0 0 0.133315 0.00161072 0.100475 0.14304 0.076997 4756
1.59758e+10 0.126214 0.129854 0.00456678 0 0 0 0.147854 0.00151192 0.123634 0.145328 0.0861064 5768
2.52133e+10 0.149424 0.155797 0.0044315 0 0 0 0.160579 0.00139392 0.138352 0.145547 0.100083 7375
3.99834e+10 0.159943 0.166269 0.00425288 0 1 0 0.169772 0.00131447 0.14541 0.151095 0.0937333 8378
6.2712e+10 0.152987 0.15949 0.00425135 0 0 0 0.181011 0.00134296 0.157022 0.152918 0.104254 8151
9.75513e+10 0.13594 0.140244 0.00481373 0 0 0 0.185315 0.00161995 0.16772 0.146462 0.103802 5576
1.5273e+11 0.126783 0.128764 0.00678489 0 0 0 0.199059 0.00243142 0.183778 0.1389 0.116853 2524
2.36502e+11 0.102009 0.103555 0.0121855 0 0 0 0.196736 0.00461223 0.182207 0.137034 0.102553 647
3.71581e+11 0.0697674 0.0697674 0.027632 0 0 0 0.18669 0.0121256 0.179104 0.139695 0.113305 86
5.55885e+11 0 0 0 0 0 0 0.114281 0.106959 0.22124 0 0.213918 2
