#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.5273 0.0109645 0.0114747 4.95499e-05 0 0 0 0.00127167 3.96431e-06 0 0 0 5050946
62.1526 0.0395677 0.0426896 0.000180746 0 0 0 0.0044223 1.44318e-05 0 0 0 1451385
78.4761 0.113896 0.129355 0.000461394 0 0 0 0.0130772 4.05041e-05 0 0.0253704 0 686715
98.474 0.26339 0.323662 0.00103813 0 1 0 0.0333131 0.000100177 0.00647817 0.0670323 0.00647817 330533
123.698 0.487096 0.66916 0.00216707 0 1 0 0.0718705 0.000229538 0.041051 0.109814 0.041051 140494
155.729 0.728483 1.18064 0.00414116 1 1 1 0.138 0.000490993 0.112611 0.14517 0.0911147 55967
195.901 0.88706 1.73617 0.00716797 2 1 1 0.237069 0.000961074 0.223684 0.164518 0.138032 21870
246.435 0.947742 2.07574 0.0122599 2 1 1 0.363115 0.00180369 0.36384 0.165947 0.171127 7750
309.64 0.939297 2.04553 0.0221133 2 1 1 0.490486 0.00320906 0.504997 0.145796 0.179019 2504
390.208 0.87822 1.72717 0.0383153 2 1 1 0.60449 0.00525024 0.625403 0.125901 0.168765 854
491.689 0.787645 1.29344 0.0606376 1 1 1 0.695383 0.00641368 0.715029 0.0717402 0.114437 259
622.033 0.70297 1.05941 0.0962894 1 1 1 0.729189 0.0137958 0.748777 0.0909804 0.0941398 101
776.131 0.657895 0.973684 0.148424 1 1 1 0.765288 0.0214011 0.787972 0.0629387 0.064568 38
997.405 0.444444 0.444444 0.175682 0 1 0 0.828426 0.0208249 0.843088 0.0601804 0.0863328 9
1220.97 0.25 0.25 0.25 0 1 0 0.856026 0.0167117 0.861188 0.0374897 0.0425318 4
