#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
47.8127 6.61191e+08 7.7875e+07 5.67362e+08 4.53823e+08 2.24366e+08 1.46553e+09 2.14726e+08 9.41735e+08 1.38435e+09 3.36501e+08 29
63.638 8.30541e+08 5.32344e+07 6.9722e+08 6.71983e+08 2.40754e+08 1.37287e+09 1.17387e+08 1.05478e+09 1.15369e+09 4.93943e+08 77
81.5746 1.00542e+09 4.56538e+07 7.94287e+08 8.32132e+08 3.4126e+08 1.72308e+09 9.13683e+07 1.25278e+09 1.83493e+09 6.47551e+08 215
100.469 1.20063e+09 4.57936e+07 9.41735e+08 1.14952e+09 4.6027e+08 2.0315e+09 9.32322e+07 1.40387e+09 2.24015e+09 8.15842e+08 326
125.226 1.49933e+09 7.1778e+07 1.06184e+09 1.58994e+09 5.67898e+08 1.96737e+09 8.65969e+07 1.59731e+09 1.92521e+09 9.92076e+08 302
157.631 1.77042e+09 8.41642e+07 1.49696e+09 1.4229e+09 8.91724e+08 1.94055e+09 9.87961e+07 1.39649e+09 1.92788e+09 7.91253e+08 227
197.626 2.45861e+09 1.66166e+08 1.97444e+09 1.91645e+09 1.14531e+09 1.6818e+09 1.26985e+08 1.23013e+09 1.81478e+09 7.36183e+08 119
248.557 2.72405e+09 3.2437e+08 1.39649e+09 3.47766e+09 6.79528e+08 1.55253e+09 2.02163e+08 1.03647e+09 1.44722e+09 5.57796e+08 57
317.086 2.62516e+09 4.03452e+08 2.32608e+09 2.17649e+09 1.72343e+09 1.22592e+09 2.17237e+08 9.41735e+08 1.26673e+09 5.76289e+08 17
387.022 4.68199e+09 9.34041e+08 4.13227e+09 3.99279e+09 1.68819e+09 8.97168e+08 1.93695e+08 7.49029e+08 9.39906e+08 3.53435e+08 9
495.919 6.3559e+09 2.34554e+09 8.70145e+09 0 4.69109e+09 8.11932e+08 1.76107e+08 9.88039e+08 0 3.52215e+08 2
613.2 4.93943e+08 4.93943e+08 4.93943e+08 0 0 1.48049e+09 1.48049e+09 1.48049e+09 0 0 1
