#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.45119e+09 1.18812e+09 2.43281e+08 7.90825e+08 1.47079e+09 3.33561e+08 1.41171e+09 2.33861e+08 1.41761e+09 7.0642e+08 8.76997e+08 18
1.50961e+10 3.16449e+08 1.73523e+07 3.33801e+08 0 3.47046e+07 2.77621e+09 2.06882e+09 4.84503e+09 0 4.13763e+09 2
2.18643e+10 6.67205e+08 3.33643e+08 1.00085e+09 0 6.67287e+08 6.24044e+08 1.66781e+08 7.90825e+08 0 3.33561e+08 2
4.54991e+10 1.10862e+09 1.64848e+08 1.00114e+09 7.45565e+08 1.84121e+08 1.04058e+09 2.18022e+08 7.90825e+08 7.50956e+08 1.66837e+08 9
6.34061e+10 7.50454e+08 9.04942e+07 5.51839e+08 5.1298e+08 2.18001e+08 1.59309e+09 1.97753e+08 1.24919e+09 1.20585e+09 6.25202e+08 29
9.90057e+10 6.98164e+08 4.95816e+07 5.84053e+08 4.17086e+08 1.67378e+08 1.21777e+09 9.72956e+07 1.12466e+09 7.50207e+08 5.4049e+08 41
1.63152e+11 8.92436e+08 6.05103e+07 8.11899e+08 5.221e+08 3.94891e+08 1.50052e+09 1.41466e+08 1.20812e+09 1.27906e+09 6.67511e+08 64
2.55468e+11 8.99216e+08 6.27919e+07 7.07395e+08 7.92132e+08 3.08116e+08 1.4439e+09 1.12535e+08 1.08452e+09 1.28792e+09 5.4391e+08 76
3.98552e+11 1.14563e+09 9.99279e+07 9.15906e+08 7.99472e+08 5.07675e+08 1.54942e+09 1.18266e+08 1.20812e+09 1.49402e+09 5.84132e+08 76
6.32025e+11 1.09916e+09 7.52094e+07 9.16791e+08 1.07515e+09 4.24644e+08 1.58757e+09 1.28606e+08 1.20812e+09 1.32941e+09 6.25874e+08 83
9.92262e+11 1.37683e+09 9.5344e+07 1.08226e+09 1.4085e+09 5.94991e+08 1.43376e+09 9.22282e+07 1.12466e+09 1.18304e+09 5.00674e+08 94
1.58899e+12 1.5848e+09 1.25709e+08 1.375e+09 1.33607e+09 7.07769e+08 1.56234e+09 1.49373e+08 1.12466e+09 2.06782e+09 5.84053e+08 62
2.49162e+12 1.79598e+09 1.67376e+08 1.375e+09 2.06029e+09 7.07419e+08 1.35792e+09 1.20476e+08 1.12466e+09 9.99364e+08 6.2392e+08 54
4.05509e+12 2.28172e+09 2.71319e+08 2.37244e+09 1.06285e+09 1.74845e+09 1.54718e+09 2.30593e+08 1.12466e+09 1.25645e+09 4.73618e+08 26
5.95522e+12 1.96159e+09 2.93434e+08 1.87487e+09 1.47968e+09 1.16747e+09 1.13962e+09 1.26657e+08 1.0462e+09 5.94756e+08 5.65019e+08 18
1.00254e+13 2.82617e+09 3.7977e+08 3.02968e+09 1.16474e+09 1.65468e+09 1.54006e+09 3.37901e+08 1.73964e+09 7.97887e+08 1.33141e+09 10
1.43921e+13 1.64021e+09 6.58597e+08 1.12466e+09 2.63144e+09 7.90861e+08 6.72386e+08 1.45414e+08 7.07395e+08 5.84172e+08 3.73834e+08 6
2.86176e+13 1.54178e+09 1.54178e+09 1.54178e+09 0 0 4.99265e+08 4.99265e+08 4.99265e+08 0 0 1
