#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.63836e+07 2.34657e-06 2.34657e-06 2.34657e-06 0 0 0 6.83327e-05 3.58061e-06 0 0 0 426154
1.56929e+08 1.40333e-05 1.40333e-05 9.92302e-06 0 0 0 0.000163635 8.03647e-06 0 0 0 142518
2.48803e+08 6.28214e-05 6.28214e-05 2.37436e-05 0 0 0 0.000354248 1.51409e-05 0 0 0 111427
3.94019e+08 0.00011636 0.00011636 3.67944e-05 0 0 0 0.000606028 2.24714e-05 0 0 0 85940
6.25139e+08 0.000209274 0.000209274 5.59253e-05 0 0 0 0.00112725 3.60686e-05 0 0 0 66898
9.90783e+08 0.000366576 0.000366576 8.40837e-05 0 0 0 0.00189862 5.3749e-05 0 0 0 51831
1.56901e+09 0.000950475 0.000950475 0.000154116 0 0 0 0.00311897 8.24083e-05 0 0 0 39980
2.48485e+09 0.00128968 0.00128968 0.000206385 0 0 0 0.00487348 0.00012216 0 0 0 30240
3.94053e+09 0.00251367 0.00251367 0.000332532 0 0 0 0.00786575 0.000186565 0 0 0 22676
6.24461e+09 0.00461347 0.00461347 0.000521182 0 0 0 0.0108594 0.000266095 0 0 0 16907
9.87995e+09 0.0067268 0.0067268 0.000714691 0 0 0 0.0159566 0.000375386 0 0.0247798 0 13082
1.56979e+10 0.00966184 0.00966184 0.000981381 0 0 0 0.0214761 0.000500847 0 0.0478973 0 9936
2.49327e+10 0.0171984 0.0171984 0.00145147 0 0 0 0.0297648 0.000672016 0 0.0711501 0 8024
3.93494e+10 0.0241988 0.0241988 0.00196508 0 0 0 0.0332944 0.000805885 0 0.0744841 0 6116
6.19436e+10 0.0276038 0.0276038 0.00249556 0 0 0 0.0358042 0.000992006 0 0.0870545 0 4311
9.61572e+10 0.0248691 0.0248691 0.00325349 0 0 0 0.0368588 0.00140276 0 0.0863537 0 2292
1.49417e+11 0.015919 0.015919 0.00476484 0 0 0 0.0307918 0.00225386 0 0.0679438 0 691
2.32842e+11 0.0172414 0.0172414 0.0121384 0 0 0 0.0324058 0.00612362 0 0.0615159 0 116
3.53425e+11 0 0 0 0 0 0 0 0 0 0 0 4
