#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.52784e+09 7.08204e+08 2.98978e+06 5.72581e+08 4.79575e+08 2.22132e+08 2.51903e+09 1.25764e+07 1.85802e+09 2.52113e+09 1.02889e+09 24823
1.59046e+10 6.46309e+08 3.12975e+06 4.90115e+08 4.55307e+08 1.43343e+08 2.47835e+09 1.65402e+07 1.74201e+09 2.39102e+09 1.02191e+09 15878
2.51306e+10 6.57638e+08 3.16534e+06 4.90115e+08 4.83006e+08 1.43343e+08 2.19658e+09 1.36203e+07 1.74201e+09 1.90202e+09 1.02505e+09 16490
3.99423e+10 6.79821e+08 3.29975e+06 4.95001e+08 5.41472e+08 1.46982e+08 2.14323e+09 1.14799e+07 1.74201e+09 1.90202e+09 1.02505e+09 17870
6.32758e+10 7.16829e+08 3.36504e+06 5.69512e+08 5.08918e+08 2.19064e+08 2.27992e+09 1.11528e+07 1.85802e+09 2.02994e+09 1.02889e+09 20102
1.00385e+11 7.61948e+08 3.50687e+06 5.8607e+08 5.80702e+08 2.32068e+08 2.41838e+09 1.096e+07 1.97444e+09 2.15859e+09 1.14531e+09 22447
1.58979e+11 8.06208e+08 3.65026e+06 6.02658e+08 6.57418e+08 2.46386e+08 2.60033e+09 1.13345e+07 2.15859e+09 2.34398e+09 1.32946e+09 24781
2.51618e+11 8.80351e+08 3.96573e+06 6.82122e+08 7.14365e+08 3.21534e+08 2.72259e+09 1.16612e+07 2.20847e+09 2.54162e+09 1.37934e+09 26135
3.96515e+11 9.71208e+08 4.5412e+06 7.24166e+08 8.43183e+08 3.5699e+08 2.7709e+09 1.21459e+07 2.32608e+09 2.54807e+09 1.48479e+09 25329
6.25573e+11 1.09801e+09 5.75211e+06 8.17669e+08 1.00398e+09 4.22965e+08 2.78016e+09 1.32142e+07 2.30642e+09 2.56773e+09 1.47729e+09 21816
9.88299e+11 1.24541e+09 7.54672e+06 9.39217e+08 1.14418e+09 4.84465e+08 2.6929e+09 1.49364e+07 2.20847e+09 2.54162e+09 1.37934e+09 16482
1.55533e+12 1.45581e+09 1.10233e+07 1.07198e+09 1.4195e+09 5.96209e+08 2.49254e+09 1.71351e+07 1.97444e+09 2.40471e+09 1.14531e+09 11209
2.45244e+12 1.68931e+09 1.61445e+07 1.25278e+09 1.66707e+09 7.12001e+08 2.25562e+09 1.99299e+07 1.74201e+09 2.14595e+09 1.02505e+09 7075
3.90246e+12 1.91326e+09 2.38101e+07 1.42243e+09 1.9789e+09 8.34397e+08 2.02486e+09 2.36816e+07 1.62642e+09 1.77491e+09 9.0946e+08 4042
6.11912e+12 2.12042e+09 3.61738e+07 1.62642e+09 2.20373e+09 1.02119e+09 1.79272e+09 2.96256e+07 1.39649e+09 1.55252e+09 7.91253e+08 2068
9.70121e+12 2.28357e+09 5.26804e+07 1.83885e+09 2.1715e+09 1.12746e+09 1.63639e+09 3.83377e+07 1.28215e+09 1.39907e+09 6.76918e+08 1017
1.54978e+13 2.64086e+09 7.8485e+07 2.18762e+09 2.56535e+09 1.45089e+09 1.54248e+09 5.04754e+07 1.16825e+09 1.39422e+09 5.88245e+08 549
2.44489e+13 2.59205e+09 1.17904e+08 2.19293e+09 2.30982e+09 1.47597e+09 1.44801e+09 6.47669e+07 1.16825e+09 1.15783e+09 6.74308e+08 233
3.92691e+13 2.42643e+09 1.44931e+08 2.15859e+09 2.0564e+09 1.32735e+09 1.41043e+09 8.38531e+07 1.21925e+09 9.62992e+08 6.14014e+08 115
6.09205e+13 2.96224e+09 1.98258e+08 2.91986e+09 1.70636e+09 1.75792e+09 1.33283e+09 1.3175e+08 1.14952e+09 9.41735e+08 6.55575e+08 57
9.85951e+13 2.73145e+09 2.42769e+08 2.7865e+09 1.46946e+09 1.50435e+09 1.14406e+09 1.24938e+08 1.05478e+09 6.87229e+08 5.60837e+08 35
1.62981e+14 2.40537e+09 3.38019e+08 2.80036e+09 1.1089e+09 1.85494e+09 9.64932e+08 1.34509e+08 8.29125e+08 7.97294e+08 2.23891e+08 16
2.40634e+14 1.93235e+09 7.24751e+08 1.51125e+09 1.83282e+09 5.69512e+08 1.45289e+09 6.31365e+08 1.28215e+09 1.33963e+09 8.27399e+08 3
3.76943e+14 2.24566e+09 1.41653e+09 3.66219e+09 0 2.83307e+09 5.28043e+08 1.88917e+08 7.1696e+08 0 3.77834e+08 2
6.20958e+14 1.46139e+09 8.77319e+08 2.33871e+09 0 1.75464e+09 1.34187e+09 4.00137e+08 1.74201e+09 0 8.00274e+08 2
