#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.81525e+09 3.43845e+08 5.29745 3.43845e+08 0 0 4.66944e+08 4.52576 4.66944e+08 0 0 2
1.70589e+11 4.04095e+08 7.36154e+07 4.7771e+08 0 1.47231e+08 6.38866e+08 1.71922e+08 8.10788e+08 0 3.43845e+08 2
2.44292e+11 4.64974e+08 9.51781e+07 4.01517e+08 2.50609e+08 6.02386e+07 6.51516e+08 6.0689e+07 6.74785e+08 6.82641e+07 1.38069e+08 3
4.56766e+11 4.32107e+08 5.14373e+07 4.01517e+08 2.07841e+08 6.55414e+07 5.91648e+08 5.09105e+07 6.74785e+08 0 2.07841e+08 5
6.34342e+11 5.25465e+08 6.10602e+07 4.74045e+08 2.46345e+08 1.1388e+08 6.43931e+08 4.47262e+07 6.74785e+08 1.36004e+08 2.07841e+08 10
9.98211e+11 5.29302e+08 6.34974e+07 4.58646e+08 4.07023e+08 1.2267e+08 7.08107e+08 8.36507e+07 6.74785e+08 4.66483e+08 2.07841e+08 11
1.59226e+12 4.97829e+08 3.64008e+07 4.5052e+08 1.89889e+08 1.14545e+08 7.57824e+08 5.10314e+07 7.43049e+08 3.33253e+08 2.76105e+08 25
2.6102e+12 4.56579e+08 2.59999e+07 4.5052e+08 1.49122e+08 1.11872e+08 8.3474e+08 5.07085e+07 8.10788e+08 2.65513e+08 2.74073e+08 26
3.99251e+12 5.50011e+08 4.15526e+07 5.07642e+08 2.74681e+08 1.68994e+08 7.87454e+08 5.88554e+07 6.74785e+08 4.66483e+08 1.38069e+08 23
6.08378e+12 5.97906e+08 4.58878e+07 5.46096e+08 3.31897e+08 1.76501e+08 8.82481e+08 5.93516e+07 9.44654e+08 2.74228e+08 4.07939e+08 26
9.43221e+12 7.18227e+08 8.94493e+07 6.4632e+08 4.35859e+08 1.79376e+08 7.17465e+08 5.44537e+07 7.43049e+08 1.85182e+08 2.76105e+08 10
1.55327e+13 5.83656e+08 1.25983e+08 6.40409e+08 3.70351e+08 3.40554e+08 8.60348e+08 1.75335e+08 8.77994e+08 5.79115e+08 4.93579e+08 6
2.55757e+13 6.89519e+08 1.19879e+08 7.23618e+08 1.54375e+08 2.56675e+08 8.41774e+08 1.99712e+08 8.0249e+08 4.03159e+08 2.85309e+08 3
