#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.0947 0.000933642 0.00097413 1.3058e-05 0 0 0 0.00019201 1.5652e-06 0 0 0 6199376
62.3586 0.00192594 0.00194888 3.2604e-05 0 0 0 0.000532158 4.01777e-06 0 0 0 1874925
78.5236 0.0115778 0.0118018 0.000113153 0 0 0 0.00253363 1.38918e-05 0 0 0 946208
98.5097 0.051564 0.0539149 0.000346674 0 0 0 0.0101241 4.35033e-05 0 0.0109877 0 464510
123.86 0.153898 0.166593 0.000896818 0 0 0 0.0290658 0.00011897 0 0.0640066 0 205441
155.658 0.346845 0.403474 0.00209029 0 1 0 0.0702815 0.000299962 0.039161 0.114254 0.039161 82890
195.525 0.577586 0.737052 0.00423965 1 0 1 0.143353 0.000706494 0.117401 0.155556 0.0985292 30276
245.307 0.756031 1.073 0.00824022 1 1 1 0.244974 0.00155401 0.234427 0.175792 0.154173 9493
308.523 0.806099 1.1982 0.0161903 1 1 1 0.364667 0.00330084 0.372644 0.170948 0.189421 2558
387.832 0.7793 1.17808 0.0335167 1 1 1 0.475652 0.00641427 0.498112 0.140642 0.191302 657
487.107 0.782313 1.05442 0.0601169 1 1 1 0.564241 0.0119334 0.596951 0.0938157 0.185716 147
603.461 0.607843 0.72549 0.10128 1 0 1 0.655769 0.0182681 0.693686 0.0737329 0.152372 51
764.161 0.466667 0.666667 0.210819 0 2 0 0.676026 0.0465104 0.720121 0.0853983 0.100201 15
899.72 0 0 0 0 0 0 0.842567 0.842567 0.842567 0 0 1
1134.67 0 0 0 0 0 0 0.851867 0.851867 0.851867 0 0 1
