#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.33718e+07 0.996983 0.00150659 1.3511e+08 8.40072e+06 0 4.49746e+08 0 0.220101 0.00175989 0.210971 0.0756467 0.0556282 0.344502 0.00162538 0.348683 0.0565417 0.0614654 0.436572 0.000823123 0.441759 0.0202192 0.0297934 1326
1.59162e+08 1 0 1.76293e+08 1.04855e+07 0 5.30876e+08 0 0.226648 0.00206879 0.219574 0.0794237 0.0583769 0.355307 0.0016849 0.360003 0.0510023 0.0600862 0.439181 0.000901251 0.444315 0.0203448 0.0311489 1025
2.5349e+08 1 0 1.9137e+08 1.00025e+07 0 6.11817e+08 0 0.232927 0.00186962 0.2234 0.0831667 0.0579346 0.356916 0.00147883 0.360039 0.0510085 0.0574712 0.441052 0.000765195 0.445603 0.0196761 0.0276482 1276
4.05046e+08 0.998734 0.000894788 2.50566e+08 1.00761e+07 0 6.92559e+08 0 0.236447 0.0016203 0.230455 0.0755191 0.0608121 0.362822 0.00122046 0.365979 0.047093 0.0508976 0.44228 0.000692925 0.446472 0.0214753 0.0292788 1580
6.34432e+08 1 0 2.61599e+08 9.89919e+06 0 6.92559e+08 0 0.248309 0.00144347 0.243451 0.0698017 0.0600493 0.369137 0.00109139 0.373014 0.047108 0.0516176 0.445499 0.000635687 0.45056 0.020143 0.03093 1936
1.00546e+09 0.999549 0.000451264 3.40516e+08 1.05768e+07 0 7.73094e+08 0 0.253877 0.0013608 0.250187 0.0709471 0.0627579 0.373636 0.000987481 0.37675 0.045125 0.0494877 0.446057 0.000621712 0.452103 0.0202096 0.0313699 2216
1.59286e+09 1 0 3.75024e+08 1.06234e+07 0 8.53413e+08 0 0.259066 0.00124606 0.254377 0.0708949 0.0603454 0.378529 0.000871467 0.382001 0.0409018 0.045467 0.44741 0.000587541 0.454075 0.0200844 0.0342081 2533
2.52096e+09 0.999306 0.000490791 4.57144e+08 1.0877e+07 3.06284e+08 7.0709e+08 3.06284e+08 0.267877 0.00113937 0.26509 0.0680801 0.0613092 0.384041 0.00081218 0.388619 0.0394106 0.0497659 0.447798 0.000565873 0.454087 0.0212422 0.0335921 2881
4.00499e+09 0.999697 0.000302663 5.61768e+08 1.16792e+07 4.49746e+08 7.79273e+08 4.49746e+08 0.27689 0.00106479 0.274739 0.0656445 0.0604018 0.387568 0.000779462 0.392828 0.0396225 0.0480034 0.446385 0.000592355 0.454772 0.0215856 0.0397057 3304
6.35167e+09 0.998707 0.000578094 6.79214e+08 1.22524e+07 5.30876e+08 8.78042e+08 5.30876e+08 0.28311 0.00100741 0.280712 0.0688335 0.0611791 0.386808 0.000752207 0.39476 0.0379502 0.0537279 0.441843 0.00060564 0.451965 0.023326 0.044627 3866
