#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.02404e+07 7.49673e+08 2.75936e+06 5.80006e+08 5.77827e+08 2.2836e+08 2.12552e+09 7.88058e+06 1.74201e+09 1.90202e+09 1.02505e+09 35059
1.5913e+08 8.20642e+08 4.26246e+06 6.04319e+08 6.77833e+08 2.50318e+08 2.23061e+09 1.09165e+07 1.85802e+09 1.90783e+09 1.02889e+09 19674
2.52519e+08 8.60384e+08 4.23354e+06 6.43015e+08 7.26188e+08 2.86743e+08 2.31543e+09 1.0547e+07 1.85802e+09 2.02994e+09 1.02889e+09 22600
3.98759e+08 8.98702e+08 4.4018e+06 6.82122e+08 7.44765e+08 3.2258e+08 2.39475e+09 1.06264e+07 1.97444e+09 2.15859e+09 1.14531e+09 24188
6.3032e+08 9.27055e+08 4.57707e+06 6.94765e+08 7.91253e+08 3.34178e+08 2.46938e+09 1.09524e+07 2.02994e+09 2.22602e+09 1.20082e+09 24193
9.96858e+08 9.5252e+08 4.87519e+06 7.06788e+08 8.36518e+08 3.4517e+08 2.53529e+09 1.16469e+07 2.09125e+09 2.2879e+09 1.26213e+09 23012
1.58223e+09 9.92267e+08 5.31051e+06 7.1696e+08 8.98004e+08 3.52437e+08 2.62077e+09 1.22372e+07 2.09125e+09 2.41132e+09 1.26213e+09 21985
2.50853e+09 1.03415e+09 5.74249e+06 7.38727e+08 9.45546e+08 3.72396e+08 2.65893e+09 1.28227e+07 2.20847e+09 2.41775e+09 1.37934e+09 21180
3.97918e+09 1.07124e+09 6.07186e+06 7.91266e+08 9.57809e+08 4.21719e+08 2.69335e+09 1.35194e+07 2.20847e+09 2.54162e+09 1.37934e+09 20163
6.29732e+09 1.12444e+09 6.65108e+06 8.17669e+08 1.04035e+09 4.43455e+08 2.72317e+09 1.39108e+07 2.20847e+09 2.66568e+09 1.37934e+09 19398
1.00001e+10 1.19863e+09 7.39636e+06 8.43665e+08 1.14126e+09 4.27748e+08 2.74189e+09 1.43982e+07 2.20847e+09 2.66568e+09 1.37934e+09 18681
1.58028e+10 1.29312e+09 8.29575e+06 9.19657e+08 1.26247e+09 4.71865e+08 2.69807e+09 1.49494e+07 2.09125e+09 2.7829e+09 1.26213e+09 17465
2.49926e+10 1.40011e+09 9.41083e+06 9.99849e+08 1.39117e+09 5.38317e+08 2.60285e+09 1.52775e+07 1.97444e+09 2.65178e+09 1.14531e+09 15937
3.94115e+10 1.52699e+09 1.15619e+07 1.08445e+09 1.56733e+09 6.1323e+08 2.47862e+09 1.66843e+07 1.87775e+09 2.5014e+09 1.08046e+09 12663
6.17268e+10 1.70669e+09 1.55676e+07 1.19994e+09 1.80931e+09 7.05995e+08 2.33773e+09 1.97146e+07 1.74201e+09 2.39102e+09 1.02505e+09 8532
9.6364e+10 1.8712e+09 2.36364e+07 1.37429e+09 2.02642e+09 8.04781e+08 2.13951e+09 2.59806e+07 1.62642e+09 2.01761e+09 9.0946e+08 4213
1.51634e+11 2.13575e+09 4.25388e+07 1.62642e+09 2.20491e+09 1.02119e+09 1.90167e+09 3.80886e+07 1.39649e+09 1.8153e+09 7.91253e+08 1512
2.36586e+11 2.31719e+09 8.60894e+07 1.85863e+09 2.28622e+09 1.14167e+09 1.60194e+09 6.79944e+07 1.2713e+09 1.40992e+09 7.77361e+08 377
3.6493e+11 2.64906e+09 1.65551e+08 2.74472e+09 1.64042e+09 1.93274e+09 1.44057e+09 1.09384e+08 1.05701e+09 1.31971e+09 5.63063e+08 94
5.71313e+11 2.72613e+09 3.19426e+08 2.76056e+09 9.12884e+08 1.68532e+09 1.20613e+09 1.43533e+08 1.28215e+09 4.59857e+08 7.88209e+08 15
1.21147e+12 8.29125e+08 8.29125e+08 8.29125e+08 0 0 3.39126e+08 3.39126e+08 3.39126e+08 0 0 1
1.49327e+12 2.33871e+09 2.33871e+09 2.33871e+09 0 0 9.41735e+08 9.41735e+08 9.41735e+08 0 0 1
