#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.78251e+07 4.41633e+08 3.18875e+07 3.98219e+08 1.8627e+08 6.49664e+07 5.81034e+08 4.69452e+07 6.74785e+08 6.82641e+07 3.1462e+08 15
1.79019e+08 4.23865e+08 3.23259e+07 3.82884e+08 9.1161e+07 4.16057e+07 4.68582e+08 3.12845e+07 4.66944e+08 6.97716e+07 1.06779e+08 13
2.47164e+08 3.89191e+08 1.83604e+07 3.82884e+08 6.77396e+07 5.24043e+07 5.8992e+08 5.14603e+07 5.36715e+08 2.74073e+08 1.7655e+08 26
4.06921e+08 4.57721e+08 1.87345e+07 4.50623e+08 1.33866e+08 1.11975e+08 5.6345e+08 4.26883e+07 5.36715e+08 2.74073e+08 1.7655e+08 30
6.53425e+08 4.54076e+08 2.27708e+07 3.82884e+08 2.01605e+08 4.69084e+07 5.59696e+08 3.27402e+07 5.36715e+08 2.74073e+08 1.7655e+08 43
1.04046e+09 4.29513e+08 1.83273e+07 3.82884e+08 1.34945e+08 4.42358e+07 5.66832e+08 2.41474e+07 5.36715e+08 2.06334e+08 1.7655e+08 78
1.60332e+09 4.19833e+08 1.11964e+07 3.98219e+08 1.18962e+08 6.22437e+07 5.7449e+08 1.92141e+07 5.36715e+08 2.74073e+08 1.7655e+08 94
2.54685e+09 4.79116e+08 1.57895e+07 4.1105e+08 2.39545e+08 7.24017e+07 5.82103e+08 1.95404e+07 5.36715e+08 2.06334e+08 1.7655e+08 115
3.95673e+09 4.86035e+08 1.49069e+07 4.50623e+08 1.99972e+08 1.09345e+08 5.65946e+08 2.05377e+07 4.66944e+08 2.76105e+08 1.06779e+08 123
6.42808e+09 4.84371e+08 1.3131e+07 4.46348e+08 2.04247e+08 1.077e+08 6.03227e+08 1.97126e+07 6.06006e+08 2.04782e+08 2.45841e+08 137
1.02712e+10 4.91381e+08 1.44349e+07 4.50623e+08 2.1831e+08 1.14648e+08 5.93777e+08 1.76251e+07 5.36715e+08 2.74073e+08 1.7655e+08 151
1.59456e+10 4.92914e+08 1.20562e+07 4.46348e+08 2.22586e+08 1.0507e+08 6.02166e+08 1.68329e+07 5.36715e+08 2.74073e+08 1.7655e+08 190
2.52816e+10 5.05158e+08 1.25717e+07 4.58646e+08 2.15678e+08 1.2267e+08 6.16245e+08 1.5974e+07 6.06006e+08 2.04782e+08 2.45841e+08 199
3.92805e+10 5.04866e+08 1.37481e+07 4.58646e+08 1.91949e+08 1.14801e+08 6.22574e+08 1.91106e+07 5.36715e+08 2.74073e+08 1.7655e+08 153
6.2816e+10 4.90129e+08 1.46008e+07 4.5052e+08 1.95799e+08 1.11872e+08 6.56635e+08 2.14925e+07 6.06006e+08 3.38648e+08 1.39062e+08 125
9.59888e+10 5.27682e+08 2.8665e+07 4.50623e+08 2.65513e+08 1.09345e+08 6.18713e+08 2.49579e+07 6.06006e+08 2.04782e+08 2.45841e+08 68
1.54985e+11 5.19779e+08 3.64972e+07 4.3338e+08 2.74234e+08 9.21023e+07 7.51406e+08 4.28652e+07 6.74785e+08 4.01517e+08 1.38069e+08 34
2.48448e+11 3.73841e+08 2.13189e+07 3.82884e+08 1.53353e+07 5.52283e+07 7.72516e+08 1.11338e+08 7.43049e+08 2.67711e+08 2.76105e+08 7
3.46656e+11 4.317e+08 2.69459e+07 4.58646e+08 0 5.38917e+07 7.08397e+08 1.02391e+08 8.10788e+08 0 2.04782e+08 2
