#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.0819 0.0170984 0.0179653 0.000161748 0 0 0 0.00194877 1.32935e-05 0 0 0 742878
62.4144 0.0620985 0.067787 0.000469585 0 0 0 0.00708418 4.00442e-05 0 0.00886045 0 341039
78.936 0.178428 0.207987 0.00108276 0 1 0 0.0219804 0.000103569 0 0.0464985 0 195849
98.24 0.359293 0.461402 0.00219247 0 1 0 0.0516726 0.000235601 0.0180641 0.0989795 0.0180641 100990
123.44 0.569304 0.824023 0.00445553 1 1 1 0.099372 0.000536876 0.0660097 0.138429 0.0660097 38937
155.196 0.770778 1.30746 0.00880191 1 1 1 0.175169 0.00118968 0.149738 0.173163 0.116758 13127
195.138 0.864167 1.70691 0.0170405 2 1 1 0.267535 0.0025404 0.259612 0.181404 0.173307 4108
245.339 0.919313 1.94421 0.0324209 2 1 1 0.380515 0.00513492 0.393224 0.168254 0.202856 1165
308.648 0.905109 1.77007 0.0638039 2 1 1 0.475981 0.0122476 0.501327 0.179859 0.227948 274
388.634 0.777778 1.33333 0.124226 1 2 1 0.548524 0.0270679 0.620375 0.162267 0.333658 81
487.228 0.909091 1.45455 0.225316 1 1 0 0.680444 0.0244894 0.708308 0.0920904 0.122623 22
640.241 0.666667 0.666667 0.333333 1 0 1 0.520592 0.262734 0.719043 0.12369 0.719043 3
729.837 1 1.5 0.5 2 0 1 0.494388 0.331705 0.826093 0 0.66341 2
