#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
9.09569e+07 3.72179e+08 2.86812e+07 3.35975e+08 7.50744e+07 5.49584e+06 7.03304e+08 4.92697e+07 6.74785e+08 1.36004e+08 0 7
1.59817e+08 4.68128e+08 8.71944e+07 4.54619e+08 2.61517e+08 1.35746e+08 6.68656e+08 1.8265e+08 8.77994e+08 1.98308e+08 5.17828e+08 4
2.55313e+08 3.69398e+08 1.38494e+07 3.82884e+08 2.8166e+07 6.40108e+07 5.96671e+08 1.02622e+08 4.66944e+08 6.09358e+08 1.06779e+08 10
4.21088e+08 4.28579e+08 2.36972e+07 4.04754e+08 1.2611e+08 7.70986e+07 6.2974e+08 6.83388e+07 4.66944e+08 4.1105e+08 1.06779e+08 21
6.17595e+08 4.37307e+08 2.91689e+07 3.82884e+08 2.11766e+08 4.16057e+07 5.34391e+08 4.5819e+07 5.36715e+08 1.38069e+08 1.7655e+08 18
1.00789e+09 4.08382e+08 1.35971e+07 3.82884e+08 1.34945e+08 4.69084e+07 5.61908e+08 2.7682e+07 5.36715e+08 2.06334e+08 1.7655e+08 45
1.605e+09 4.31876e+08 1.54911e+07 4.07939e+08 1.13886e+08 6.92907e+07 5.92774e+08 2.81757e+07 5.36715e+08 2.74073e+08 1.7655e+08 54
2.54015e+09 4.63381e+08 1.75262e+07 4.1105e+08 1.93503e+08 7.50744e+07 5.70159e+08 1.98818e+07 5.36715e+08 2.06334e+08 1.7655e+08 85
4.01057e+09 4.77225e+08 1.46364e+07 4.1105e+08 2.41076e+08 7.24017e+07 5.82083e+08 1.991e+07 5.36715e+08 2.06334e+08 1.7655e+08 105
6.39261e+09 4.72838e+08 1.17258e+07 4.50623e+08 1.95696e+08 1.14648e+08 6.41076e+08 2.14631e+07 6.06006e+08 2.71987e+08 2.45841e+08 144
1.03641e+10 4.94271e+08 1.47819e+07 4.50623e+08 2.23701e+08 1.14648e+08 6.37442e+08 1.99996e+07 6.06006e+08 2.71987e+08 2.45841e+08 166
1.59709e+10 5.13168e+08 1.229e+07 4.50623e+08 2.82095e+08 1.11975e+08 6.3692e+08 1.56803e+07 6.06006e+08 2.71987e+08 2.45841e+08 243
2.5069e+10 5.5104e+08 1.31894e+07 4.74045e+08 3.15124e+08 1.35397e+08 6.46366e+08 1.50487e+07 6.06006e+08 2.71987e+08 2.45841e+08 289
3.96845e+10 5.80108e+08 1.37242e+07 5.21825e+08 3.23659e+08 1.7798e+08 6.4841e+08 1.56032e+07 6.06006e+08 2.71987e+08 2.45841e+08 263
6.27917e+10 5.58528e+08 1.54311e+07 4.7771e+08 3.03393e+08 1.33866e+08 6.92606e+08 1.93326e+07 6.06006e+08 4.70296e+08 1.39062e+08 213
9.69425e+10 5.76638e+08 1.91491e+07 5.21825e+08 2.53529e+08 1.52229e+08 7.30596e+08 2.27056e+07 6.74785e+08 3.35975e+08 2.73268e+08 154
1.56178e+11 5.66799e+08 2.73348e+07 4.97762e+08 2.40944e+08 1.14878e+08 7.88718e+08 3.62103e+07 7.43049e+08 3.98219e+08 2.76105e+08 62
2.3588e+11 4.32626e+08 2.99394e+07 4.10865e+08 8.18252e+07 8.9012e+07 9.67707e+08 9.65142e+07 1.0763e+09 1.93133e+08 5.39586e+08 14
3.46656e+11 4.64471e+08 5.82483e+06 4.70295e+08 0 1.16497e+07 7.08397e+08 1.02391e+08 8.10788e+08 0 2.04782e+08 2
