#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
49.7567 1 0 1.70251e+08 1.70251e+08 3.40501e+08 0 3.40501e+08 0.172953 0.000410259 0.173364 0 0.000820518 0.176977 0.00249209 0.179469 0 0.00498417 0.180417 0.00399096 0.184408 0 0.00798193 2
65.66 1 1 4.23363e+08 4.23363e+08 4.23363e+08 0 0 0.167435 0.167435 0.167435 0 0 0.169402 0.169402 0.169402 0 0 0.17137 0.17137 0.17137 0 0 1
102.065 1 0 0 0 0 0 0 0.11639 0.00999875 0.104589 0.0469956 0.00626778 0.136502 0.00586084 0.138124 0.0173115 0.014665 0.165213 0.00387941 0.165641 0.0127826 0.00985591 5
131.251 1 0 0 0 0 0 0 0.120963 0.00503179 0.120675 0.0271121 0.0223247 0.145726 0.00439196 0.149897 0.0141169 0.0180491 0.17507 0.00198073 0.176775 0.00461502 0.00994186 15
161.422 1 0 0 0 0 0 0 0.126334 0.00190875 0.127027 0.0163833 0.0182307 0.154217 0.00171211 0.155518 0.0146724 0.0195336 0.177441 0.0011227 0.179111 0.00816147 0.0104495 95
202.607 1 0 0 0 0 0 0 0.12969 0.00119696 0.130233 0.0190947 0.0198767 0.15965 0.000903998 0.162225 0.0118942 0.0177578 0.1819 0.000600687 0.183878 0.00624199 0.0102297 239
251.574 1 0 1.84508e+06 1.31077e+06 0 0 0 0.132799 0.000893274 0.133251 0.0181702 0.0177251 0.163069 0.000693047 0.165446 0.0115105 0.0160278 0.183713 0.000449643 0.185362 0.00724739 0.0104939 414
317.283 1 0 1.25736e+07 3.35088e+06 0 0 0 0.13837 0.000838325 0.138853 0.0172337 0.0190743 0.166846 0.000639278 0.168733 0.010694 0.0150675 0.185439 0.000446414 0.187959 0.00624248 0.0123868 418
394.429 1 0 3.51033e+07 7.25167e+06 0 0 0 0.136989 0.00114544 0.137664 0.0188462 0.0203081 0.16457 0.00089259 0.166887 0.0113032 0.0167321 0.183614 0.000722511 0.186091 0.00760266 0.013508 235
492.462 1 0 7.35176e+07 1.54822e+07 0 3.40501e+08 0 0.131258 0.00169735 0.13005 0.0170842 0.016267 0.157791 0.00158159 0.157611 0.0152428 0.0166822 0.175987 0.00138727 0.176088 0.0152084 0.0155993 101
614.177 1 0 1.0359e+08 4.96601e+07 0 3.40501e+08 0 0.125359 0.00382334 0.123222 0.0138946 0.0127722 0.154164 0.00351112 0.156966 0.0120648 0.0248089 0.17561 0.00293375 0.179402 0.00697514 0.0183836 20
735.39 1 1 5.27958e+08 5.27958e+08 5.27958e+08 0 0 0.135465 0.135465 0.135465 0 0 0.1976 0.1976 0.1976 0 0 0.201468 0.201468 0.201468 0 0 1
