#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.26161e+07 1 0 2.49167e+07 4.39153e+06 0 0 0 0.163256 0.00142431 0.156961 0.0435226 0.0297597 0.221815 0.00148932 0.22362 0.0408026 0.0463601 0.277521 0.00116924 0.283631 0.0213904 0.0320797 715
1.6086e+08 1 0 4.29347e+07 6.14167e+06 0 0 0 0.163706 0.00155313 0.159357 0.0461349 0.0352577 0.227105 0.00157954 0.227054 0.0430509 0.0420217 0.284411 0.000997842 0.288408 0.0191447 0.0274043 622
2.53665e+08 1 0 4.59866e+07 4.97669e+06 0 0 0 0.168298 0.00127125 0.16512 0.0431138 0.0337404 0.233701 0.00128001 0.234303 0.0407002 0.0419008 0.288167 0.000768893 0.291366 0.0192049 0.0260837 871
4.02228e+08 1 0 5.50697e+07 4.95583e+06 0 0 0 0.171492 0.00109624 0.168412 0.0419787 0.0344017 0.23467 0.00108964 0.235122 0.040018 0.0388571 0.290153 0.000628751 0.293346 0.0174299 0.0236953 1165
6.38068e+08 1 0 8.13716e+07 5.26159e+06 0 0 0 0.17166 0.000940909 0.168392 0.0420708 0.034829 0.235749 0.000920272 0.237913 0.0373187 0.0406798 0.290577 0.000550318 0.294368 0.0170818 0.0247329 1609
1.00735e+09 1 0 1.07783e+08 5.29123e+06 0 3.60165e+08 0 0.175639 0.000809384 0.173644 0.0411376 0.0370086 0.240876 0.000760005 0.243976 0.0342748 0.0394662 0.292562 0.00046916 0.296414 0.0161752 0.0241863 2165
1.59019e+09 1 0 1.40008e+08 5.68111e+06 0 4.66944e+08 0 0.180986 0.000755687 0.178207 0.0421927 0.035116 0.243029 0.000694415 0.244862 0.0349917 0.0364285 0.292688 0.000449883 0.29666 0.016967 0.0263886 2460
2.52895e+09 1 0 1.74656e+08 5.98677e+06 0 5.36715e+08 0 0.183018 0.000691575 0.180353 0.0409744 0.0353362 0.245878 0.000631527 0.248577 0.0319366 0.0372552 0.293976 0.000418483 0.298718 0.0156658 0.0256872 2874
3.96609e+09 1 0 2.30103e+08 6.26321e+06 0 6.06006e+08 0 0.187279 0.000649071 0.184818 0.0416875 0.036019 0.249069 0.000571887 0.251383 0.0320831 0.0360073 0.294379 0.000408626 0.299534 0.0168099 0.0279553 3277
6.32935e+09 1 0 2.75999e+08 6.63469e+06 0 6.74785e+08 0 0.192645 0.000625174 0.190545 0.0409797 0.0367227 0.252785 0.000550062 0.255732 0.0303876 0.0363647 0.294912 0.000411948 0.300083 0.0176889 0.0280314 3476
1.00182e+10 1 0 3.36179e+08 7.33902e+06 0 8.10788e+08 0 0.194861 0.000615918 0.193104 0.0404021 0.0357524 0.25479 0.000553341 0.258326 0.0307055 0.0384034 0.294227 0.000437311 0.300584 0.017742 0.0305989 3610
1.58812e+10 1 0 4.03276e+08 7.67732e+06 0 9.44654e+08 0 0.198616 0.000586846 0.196465 0.0411618 0.0360319 0.256806 0.00052495 0.260367 0.030643 0.0379502 0.294015 0.000435227 0.301346 0.0177374 0.0341502 4006
2.51096e+10 1 0 4.64671e+08 7.93514e+06 3.60165e+08 6.50595e+08 3.60165e+08 0.200999 0.000580775 0.199222 0.0420539 0.0369535 0.256202 0.000523627 0.260789 0.0296422 0.0396695 0.29116 0.000456911 0.298378 0.0200658 0.0369467 4092
3.978e+10 1 0 5.20654e+08 8.06044e+06 4.66944e+08 6.09358e+08 4.66944e+08 0.200612 0.000577379 0.199216 0.041658 0.0367845 0.253336 0.000530639 0.258431 0.0300849 0.0424037 0.287623 0.000465229 0.29497 0.021351 0.0392175 4227
6.22826e+10 1 0 5.6132e+08 9.05299e+06 5.36715e+08 6.04553e+08 5.36715e+08 0.198282 0.000618797 0.197038 0.0398878 0.0370647 0.247874 0.000587243 0.251465 0.0324461 0.0399984 0.283041 0.000541896 0.290457 0.0229593 0.0403119 3493
9.69873e+10 1 0 5.8245e+08 1.18014e+07 5.36715e+08 6.68934e+08 5.36715e+08 0.195722 0.000753483 0.193756 0.0392419 0.0343115 0.24285 0.000738938 0.24542 0.0329906 0.0400344 0.27939 0.000698183 0.285856 0.0252113 0.0407455 2154
1.50047e+11 1 0 5.71678e+08 1.93107e+07 5.36715e+08 6.68934e+08 5.36715e+08 0.194727 0.00127569 0.192614 0.0398268 0.0343354 0.240582 0.0012107 0.241613 0.0325087 0.0363333 0.279777 0.00112927 0.285641 0.0252058 0.0385801 756
2.30402e+11 1 0 5.03143e+08 5.3772e+07 3.60165e+08 8.45484e+08 3.60165e+08 0.197942 0.0031536 0.194166 0.0407097 0.0263897 0.241848 0.00353768 0.2425 0.0325763 0.0368253 0.28057 0.00333397 0.288178 0.0241537 0.0397442 104
3.58456e+11 1 0 3.19941e+08 1.89459e+08 5.36715e+08 2.06334e+08 5.36715e+08 0.181592 0.0034405 0.180813 0.010712 0.00445837 0.233433 0.010774 0.239637 0.0195282 0.03172 0.270827 0.0183672 0.272066 0.0500158 0.0320588 4
