#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.4481e+07 0.999184 0.000364715 4.35119e+08 7.39334e+06 0 9.57732e+08 0 0.236577 0.00105661 0.221441 0.0914186 0.0614437 0.423874 0.000967944 0.432521 0.060914 0.0804107 0.570447 0.000566507 0.578573 0.0325115 0.0488401 6129
1.59663e+08 0.999581 0.000296015 4.8788e+08 8.96216e+06 3.33744e+08 7.07452e+08 3.33744e+08 0.23846 0.00114513 0.225052 0.0877915 0.0618037 0.430152 0.00101562 0.436651 0.0599068 0.0730329 0.571593 0.000625955 0.579969 0.0322969 0.0487798 4777
2.51623e+08 0.999428 0.000330103 5.33581e+08 9.01159e+06 4.57264e+08 7.50856e+08 4.57264e+08 0.246877 0.00109132 0.236296 0.0851485 0.0659929 0.435703 0.000917041 0.441846 0.0568967 0.0706538 0.57226 0.000612259 0.581631 0.0314119 0.0522578 5246
3.98178e+08 0.998764 0.00046687 6.26458e+08 9.5713e+06 5.00468e+08 7.91099e+08 5.00468e+08 0.251065 0.00102369 0.242909 0.0831165 0.0679135 0.43973 0.000888238 0.446161 0.0574144 0.0726459 0.571479 0.000628858 0.581006 0.0345997 0.0542389 5664
6.29421e+08 0.99829 0.000540421 7.21866e+08 1.02584e+07 5.40609e+08 9.17794e+08 5.40609e+08 0.260787 0.00100113 0.252238 0.0813145 0.0662847 0.447209 0.000832872 0.453055 0.0549735 0.0680735 0.571181 0.000642269 0.581919 0.0343033 0.057369 5847
1.00053e+09 0.99864 0.000480494 7.87531e+08 1.11259e+07 6.23988e+08 9.59429e+08 6.23988e+08 0.272039 0.0010099 0.266823 0.0789478 0.0731802 0.456321 0.000846338 0.46307 0.0550353 0.0708996 0.571536 0.000670242 0.58254 0.0365232 0.0595003 5883
1.58317e+09 0.99914 0.000384402 8.85097e+08 1.18796e+07 7.07395e+08 1.00103e+09 7.07395e+08 0.281129 0.00100888 0.276635 0.078046 0.0733151 0.461294 0.000833182 0.468031 0.054005 0.0681767 0.570051 0.000691783 0.581092 0.0371454 0.0601519 5815
2.51555e+09 0.99931 0.000344679 9.96712e+08 1.30927e+07 7.78153e+08 1.11799e+09 7.78153e+08 0.291775 0.000987691 0.288868 0.0750391 0.0743061 0.463944 0.000843436 0.472101 0.0538709 0.0711036 0.564976 0.000740873 0.577757 0.0392285 0.0651181 5801
3.98649e+09 0.999152 0.000379187 1.12246e+09 1.42141e+07 8.74274e+08 1.24975e+09 8.74274e+08 0.302553 0.0009727 0.299911 0.0744926 0.0725619 0.466324 0.000840529 0.475876 0.0516146 0.0717764 0.559195 0.000786993 0.572181 0.0426903 0.0707493 5895
6.30907e+09 0.999003 0.000406655 1.28466e+09 1.53623e+07 9.57732e+08 1.41471e+09 9.57732e+08 0.30914 0.00095015 0.307108 0.0726343 0.071198 0.460442 0.000868773 0.469383 0.0554446 0.0733697 0.547503 0.000855106 0.561501 0.0475237 0.0778835 6021
1.00375e+10 0.99874 0.000445176 1.49236e+09 1.67515e+07 1.12466e+09 1.65958e+09 7.90918e+08 0.312454 0.000926759 0.310878 0.0741026 0.0745168 0.44859 0.000874306 0.458384 0.0567813 0.0777683 0.530908 0.000922542 0.54668 0.0538616 0.0875679 6350
1.58922e+10 0.998524 0.000466378 1.67583e+09 1.72682e+07 1.29157e+09 1.8196e+09 8.34304e+08 0.311938 0.000890604 0.310807 0.0752188 0.0733643 0.433583 0.000869344 0.442386 0.0605305 0.0791624 0.514045 0.000944736 0.527471 0.0631658 0.0923858 6776
2.50752e+10 0.999284 0.000319895 1.90796e+09 1.84294e+07 1.53175e+09 1.98407e+09 9.91144e+08 0.307974 0.000869933 0.307146 0.07402 0.0745613 0.413783 0.000887808 0.422149 0.0645596 0.0830084 0.493216 0.000996577 0.505451 0.0712122 0.09769 6988
3.97157e+10 0.998156 0.000531752 2.18145e+09 2.00893e+07 1.79167e+09 2.20255e+09 1.16768e+09 0.298648 0.000870227 0.297013 0.0720218 0.0728015 0.391848 0.00091218 0.396928 0.0683011 0.0802109 0.468971 0.0010641 0.476907 0.0806871 0.0988376 6509
6.21069e+10 0.998195 0.000601202 2.49081e+09 2.44304e+07 2.12403e+09 2.33901e+09 1.41663e+09 0.285963 0.000947087 0.285088 0.0696428 0.0696499 0.371429 0.00106212 0.374241 0.0701622 0.0794131 0.450338 0.00125658 0.455734 0.0858199 0.0975648 4986
9.70869e+10 0.999658 0.00034188 2.81337e+09 3.32393e+07 2.53753e+09 2.38284e+09 1.64553e+09 0.272812 0.00114511 0.272401 0.0626549 0.0641325 0.352571 0.00136659 0.350837 0.0729074 0.0734579 0.434684 0.00168145 0.432361 0.0986469 0.0930185 2925
1.51116e+11 0.995575 0.00197531 3.23647e+09 5.58258e+07 3.11116e+09 2.32604e+09 1.9865e+09 0.265499 0.00175069 0.263223 0.0584652 0.0566112 0.35181 0.00244162 0.34455 0.0813985 0.0725665 0.439959 0.00291829 0.437832 0.108407 0.0996716 1130
2.35603e+11 0.992908 0.00500601 3.9729e+09 1.13399e+08 4.30795e+09 1.76134e+09 2.76616e+09 0.245865 0.00316782 0.245609 0.0565256 0.0564024 0.355103 0.00591762 0.337893 0.118982 0.0767335 0.456964 0.00642374 0.456399 0.11881 0.118494 282
3.7627e+11 0.981481 0.0185185 4.72521e+09 2.52863e+08 5.29168e+09 1.30399e+09 2.75415e+09 0.234459 0.00529717 0.235835 0.0383505 0.0499134 0.376841 0.0156552 0.346975 0.179398 0.0846775 0.489588 0.0146548 0.502402 0.109163 0.129726 54
5.24263e+11 1 0 6.24793e+09 5.57719e+08 6.78334e+09 7.95306e+08 2.32031e+09 0.21404 0.0239728 0.186255 0.11856 0.00913613 0.413598 0.0563242 0.437451 0.154905 0.169143 0.579533 0.0323093 0.596214 0.0581743 0.122949 5
