#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.94343e+09 0.000228637 6.10334e-06 424316 7916.12 0 0 0 0.324382 3.19446e-05 0.32871 0.0817963 0.0943215 0.400194 2.66664e-05 0.413158 0.0514002 0.077188 0.47602 9.88653e-06 0.482985 0.0116835 0.0240294 6136371
1.56623e+10 4.5952e-05 4.48436e-06 188827 7431.11 0 0 0 0.268518 4.9441e-05 0.260943 0.0877171 0.070462 0.371499 4.46731e-05 0.382413 0.0544761 0.0794088 0.47152 1.49301e-05 0.477223 0.0129397 0.0237648 2284991
2.47339e+10 3.94759e-05 4.97339e-06 201248 9443.66 0 0 0 0.241738 5.52678e-05 0.229808 0.0851042 0.0575292 0.360889 5.24634e-05 0.369471 0.0567719 0.0768713 0.47103 1.62842e-05 0.475814 0.0130612 0.0224338 1595912
3.91379e+10 0.000148704 1.16824e-05 550742 19109.9 0 0 0 0.225996 6.19792e-05 0.214154 0.0773115 0.0502838 0.363526 5.85204e-05 0.3702 0.0536694 0.0685289 0.473372 1.69007e-05 0.477258 0.0117739 0.0194493 1089414
6.20259e+10 0.000346963 2.17666e-05 1.83833e+06 43820.2 0 0 0 0.222784 7.19882e-05 0.212659 0.0710058 0.0489856 0.375146 6.28775e-05 0.380461 0.0472729 0.0586044 0.476209 1.76647e-05 0.47939 0.0103621 0.0166667 732066
9.82878e+10 0.000866557 4.27777e-05 4.62709e+06 87702.8 0 0 0 0.231145 8.90948e-05 0.222558 0.0688656 0.0510173 0.387852 6.85952e-05 0.391686 0.0425244 0.0499803 0.478432 1.98634e-05 0.481263 0.00938672 0.0149632 473137
1.55707e+11 0.00174565 7.64114e-05 1.15595e+07 180443 0 0 0 0.247032 0.000113094 0.240136 0.0683464 0.054371 0.399287 7.79508e-05 0.402476 0.0390965 0.044962 0.480622 2.36738e-05 0.483446 0.00841054 0.0137939 298457
2.46511e+11 0.00363634 0.000139605 2.52886e+07 342288 0 0 0 0.268408 0.000143129 0.263628 0.0665633 0.0572882 0.412051 8.99767e-05 0.415351 0.0353103 0.0414547 0.483455 2.82472e-05 0.486359 0.00699866 0.0122193 185901
3.90409e+11 0.0072524 0.000252346 5.32504e+07 649782 0 0 0 0.294928 0.000182612 0.29211 0.0650261 0.0592964 0.426112 0.000105303 0.430431 0.0301357 0.0383666 0.485877 3.58229e-05 0.488961 0.0058229 0.0108911 113066
6.16952e+11 0.0126405 0.000435456 1.03288e+08 1.19318e+06 0 0 0 0.318654 0.00023192 0.318013 0.0619598 0.0597319 0.432059 0.00013187 0.436318 0.0284623 0.0358626 0.485242 5.51412e-05 0.489101 0.00599498 0.0120958 65820
