#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.68626e+07 4.35669e-05 4.35669e-05 1.4522e-05 0 0 0 0.000241027 9.54475e-06 0 0 0 206579
1.56677e+08 0.000156657 0.000156657 4.72306e-05 0 0 0 0.000583367 2.61211e-05 0 0 0 70217
2.48131e+08 0.0003993 0.0003993 8.71179e-05 0 0 0 0.00117987 4.48553e-05 0 0 0 52592
3.93554e+08 0.000494689 0.000494689 0.000113463 0 0 0 0.0018468 6.43667e-05 0 0 0 38408
6.22893e+08 0.00129556 0.00129556 0.000212855 0 0 0 0.0033004 0.000105341 0 0 0 28559
9.856e+08 0.00245146 0.00245146 0.000346272 0 0 0 0.00521786 0.000165333 0 0 0 20396
1.56481e+09 0.00404943 0.00404943 0.000530657 0 0 0 0.0083153 0.000258306 0 0 0 14323
2.47861e+09 0.00646742 0.00646742 0.000793545 0 0 0 0.0115475 0.000362474 0 0.0212497 0 10205
3.92599e+09 0.0102217 0.0102217 0.00120696 0 0 0 0.0161875 0.000536871 0 0.0253823 0 6946
6.22245e+09 0.0155505 0.0155505 0.00178178 0 0 0 0.0221187 0.000755265 0 0.0483684 0 4823
9.85574e+09 0.0210331 0.0210331 0.00252406 0 0 0 0.0312458 0.00115725 0 0.0728879 0 3233
1.56453e+10 0.0329466 0.0329466 0.00384599 0 0 0 0.0403269 0.00162339 0 0.0924143 0 2155
2.48169e+10 0.0488136 0.0488136 0.00561247 0 0 0 0.0452955 0.0021032 0 0.101886 0 1475
3.89867e+10 0.0594758 0.0594758 0.00751309 0 0 0 0.0536563 0.00273176 0 0.124662 0 992
6.12522e+10 0.0713073 0.0713073 0.0106124 0 0 0 0.0601681 0.00352199 0.0227659 0.125702 0.0227659 589
9.64653e+10 0.0461538 0.0461538 0.0116566 0 0 0 0.0525303 0.00456943 0.0216641 0.100813 0.0216641 325
1.52426e+11 0.0727273 0.0727273 0.0248736 0 0 0 0.0521902 0.00825593 0 0.136612 0 110
2.38128e+11 0.0625 0.0625 0.0434755 0 0 0 0.0274282 0.00826233 0 0.0717823 0 32
3.53896e+11 0 0 0 0 0 0 0.0285496 0.0285496 0 0.114198 0 4
6.36662e+11 0 0 0 0 0 0 0 0 0 0 0 1
