#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.13633e+09 0.00106019 0.00111525 1.55431e-05 0 0 0 0.000217038 2.16087e-06 0 0 0 5084959
1.56733e+10 0.00119334 0.00123918 2.51185e-05 0 0 0 0.000265124 2.98734e-06 0 0 0 2115909
2.47388e+10 0.00179949 0.00184424 3.5933e-05 0 0 0 0.000446105 4.56845e-06 0 0 0 1497094
3.9131e+10 0.00422041 0.00432704 6.65526e-05 0 0 0 0.000995434 8.76297e-06 0 0 0 1022176
6.20646e+10 0.0106266 0.0110543 0.000130821 0 0 0 0.00233895 1.73072e-05 0 0 0 689776
9.8329e+10 0.0225852 0.0236905 0.000236279 0 0 0 0.00477776 3.13565e-05 0 0 0 455076
1.55709e+11 0.0465848 0.0494853 0.000428685 0 0 0 0.00937444 5.73397e-05 0 0.0104501 0 288914
2.46608e+11 0.0882091 0.0948436 0.000743614 0 0 0 0.0173966 0.000101737 0 0.0315801 0 180571
3.90201e+11 0.16027 0.176461 0.00127776 0 1 0 0.0309402 0.000176953 0 0.0694787 0 109871
6.17254e+11 0.267236 0.304538 0.00211499 0 1 0 0.0530568 0.000303858 0.0200791 0.0998587 0.0200791 65010
9.76541e+11 0.404343 0.48261 0.00338807 0 1 0 0.0869512 0.000519234 0.0519695 0.132185 0.0519695 36516
1.54803e+12 0.55159 0.702117 0.00526789 1 0 1 0.134996 0.000878856 0.104463 0.157628 0.0942797 19558
2.4406e+12 0.671967 0.90499 0.00780741 1 1 1 0.194856 0.00142985 0.176602 0.17275 0.136768 9999
3.869e+12 0.753921 1.07567 0.0117413 1 1 1 0.26417 0.00235509 0.255378 0.184872 0.172956 4718
6.13982e+12 0.793732 1.16604 0.0177288 1 1 1 0.341816 0.00369137 0.344885 0.184686 0.190377 2138
9.65017e+12 0.778361 1.14811 0.0268382 1 1 1 0.412155 0.00554702 0.430709 0.155581 0.203007 952
1.53064e+13 0.765661 1.13457 0.0418244 1 1 1 0.482424 0.00819836 0.505518 0.14559 0.198708 431
2.43721e+13 0.727848 1.08228 0.0683629 1 1 1 0.542454 0.0120814 0.556645 0.131558 0.17473 158
3.89238e+13 0.659091 0.784091 0.0765793 1 0 1 0.626295 0.0160618 0.652245 0.109289 0.155026 88
5.96071e+13 0.581395 0.744186 0.120414 1 0 1 0.68111 0.0176787 0.709923 0.0633441 0.152667 43
9.61198e+13 0.411765 0.588235 0.192866 0 2 0 0.67322 0.0403267 0.711821 0.0936984 0.0919012 17
1.55898e+14 0.125 0.125 0.125 0 0 0 0.793966 0.0176684 0.787733 0.0548331 0.0209671 8
2.35907e+14 0.4 0.4 0.244949 0 1 0 0.778539 0.0341214 0.798625 0.0532423 0.149711 5
3.21324e+14 1 1 1 1 0 0 0.715297 0.715297 0.715297 0 0 1
