#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.3258e+09 0.00145158 0.0015319 4.98531e-05 0 0 0 0.000291564 6.65835e-06 0 0 0 684770
1.57955e+10 0.00197888 0.00202941 7.52042e-05 0 0 0 0.000487076 9.88157e-06 0 0 0 375971
2.48763e+10 0.0047955 0.00492983 0.000127218 0 0 0 0.00111663 1.68096e-05 0 0 0 320092
3.92381e+10 0.0121501 0.0125409 0.000231633 0 0 0 0.00265839 3.09388e-05 0 0 0 245676
6.2249e+10 0.0288226 0.030302 0.000425357 0 0 0 0.00598068 5.68194e-05 0 0 0 179130
9.82607e+10 0.0539474 0.0573211 0.000706741 0 0 0 0.0111559 9.70334e-05 0 0.0108608 0 122119
1.55124e+11 0.097018 0.105362 0.00123138 0 0 0 0.0199493 0.000173654 0 0.0410424 0 73708
2.45627e+11 0.161331 0.179269 0.0021098 0 1 0 0.0336898 0.000312013 0 0.0743932 0 41697
3.88953e+11 0.248684 0.282787 0.00346491 0 1 0 0.0535456 0.000541991 0.0105757 0.111456 0.0105757 22989
6.14241e+11 0.343844 0.406823 0.00560899 0 1 0 0.0794785 0.00091526 0.0404893 0.13503 0.0404893 11988
9.72793e+11 0.445153 0.535055 0.00862397 0 1 0 0.11157 0.00152779 0.0718564 0.162853 0.0718564 5962
1.53416e+12 0.547265 0.685259 0.0136963 1 0 1 0.150776 0.00255651 0.120598 0.177227 0.110406 2761
2.43714e+12 0.590706 0.74084 0.0215102 1 0 1 0.189797 0.00435509 0.17397 0.169144 0.144487 1119
3.83783e+12 0.624724 0.807947 0.0348227 1 1 1 0.210643 0.00704386 0.192997 0.194323 0.151589 453
6.0766e+12 0.666667 0.846561 0.0531963 1 1 1 0.245977 0.0114784 0.251184 0.13833 0.182005 189
9.57101e+12 0.519481 0.675325 0.0835834 1 0 1 0.300201 0.0200674 0.318219 0.142312 0.236023 77
1.5462e+13 0.558824 0.705882 0.130332 1 0 1 0.252214 0.0256011 0.232535 0.146617 0.126114 34
2.38237e+13 0.545455 0.636364 0.203279 1 0 1 0.358653 0.0508963 0.359871 0.248054 0.18383 11
3.89419e+13 0.285714 0.428571 0.297381 0 1 0 0.251757 0.0648433 0.208692 0.211527 0.119292 7
7.12353e+13 1 1 1 1 0 0 0.416103 0.416103 0.416103 0 0 1
