#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
41.6 0.011236 0.011236 0.011236 0 0 0 0.0743792 0.00714553 0.064172 0.0784879 0.0499679 89
65.9208 0 0 0 0 0 0 0.0147698 0.000505771 0.0147401 0.00146061 0.00101505 8
83.6886 0 0 0 0 0 0 0.0330533 0.00253525 0.0158413 0.0349748 0.00240728 142
102.748 0 0 0 0 0 0 0.0430481 0.00160119 0.0379243 0.0335196 0.0247605 634
128.347 0.000620347 0.000620347 0.000620347 0 0 0 0.0572979 0.0013266 0.0396063 0.0679278 0.0264425 1612
159.224 0.00629556 0.00629556 0.00143999 0 0 0 0.084285 0.00131713 0.0645491 0.0893728 0.0511151 3018
199.214 0.0170789 0.0170789 0.00222367 0 0 0 0.129393 0.00162213 0.111743 0.114822 0.0738184 3396
248.19 0.0308123 0.0308123 0.00345756 0 0 0 0.187221 0.00235739 0.17548 0.133429 0.112466 2499
311.465 0.0481928 0.0481928 0.00607233 0 0 0 0.268451 0.00403279 0.257828 0.163826 0.144084 1245
387.976 0.0489978 0.0489978 0.0101986 0 0 0 0.342224 0.00656061 0.336616 0.148135 0.135661 449
487.444 0.04 0.04 0.0175977 0 0 0 0.414307 0.0133705 0.440558 0.125488 0.201941 125
621.321 0 0 0 0 0 0 0.43546 0.0335148 0.512321 0.0742339 0.24972 18
835.096 0 0 0 0 0 0 0.556086 0.0518795 0.567167 0.0727229 0.105965 3
