#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.07654e+07 8.21118e+08 4.9177e+06 6.10506e+08 6.71646e+08 2.55364e+08 2.07733e+09 1.21673e+07 1.62642e+09 1.8961e+09 9.0946e+08 13939
1.60069e+08 9.20686e+08 7.44491e+06 6.9722e+08 7.69094e+08 3.37679e+08 2.16249e+09 1.62519e+07 1.74201e+09 1.90202e+09 1.02505e+09 8599
2.53155e+08 9.74731e+08 6.98349e+06 7.20099e+08 8.54544e+08 3.5652e+08 2.26225e+09 1.50587e+07 1.85802e+09 2.02994e+09 1.02889e+09 10911
3.98379e+08 1.00592e+09 7.00507e+06 7.36724e+08 8.89722e+08 3.70393e+08 2.3457e+09 1.50622e+07 1.85802e+09 2.15234e+09 1.02889e+09 12012
6.28138e+08 1.04907e+09 7.59592e+06 7.94287e+08 9.26562e+08 4.26288e+08 2.37885e+09 1.56222e+07 1.97444e+09 2.15859e+09 1.14531e+09 11573
9.93938e+08 1.09541e+09 8.35182e+06 8.14837e+08 1.0173e+09 4.43256e+08 2.43561e+09 1.70711e+07 1.97444e+09 2.28152e+09 1.14531e+09 10448
1.57601e+09 1.14396e+09 9.51085e+06 8.32925e+08 1.05103e+09 4.61345e+08 2.52782e+09 1.86603e+07 2.09125e+09 2.2879e+09 1.26213e+09 9249
2.49674e+09 1.19907e+09 1.09237e+07 8.52577e+08 1.12632e+09 4.38581e+08 2.55365e+09 2.0328e+07 2.09125e+09 2.41132e+09 1.26213e+09 8192
3.95884e+09 1.25089e+09 1.20674e+07 9.12884e+08 1.2199e+09 4.96677e+08 2.59985e+09 2.23969e+07 2.09125e+09 2.53496e+09 1.26213e+09 7239
6.26651e+09 1.31924e+09 1.3819e+07 9.41735e+08 1.3058e+09 4.88708e+08 2.56173e+09 2.3608e+07 1.97444e+09 2.52813e+09 1.14531e+09 6378
9.98936e+09 1.41543e+09 1.67371e+07 9.82191e+08 1.44181e+09 5.25725e+08 2.60749e+09 2.65789e+07 1.98493e+09 2.64129e+09 1.26797e+09 5428
1.56958e+10 1.54441e+09 1.96648e+07 1.05701e+09 1.73292e+09 5.92173e+08 2.54942e+09 2.86734e+07 1.97444e+09 2.65178e+09 1.25748e+09 4686
2.48125e+10 1.65527e+09 2.33976e+07 1.15783e+09 1.85024e+09 6.77746e+08 2.49335e+09 3.16948e+07 1.85802e+09 2.64455e+09 1.14106e+09 3748
3.92941e+10 1.76617e+09 3.10896e+07 1.19761e+09 2.01313e+09 7.09772e+08 2.37325e+09 3.65829e+07 1.85802e+09 2.27501e+09 1.14106e+09 2521
6.14367e+10 1.99144e+09 4.4468e+07 1.37429e+09 2.32876e+09 8.55345e+08 2.32644e+09 4.88997e+07 1.66959e+09 2.58637e+09 9.52629e+08 1500
9.49141e+10 2.23638e+09 7.8833e+07 1.55277e+09 2.62416e+09 9.66704e+08 2.17216e+09 7.72263e+07 1.54808e+09 2.33988e+09 9.42846e+08 584
1.48498e+11 2.46847e+09 1.53545e+08 1.97124e+09 2.27221e+09 1.366e+09 2.05365e+09 1.2618e+08 1.46286e+09 2.05965e+09 8.5763e+08 162
2.35834e+11 2.54417e+09 3.38699e+08 1.85802e+09 3.20587e+09 1.27426e+09 2.26377e+09 4.38238e+08 1.28215e+09 2.36187e+09 7.88209e+08 32
3.49457e+11 1.91931e+09 5.939e+08 2.68123e+09 4.78677e+08 2.22647e+09 2.34263e+09 1.04871e+09 1.57879e+09 4.81495e+09 9.72846e+08 5
