#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
45.6259 4.26221e+08 1.54994e+07 3.82884e+08 1.4798e+08 4.69084e+07 6.04426e+08 2.84081e+07 5.36715e+08 2.74073e+08 1.7655e+08 65
60.6423 4.05653e+08 2.24492e+07 3.82884e+08 1.34945e+08 4.42358e+07 5.27722e+08 3.38014e+07 5.36715e+08 6.92907e+07 1.7655e+08 13
102.923 4.00541e+08 5.37068e+07 3.38648e+08 7.24017e+07 8.16848e+06 6.09089e+08 7.23239e+07 6.06006e+08 2.04782e+08 1.39062e+08 7
131.487 4.2741e+08 1.23748e+07 3.91441e+08 1.43821e+08 5.8188e+07 5.50946e+08 2.43985e+07 5.36715e+08 2.06334e+08 1.7655e+08 70
160.473 4.2518e+08 7.85618e+06 3.82884e+08 1.34945e+08 4.42358e+07 5.8464e+08 1.40674e+07 5.36715e+08 2.74073e+08 1.7655e+08 258
201.977 4.80262e+08 7.47327e+06 4.46348e+08 1.81921e+08 1.077e+08 5.98662e+08 1.01063e+07 5.36715e+08 2.74073e+08 1.7655e+08 475
249.874 5.03168e+08 8.05786e+06 4.50623e+08 2.1831e+08 1.09345e+08 6.1278e+08 1.08839e+07 5.36715e+08 3.41278e+08 1.7655e+08 478
308.375 5.07803e+08 1.22137e+07 4.58646e+08 2.04782e+08 1.17368e+08 6.24189e+08 1.4476e+07 6.06006e+08 2.04782e+08 2.45841e+08 237
388.803 5.49223e+08 2.50798e+07 5.17828e+08 2.63274e+08 1.7655e+08 6.10752e+08 2.70286e+07 6.06006e+08 2.04782e+08 2.45841e+08 64
498.513 5.08626e+08 4.78335e+07 4.58646e+08 2.57491e+08 1.17368e+08 6.49237e+08 5.12609e+07 6.74785e+08 2.03209e+08 2.07841e+08 13
588.3 4.50623e+08 4.50623e+08 4.50623e+08 0 0 3.60165e+08 3.60165e+08 3.60165e+08 0 0 1
