#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=0.668185 (z=0.496592) stellar mass
#vmpeak range: 2.45 - 2.61667
#HM    Stats: 7.941180e+12 (median) + 4.563220e+12  / - 2.388240e+12
#SM    Stats: 8.643950e+10 (median) + 5.545249e+10  / - 3.866430e+10
#ObsSM Stats: 8.542610e+10 (median) + 6.362490e+10  / - 4.036690e+10
#VMP   Stats: 3.260200e+02 (median) + 5.155002e+01  / - 3.250000e+01
#ICL   Stats: 3.015630e+09 (median) + 9.065470e+09  / - 2.041992e+09
#SSFR  Stats: 2.077774e-12 (median) + 2.822165e-12  / - 1.247352e-12
sfh 0.055623 0 0 0 #avg: 1.81339e-17; avg_err: 1.81301e-17; sd: 1.86872e-15; counts: 10625
sfh 0.060123 0 0 0 #avg: 4.74301e-15; avg_err: 7.42647e-16; sd: 7.65467e-14; counts: 10625
sfh 0.062373 0 0 0 #avg: 3.47542e-14; avg_err: 3.74782e-15; sd: 3.86298e-13; counts: 10625
sfh 0.064623 0 0 0 #avg: 1.19785e-13; avg_err: 9.80445e-15; sd: 1.01057e-12; counts: 10625
sfh 0.066873 0 0 0 #avg: 3.02817e-13; avg_err: 2.04934e-14; sd: 2.11231e-12; counts: 10625
sfh 0.069123 0 9.21595e-14 0 #avg: 6.31692e-13; avg_err: 3.67198e-14; sd: 3.78481e-12; counts: 10625
sfh 0.071373 0 5.81971e-13 0 #avg: 1.05268e-12; avg_err: 4.78355e-14; sd: 4.93053e-12; counts: 10625
sfh 0.073623 0 1.39688e-12 0 #avg: 1.66969e-12; avg_err: 7.61781e-14; sd: 7.85189e-12; counts: 10625
sfh 0.075873 1.43573e-15 2.5406e-12 1.43573e-15 #avg: 2.41451e-12; avg_err: 1.01942e-13; sd: 1.05075e-11; counts: 10625
sfh 0.078123 1.66609e-13 3.72584e-12 1.66609e-13 #avg: 3.14034e-12; avg_err: 1.31204e-13; sd: 1.35235e-11; counts: 10625
sfh 0.080373 5.07021e-13 4.97534e-12 5.07021e-13 #avg: 3.75858e-12; avg_err: 1.21926e-13; sd: 1.25672e-11; counts: 10625
sfh 0.082623 9.66955e-13 5.56704e-12 9.66955e-13 #avg: 4.38431e-12; avg_err: 1.37282e-13; sd: 1.415e-11; counts: 10625
sfh 0.085998 1.91316e-12 7.59539e-12 1.82403e-12 #avg: 6.26984e-12; avg_err: 1.81604e-13; sd: 1.87184e-11; counts: 10625
sfh 0.089373 3.02445e-12 9.65082e-12 2.65708e-12 #avg: 8.33387e-12; avg_err: 2.38991e-13; sd: 2.46335e-11; counts: 10625
sfh 0.092748 4.4029e-12 1.21185e-11 3.59128e-12 #avg: 1.05833e-11; avg_err: 2.48056e-13; sd: 2.55678e-11; counts: 10625
sfh 0.096123 6.0164e-12 1.50085e-11 4.61264e-12 #avg: 1.3502e-11; avg_err: 2.85038e-13; sd: 2.93797e-11; counts: 10625
sfh 0.099498 7.88377e-12 1.76776e-11 5.74951e-12 #avg: 1.68505e-11; avg_err: 3.63386e-13; sd: 3.74552e-11; counts: 10625
sfh 0.102873 9.68291e-12 2.0499e-11 6.8224e-12 #avg: 2.038e-11; avg_err: 4.12339e-13; sd: 4.25009e-11; counts: 10625
sfh 0.106248 1.17865e-11 2.35607e-11 8.06606e-12 #avg: 2.40498e-11; avg_err: 4.47658e-13; sd: 4.61414e-11; counts: 10625
sfh 0.109623 1.39098e-11 2.88331e-11 9.29393e-12 #avg: 2.81106e-11; avg_err: 5.05803e-13; sd: 5.21345e-11; counts: 10625
sfh 0.112998 1.60929e-11 3.24864e-11 1.06111e-11 #avg: 3.19343e-11; avg_err: 5.46399e-13; sd: 5.63188e-11; counts: 10625
sfh 0.116373 1.83685e-11 3.72044e-11 1.1997e-11 #avg: 3.66329e-11; avg_err: 6.4047e-13; sd: 6.60151e-11; counts: 10625
sfh 0.119748 2.07668e-11 4.3251e-11 1.35127e-11 #avg: 4.14098e-11; avg_err: 7.43582e-13; sd: 7.66431e-11; counts: 10625
sfh 0.123123 2.32058e-11 4.66953e-11 1.50003e-11 #avg: 4.61579e-11; avg_err: 9.07931e-13; sd: 9.3583e-11; counts: 10625
sfh 0.126498 2.57239e-11 5.19847e-11 1.65622e-11 #avg: 5.07624e-11; avg_err: 9.81872e-13; sd: 1.01204e-10; counts: 10625
sfh 0.129873 2.83182e-11 5.88643e-11 1.81099e-11 #avg: 5.5759e-11; avg_err: 9.77171e-13; sd: 1.0072e-10; counts: 10625
sfh 0.133248 3.12929e-11 6.3102e-11 2.00164e-11 #avg: 6.09103e-11; avg_err: 1.03467e-12; sd: 1.06646e-10; counts: 10625
sfh 0.136623 3.42946e-11 6.91046e-11 2.19754e-11 #avg: 6.58577e-11; avg_err: 1.06303e-12; sd: 1.09569e-10; counts: 10625
sfh 0.141685 3.86174e-11 7.64296e-11 2.48228e-11 #avg: 7.45347e-11; avg_err: 1.18373e-12; sd: 1.22011e-10; counts: 10625
sfh 0.146748 4.27268e-11 8.80773e-11 2.73525e-11 #avg: 8.34788e-11; avg_err: 1.38149e-12; sd: 1.42394e-10; counts: 10625
sfh 0.15181 4.73631e-11 9.80734e-11 3.04048e-11 #avg: 9.30061e-11; avg_err: 1.55013e-12; sd: 1.59776e-10; counts: 10625
sfh 0.156873 5.21202e-11 1.09452e-10 3.37473e-11 #avg: 1.01891e-10; avg_err: 1.62821e-12; sd: 1.67825e-10; counts: 10625
sfh 0.161935 5.70691e-11 1.21133e-10 3.70475e-11 #avg: 1.10997e-10; avg_err: 1.70754e-12; sd: 1.76001e-10; counts: 10625
sfh 0.166998 6.26319e-11 1.30632e-10 4.09217e-11 #avg: 1.22016e-10; avg_err: 1.83066e-12; sd: 1.88691e-10; counts: 10625
sfh 0.17206 6.74797e-11 1.47952e-10 4.38523e-11 #avg: 1.34968e-10; avg_err: 2.034e-12; sd: 2.0965e-10; counts: 10625
sfh 0.177123 7.37515e-11 1.64138e-10 4.80752e-11 #avg: 1.48253e-10; avg_err: 2.27766e-12; sd: 2.34765e-10; counts: 10625
sfh 0.182185 7.93326e-11 1.79618e-10 5.16526e-11 #avg: 1.61639e-10; avg_err: 2.64381e-12; sd: 2.72505e-10; counts: 10625
sfh 0.187248 8.78412e-11 1.93422e-10 5.8377e-11 #avg: 1.74617e-10; avg_err: 2.70272e-12; sd: 2.78577e-10; counts: 10625
sfh 0.19231 9.37358e-11 2.152e-10 6.25055e-11 #avg: 1.89194e-10; avg_err: 2.88712e-12; sd: 2.97583e-10; counts: 10625
sfh 0.197373 1.01042e-10 2.3649e-10 6.77876e-11 #avg: 2.0458e-10; avg_err: 3.11839e-12; sd: 3.21421e-10; counts: 10625
sfh 0.202435 1.08425e-10 2.63115e-10 7.30226e-11 #avg: 2.18332e-10; avg_err: 3.12324e-12; sd: 3.21921e-10; counts: 10625
sfh 0.207498 1.17282e-10 2.75015e-10 7.98586e-11 #avg: 2.34596e-10; avg_err: 3.36396e-12; sd: 3.46733e-10; counts: 10625
sfh 0.21256 1.27211e-10 2.9981e-10 8.69356e-11 #avg: 2.51691e-10; avg_err: 3.57657e-12; sd: 3.68647e-10; counts: 10625
sfh 0.217623 1.36415e-10 3.16222e-10 9.35172e-11 #avg: 2.66425e-10; avg_err: 3.6744e-12; sd: 3.78731e-10; counts: 10625
sfh 0.222685 1.46156e-10 3.47167e-10 1.0155e-10 #avg: 2.80131e-10; avg_err: 3.67798e-12; sd: 3.791e-10; counts: 10625
sfh 0.227748 1.57659e-10 3.71499e-10 1.09542e-10 #avg: 2.9842e-10; avg_err: 3.84986e-12; sd: 3.96816e-10; counts: 10625
sfh 0.23281 1.68107e-10 4.08279e-10 1.18047e-10 #avg: 3.19234e-10; avg_err: 4.10142e-12; sd: 4.22745e-10; counts: 10625
sfh 0.237873 1.75711e-10 4.27075e-10 1.23353e-10 #avg: 3.40202e-10; avg_err: 4.44983e-12; sd: 4.58657e-10; counts: 10625
sfh 0.242935 1.87165e-10 4.56014e-10 1.32487e-10 #avg: 3.59216e-10; avg_err: 4.65356e-12; sd: 4.79655e-10; counts: 10625
sfh 0.247998 1.99406e-10 4.75703e-10 1.42522e-10 #avg: 3.77811e-10; avg_err: 4.80321e-12; sd: 4.95081e-10; counts: 10625
sfh 0.25306 2.12402e-10 5.06893e-10 1.53041e-10 #avg: 3.93688e-10; avg_err: 4.82528e-12; sd: 4.97355e-10; counts: 10625
sfh 0.258123 2.26197e-10 5.41049e-10 1.6454e-10 #avg: 4.10738e-10; avg_err: 4.92801e-12; sd: 5.07944e-10; counts: 10625
sfh 0.263185 2.37309e-10 5.55195e-10 1.73445e-10 #avg: 4.22958e-10; avg_err: 4.95566e-12; sd: 5.10793e-10; counts: 10625
sfh 0.268248 2.51781e-10 5.67945e-10 1.86949e-10 #avg: 4.37425e-10; avg_err: 5.03543e-12; sd: 5.19015e-10; counts: 10625
sfh 0.27331 2.63535e-10 6.06756e-10 1.98874e-10 #avg: 4.5936e-10; avg_err: 5.27766e-12; sd: 5.43983e-10; counts: 10625
sfh 0.278373 2.79782e-10 6.09205e-10 2.13682e-10 #avg: 4.70416e-10; avg_err: 5.25653e-12; sd: 5.41805e-10; counts: 10625
sfh 0.283435 2.94479e-10 6.3152e-10 2.28634e-10 #avg: 4.85269e-10; avg_err: 5.27931e-12; sd: 5.44153e-10; counts: 10625
sfh 0.288498 3.03768e-10 6.52297e-10 2.40523e-10 #avg: 4.95119e-10; avg_err: 5.35664e-12; sd: 5.52124e-10; counts: 10625
sfh 0.29356 3.19024e-10 6.50863e-10 2.55654e-10 #avg: 5.05499e-10; avg_err: 5.36444e-12; sd: 5.52928e-10; counts: 10625
