#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.23427e+07 0 0 0 0 0 0 0.0462517 0.00252104 0.0376489 0.038613 0.0243525 401
1.60673e+08 0 0 0 0 0 0 0.0537057 0.00291234 0.0393721 0.0548009 0.0260757 347
2.53132e+08 0 0 0 0 0 0 0.05837 0.00256583 0.0397688 0.0726038 0.0264724 440
4.01329e+08 0.0017094 0.0017094 0.0017094 0 0 0 0.0661612 0.00257797 0.0415107 0.0758815 0.0282142 585
6.35748e+08 0.00381194 0.00381194 0.00219803 0 0 0 0.0779919 0.00260991 0.0585309 0.0868063 0.0452344 787
1.00836e+09 0.00308008 0.00308008 0.00177646 0 0 0 0.0860821 0.0024231 0.064172 0.0963241 0.0508755 974
1.58418e+09 0.01029 0.01029 0.00308799 0 0 0 0.100223 0.00273262 0.069091 0.108 0.0552122 1069
2.53213e+09 0.0119149 0.0119149 0.00316671 0 0 0 0.113769 0.00287017 0.0887432 0.114167 0.0732401 1175
3.96409e+09 0.0167084 0.0167084 0.00370632 0 0 0 0.136981 0.00308385 0.114799 0.131493 0.0773642 1197
6.33907e+09 0.0131926 0.0131926 0.00338526 0 0 0 0.152853 0.0035151 0.123388 0.147886 0.0847663 1137
9.94166e+09 0.022482 0.022482 0.00444757 0 0 0 0.180309 0.00394011 0.156275 0.152702 0.0976305 1112
1.58312e+10 0.0288104 0.0288104 0.00510179 0 0 0 0.188577 0.00417777 0.159212 0.176171 0.102351 1076
2.48122e+10 0.0409091 0.0409091 0.00668106 0 0 0 0.211174 0.00492767 0.181307 0.180204 0.117725 880
3.94201e+10 0.0510949 0.0510949 0.00768473 0 0 0 0.230058 0.00504608 0.212862 0.17566 0.132005 822
6.20687e+10 0.0483871 0.0483871 0.00909217 0 0 0 0.2337 0.00630034 0.216819 0.183155 0.132032 558
9.68099e+10 0.0397351 0.0397351 0.011259 0 0 0 0.237866 0.00848347 0.222736 0.193779 0.136877 302
1.51742e+11 0.0212766 0.0212766 0.0149637 0 0 0 0.196009 0.0144211 0.18367 0.150176 0.122804 94
2.28619e+11 0 0 0 0 0 0 0.210965 0.0419718 0.184021 0.196914 0.120439 9
