#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.72654e+09 0.0125208 0.0131768 0.000179341 0 0 0 0.00147877 1.59996e-05 0 0 0 446617
1.58102e+10 0.0268157 0.0287847 0.000324427 0 0 0 0.00315692 2.94076e-05 0 0 0 304710
2.48731e+10 0.0462536 0.0514682 0.000481672 0 0 0 0.00551337 4.40443e-05 0 0 0 259461
3.92137e+10 0.0830875 0.0951093 0.000751433 0 0 0 0.0101908 7.24015e-05 0 0.009671 0 198971
6.21684e+10 0.14473 0.17324 0.0012163 0 0 0 0.0187317 0.000122761 0 0.0356101 0 140406
9.84309e+10 0.222507 0.275697 0.00183659 0 1 0 0.0306546 0.000195009 0 0.0682186 0 95750
1.55389e+11 0.309577 0.399872 0.00276277 0 1 0 0.0457906 0.000310571 0.00888536 0.0956793 0.00888536 59339
2.45582e+11 0.410251 0.557862 0.0041686 0 1 0 0.0644992 0.000479778 0.0259777 0.11784 0.0259777 34591
3.88733e+11 0.517673 0.749742 0.00627471 1 1 1 0.0915941 0.000773708 0.0525158 0.140732 0.0525158 19408
6.16601e+11 0.631199 0.968079 0.00915098 1 1 1 0.12618 0.00122304 0.0891854 0.167558 0.0808381 10526
9.7413e+11 0.724465 1.19367 0.0136493 1 1 1 0.166505 0.0019432 0.135838 0.182766 0.117355 5375
1.53927e+12 0.765957 1.33031 0.0194179 1 1 1 0.199097 0.00285834 0.177037 0.186638 0.140738 2867
2.43878e+12 0.811127 1.42313 0.0276297 1 1 1 0.246637 0.00446281 0.236135 0.184274 0.175234 1366
3.863e+12 0.82866 1.48442 0.0411944 1 2 1 0.271943 0.00689728 0.263584 0.188087 0.182995 642
6.04604e+12 0.840278 1.44444 0.0619396 1 1 1 0.301776 0.00994263 0.287638 0.191293 0.166042 288
9.66173e+12 0.735294 1.15441 0.0794032 1 1 1 0.349541 0.0154332 0.341514 0.189553 0.174272 136
1.56838e+13 0.761194 1.19403 0.110994 1 1 1 0.358024 0.0236953 0.360983 0.219642 0.218361 67
2.4211e+13 0.695652 1.21739 0.243139 1 2 1 0.403193 0.0346145 0.439011 0.126603 0.238659 23
3.75741e+13 0.769231 1.15385 0.355292 1 0 1 0.335359 0.0382885 0.311273 0.167746 0.100457 13
6.12388e+13 0.571429 0.571429 0.202031 1 0 1 0.445173 0.072241 0.455753 0.222557 0.213932 7
9.18462e+13 0.5 0.5 0.5 1 0 1 0.328253 0.0724688 0.400722 0 0.144938 2
1.68579e+14 0.5 0.5 0.5 1 0 1 0.174388 0.165169 0.339557 0 0.330339 2
