#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 12.75 - 13.25
#HM    Stats: 8.742650e+12 (median) + 4.658849e+12  / - 2.389710e+12
#SM    Stats: 9.003010e+10 (median) + 5.694890e+10  / - 4.039560e+10
#ObsSM Stats: 8.898360e+10 (median) + 6.535940e+10  / - 4.172820e+10
#VMP   Stats: 3.364600e+02 (median) + 5.033002e+01  / - 3.581998e+01
#ICL   Stats: 3.569850e+09 (median) + 1.054295e+10  / - 2.439940e+09
#SSFR  Stats: 2.073644e-12 (median) + 2.859532e-12  / - 1.254957e-12
sfh 0.055623 0 0 0 #avg: 2.26253e-06; avg_err: 1.92937e-06; sd: 0.000187417; counts: 9437
sfh 0.060123 0 0 0 #avg: 0.000453014; avg_err: 6.10101e-05; sd: 0.00592647; counts: 9437
sfh 0.062373 0 0 0 #avg: 0.00312423; avg_err: 0.000297729; sd: 0.0289211; counts: 9437
sfh 0.064623 0 0 0 #avg: 0.00994809; avg_err: 0.000740351; sd: 0.071917; counts: 9437
sfh 0.066873 0 0 0 #avg: 0.0254054; avg_err: 0.00142982; sd: 0.138891; counts: 9437
sfh 0.069123 0 0.0149038 0 #avg: 0.0531952; avg_err: 0.00247938; sd: 0.240845; counts: 9437
sfh 0.071373 0 0.0651536 0 #avg: 0.0903834; avg_err: 0.00358298; sd: 0.348048; counts: 9437
sfh 0.073623 0 0.149037 0 #avg: 0.13899; avg_err: 0.00516609; sd: 0.501829; counts: 9437
sfh 0.075873 0.00167478 0.257043 0.00167478 #avg: 0.200952; avg_err: 0.00703091; sd: 0.682976; counts: 9437
sfh 0.078123 0.0180598 0.371393 0.0180598 #avg: 0.264063; avg_err: 0.00855821; sd: 0.831336; counts: 9437
sfh 0.080373 0.0497544 0.467555 0.0497544 #avg: 0.32749; avg_err: 0.00964616; sd: 0.937019; counts: 9437
sfh 0.082623 0.0945917 0.521986 0.0945917 #avg: 0.374114; avg_err: 0.0101364; sd: 0.984638; counts: 9437
sfh 0.085998 0.175891 0.718164 0.167941 #avg: 0.538549; avg_err: 0.0127034; sd: 1.234; counts: 9437
sfh 0.089373 0.28394 0.88745 0.252577 #avg: 0.708968; avg_err: 0.0168932; sd: 1.64099; counts: 9437
sfh 0.092748 0.410901 1.09871 0.341751 #avg: 0.902468; avg_err: 0.0181674; sd: 1.76477; counts: 9437
sfh 0.096123 0.558402 1.33615 0.437261 #avg: 1.15626; avg_err: 0.0223431; sd: 2.17039; counts: 9437
