#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.23427e+07 0 0 0 0 0 0 0.0447499 0.00239662 0.0376489 0.0337949 0.0244852 401
1.60673e+08 0 0 0 0 0 0 0.0522657 0.00283968 0.0389897 0.0551833 0.025826 347
2.53132e+08 0 0 0 0 0 0 0.0564078 0.00245521 0.0393721 0.0693064 0.0260757 440
4.01329e+08 0.0017094 0.0017094 0.0017094 0 0 0 0.0648345 0.00252584 0.0406076 0.0754243 0.0274438 585
6.35748e+08 0.0025413 0.0025413 0.00179582 0 0 0 0.0750992 0.00251363 0.0446632 0.0961999 0.0314994 787
1.00836e+09 0.00205339 0.00205339 0.00145122 0 0 0 0.082902 0.00233234 0.0635821 0.0877424 0.0504183 974
1.58418e+09 0.00935454 0.00935454 0.00294567 0 0 0 0.0965274 0.00265828 0.0660787 0.10118 0.0527823 1069
2.53213e+09 0.0119149 0.0119149 0.00316671 0 0 0 0.108631 0.00275873 0.0868151 0.103092 0.0732382 1175
3.96409e+09 0.015873 0.015873 0.00361401 0 0 0 0.129753 0.00292937 0.111273 0.122837 0.0740464 1197
6.33907e+09 0.0105541 0.0105541 0.00303192 0 0 0 0.142277 0.00324161 0.113744 0.135635 0.0758195 1137
9.94166e+09 0.0188849 0.0188849 0.00408376 0 0 0 0.164458 0.00365277 0.137512 0.153568 0.0990483 1112
1.58312e+10 0.0213755 0.0213755 0.00441125 0 0 0 0.171764 0.00383794 0.141201 0.163614 0.102579 1076
2.48122e+10 0.0261364 0.0261364 0.00538118 0 0 0 0.190888 0.00449702 0.160616 0.163159 0.0994299 880
3.94201e+10 0.0316302 0.0316302 0.00610801 0 0 0 0.202862 0.00458819 0.183068 0.155974 0.121552 822
6.20687e+10 0.0322581 0.0322581 0.00748637 0 0 0 0.2063 0.00574096 0.182646 0.169188 0.120089 558
9.68099e+10 0.0264901 0.0264901 0.00925611 0 0 0 0.205589 0.00761468 0.198479 0.16259 0.136625 302
1.51742e+11 0 0 0 0 0 0 0.166763 0.0120893 0.152119 0.141591 0.0945897 94
2.28619e+11 0 0 0 0 0 0 0.155665 0.0318869 0.181034 0.0662208 0.144012 9
