#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.38052e+07 0.0224905 0.0224905 0.00228165 0 0 0 0.0526176 0.000850763 0.038722 0.0588433 0.0307056 4224
1.59241e+08 0.0292416 0.0302057 0.00316793 0 0 0 0.062396 0.00111811 0.040197 0.0752314 0.0321806 3112
2.53299e+08 0.0321888 0.0324571 0.00292744 0 0 0 0.0675966 0.00108751 0.0428356 0.08471 0.0347702 3728
4.00849e+08 0.0406185 0.0413109 0.00307602 0 0 0 0.0762775 0.00108617 0.0543195 0.0862985 0.0461523 4333
6.33004e+08 0.0510266 0.0522464 0.00325031 0 0 0 0.0823448 0.00112202 0.0553075 0.0988114 0.0471918 4919
1.00101e+09 0.0674439 0.0681614 0.00341356 0 0 0 0.093728 0.00117429 0.0687517 0.104703 0.0463011 5575
1.59113e+09 0.0784547 0.0806671 0.00366525 0 0 0 0.105284 0.00125797 0.0801079 0.113668 0.0573306 5876
2.51921e+09 0.0947964 0.0976262 0.00383944 0 0 0 0.116443 0.00128372 0.0865782 0.126679 0.0635963 6361
3.99367e+09 0.110622 0.114437 0.00399872 0 0 0 0.130707 0.00135556 0.0991041 0.140622 0.0758806 6816
6.35109e+09 0.124847 0.128651 0.00403294 0 0 0 0.147797 0.00144811 0.1144 0.157525 0.0900481 7361
1.00628e+10 0.143332 0.148492 0.00396027 0 0 0 0.164384 0.00143522 0.12891 0.170462 0.0912043 8721
1.59315e+10 0.161294 0.168022 0.00392334 0 1 0 0.177225 0.00136636 0.144577 0.173563 0.105727 9957
2.52352e+10 0.17343 0.181689 0.00383439 0 1 0 0.189696 0.00131734 0.162286 0.17011 0.110257 11261
3.98318e+10 0.172857 0.181849 0.00374742 0 1 0 0.198953 0.00127913 0.170959 0.174314 0.117434 11900
6.26069e+10 0.166932 0.175087 0.00388395 0 1 0 0.203474 0.00133035 0.180301 0.168042 0.114172 10669
9.78103e+10 0.148801 0.153348 0.00437969 0 0 0 0.20552 0.0015884 0.18344 0.167378 0.116678 7258
1.52775e+11 0.132863 0.135802 0.00601964 0 0 0 0.207053 0.00226883 0.190629 0.148142 0.124252 3402
2.37479e+11 0.113573 0.114497 0.00976782 0 0 0 0.202762 0.00376963 0.185621 0.150487 0.117376 1083
3.73137e+11 0.109005 0.109005 0.0215056 0 0 0 0.18435 0.00789679 0.166484 0.137693 0.0863191 211
5.6781e+11 0.0952381 0.0952381 0.0656383 0 0 0 0.172668 0.0284646 0.122234 0.20766 0.0720674 21
8.38686e+11 0 0 0 0 0 0 0.104224 0.05652 0.180912 0.0403284 0.17359 4
