#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.334060 (z=1.993474)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 11.25 - 11.75
#HM    Stats: 8.105880e+12 (median) + 7.952920e+12  / - 3.967640e+12
#SM    Stats: 2.027810e+11 (median) + 4.802499e+10  / - 1.869400e+10
#ObsSM Stats: 2.150360e+11 (median) + 1.439920e+11  / - 7.586400e+10
#VMP   Stats: 4.184300e+02 (median) + 1.314800e+02  / - 7.062000e+01
#ICL   Stats: 2.603250e+09 (median) + 5.897000e+09  / - 1.762577e+09
#SSFR  Stats: 2.960424e-12 (median) + 3.723215e-12  / - 1.912567e-12
sfh 0.055623 0 0 0 #avg: 1.08323e-10; avg_err: 9.40439e-11; sd: 1.05982e-09; counts: 128
sfh 0.060123 0 0 0 #avg: 0.00409259; avg_err: 0.00157582; sd: 0.0177586; counts: 128
sfh 0.062373 0 0 0 #avg: 0.0246153; avg_err: 0.00935761; sd: 0.105455; counts: 128
sfh 0.064623 0 0.0733799 0 #avg: 0.0391409; avg_err: 0.00867251; sd: 0.0977342; counts: 128
sfh 0.066873 0 0.294951 0 #avg: 0.131569; avg_err: 0.0304717; sd: 0.343399; counts: 128
sfh 0.069123 4.52275e-08 0.435975 4.52275e-08 #avg: 0.222108; avg_err: 0.0539512; sd: 0.608; counts: 128
sfh 0.071373 0.0192707 0.773256 0.0192707 #avg: 0.400572; avg_err: 0.0856514; sd: 0.965242; counts: 128
sfh 0.073623 0.0702194 1.00369 0.0702194 #avg: 0.531688; avg_err: 0.0997521; sd: 1.12415; counts: 128
sfh 0.075873 0.140579 1.14477 0.140579 #avg: 0.725892; avg_err: 0.14337; sd: 1.6157; counts: 128
sfh 0.078123 0.239585 1.19781 0.237439 #avg: 0.868877; avg_err: 0.186727; sd: 2.10431; counts: 128
sfh 0.080373 0.343724 1.9584 0.325846 #avg: 1.13389; avg_err: 0.190484; sd: 2.14664; counts: 128
sfh 0.082623 0.555731 1.9776 0.523607 #avg: 1.35366; avg_err: 0.201127; sd: 2.26659; counts: 128
sfh 0.085998 0.810339 2.42833 0.66844 #avg: 2.09923; avg_err: 0.336132; sd: 3.78802; counts: 128
sfh 0.089373 1.10287 3.35108 0.921322 #avg: 3.02865; avg_err: 0.488127; sd: 5.50091; counts: 128
sfh 0.092748 1.40719 3.65778 1.17757 #avg: 3.37131; avg_err: 0.448815; sd: 5.05788; counts: 128
sfh 0.096123 2.03838 5.76211 1.65186 #avg: 3.96506; avg_err: 0.467478; sd: 5.2682; counts: 128
sfh 0.099498 2.61993 7.25815 2.15235 #avg: 5.23597; avg_err: 0.620066; sd: 6.98779; counts: 128
sfh 0.102873 3.2935 8.6025 2.69833 #avg: 7.50656; avg_err: 1.08769; sd: 12.2577; counts: 128
sfh 0.106248 3.89674 11.6911 3.07135 #avg: 9.8708; avg_err: 1.60531; sd: 18.0909; counts: 128
sfh 0.109623 4.76605 15.3487 3.79492 #avg: 11.7534; avg_err: 1.76505; sd: 19.8912; counts: 128
sfh 0.112998 5.43614 20.6734 3.99445 #avg: 14.6595; avg_err: 2.61118; sd: 29.4265; counts: 128
sfh 0.116373 6.50571 23.7689 4.88659 #avg: 15.8431; avg_err: 2.3759; sd: 26.775; counts: 128
sfh 0.119748 7.28362 26.3738 5.34464 #avg: 16.3563; avg_err: 2.23397; sd: 25.1756; counts: 128
sfh 0.123123 8.42072 24.0737 6.5621 #avg: 16.8304; avg_err: 2.13124; sd: 24.0178; counts: 128
sfh 0.126498 9.55747 27.391 7.19978 #avg: 20.8182; avg_err: 2.87281; sd: 32.375; counts: 128
sfh 0.129873 13.1421 21.5415 10.6881 #avg: 24.2362; avg_err: 3.21108; sd: 36.187; counts: 128
sfh 0.133248 13.1581 29.8578 10.5904 #avg: 28.5315; avg_err: 3.8728; sd: 43.6443; counts: 128
sfh 0.136623 15.4508 35.9785 12.7043 #avg: 32.3605; avg_err: 4.41828; sd: 49.7915; counts: 128
sfh 0.141685 18.4361 44.0152 15.0794 #avg: 38.2311; avg_err: 5.53446; sd: 62.3702; counts: 128
sfh 0.146748 19.3446 56.3731 15.7373 #avg: 44.9347; avg_err: 8.96297; sd: 101.008; counts: 128
sfh 0.15181 23.2466 80.2914 18.8868 #avg: 56.2622; avg_err: 8.37608; sd: 94.3936; counts: 128
sfh 0.156873 27.4473 98.8767 21.1646 #avg: 67.7365; avg_err: 9.40349; sd: 105.972; counts: 128
sfh 0.161935 32.466 97.748 25.6884 #avg: 84.778; avg_err: 11.9458; sd: 134.622; counts: 128
sfh 0.166998 44.5119 156.071 37.6204 #avg: 112.305; avg_err: 19.8126; sd: 223.277; counts: 128
sfh 0.17206 47.4919 236.732 39.5047 #avg: 133.637; avg_err: 20.6672; sd: 232.907; counts: 128
sfh 0.177123 62.5317 248.756 52.0472 #avg: 145.437; avg_err: 16.1646; sd: 182.166; counts: 128
sfh 0.182185 80.9357 213.566 71.6173 #avg: 158.015; avg_err: 17.9139; sd: 201.879; counts: 128
sfh 0.187248 101.931 239.561 88.075 #avg: 163.932; avg_err: 16.6917; sd: 188.105; counts: 128
sfh 0.19231 101.076 255.499 87.5038 #avg: 173.258; avg_err: 17.3369; sd: 195.377; counts: 128
sfh 0.197373 106.99 295.134 89.944 #avg: 198.079; avg_err: 20.1304; sd: 226.859; counts: 128
sfh 0.202435 132.65 210.136 117.044 #avg: 189.845; avg_err: 17.9196; sd: 201.944; counts: 128
sfh 0.207498 146.877 218.425 125.309 #avg: 193.804; avg_err: 17.5281; sd: 197.532; counts: 128
sfh 0.21256 148.341 264.423 121.505 #avg: 193.628; avg_err: 15.5788; sd: 175.564; counts: 128
sfh 0.217623 152.634 242.049 114.456 #avg: 210.828; avg_err: 18.4248; sd: 207.637; counts: 128
sfh 0.222685 149.941 262.503 115.634 #avg: 227.836; avg_err: 21.048; sd: 237.199; counts: 128
sfh 0.227748 161.148 252.01 119.053 #avg: 220.865; avg_err: 18.4644; sd: 208.083; counts: 128
sfh 0.23281 170.73 266.182 128.067 #avg: 224.154; avg_err: 20.4754; sd: 230.746; counts: 128
sfh 0.237873 145.482 240.544 91.5194 #avg: 215.926; avg_err: 19.8177; sd: 223.334; counts: 128
sfh 0.242935 163.151 246.754 146.5 #avg: 216.721; avg_err: 18.66; sd: 210.288; counts: 128
sfh 0.247998 153.393 238.081 108.816 #avg: 217.876; avg_err: 18.4635; sd: 208.073; counts: 128
sfh 0.25306 152.788 205.461 130.607 #avg: 204.247; avg_err: 18.1374; sd: 204.398; counts: 128
sfh 0.258123 139.237 220.376 111.649 #avg: 189.54; avg_err: 16.3339; sd: 184.074; counts: 128
sfh 0.263185 124.55 202.623 117.927 #avg: 186.183; avg_err: 16.7705; sd: 188.993; counts: 128
sfh 0.268248 119.052 229.073 115.363 #avg: 171.561; avg_err: 14.9555; sd: 168.54; counts: 128
sfh 0.27331 109.552 233.704 106.882 #avg: 164.926; avg_err: 15.1946; sd: 171.234; counts: 128
sfh 0.278373 82.7333 216.589 80.4568 #avg: 145.436; avg_err: 14.2747; sd: 160.868; counts: 128
sfh 0.283435 67.1463 193.983 65.7747 #avg: 129.419; avg_err: 15.6008; sd: 175.812; counts: 128
sfh 0.288498 57.6193 202.56 56.5857 #avg: 125.666; avg_err: 15.2807; sd: 172.205; counts: 128
sfh 0.29356 51.1577 167.508 50.3244 #avg: 101.897; avg_err: 12.3854; sd: 139.576; counts: 128
sfh 0.298623 36.1955 120.362 35.4868 #avg: 82.6239; avg_err: 11.6088; sd: 130.825; counts: 128
sfh 0.303685 13.8172 128.624 13.3024 #avg: 67.8801; avg_err: 9.09793; sd: 102.528; counts: 128
sfh 0.308748 3.61885 120.474 3.18491 #avg: 48.1812; avg_err: 6.62507; sd: 74.6608; counts: 128
sfh 0.31381 1.39474 69.6436 1.03893 #avg: 30.363; avg_err: 4.77058; sd: 53.7617; counts: 128
sfh 0.318873 0.972529 63.608 0.739966 #avg: 24.3577; avg_err: 4.18698; sd: 47.1849; counts: 128
sfh 0.323935 0.640085 31.8332 0.377524 #avg: 11.435; avg_err: 2.18376; sd: 24.6098; counts: 128
sfh 0.328997 0.43687 3.00196 0.26414 #avg: 5.06461; avg_err: 1.0648; sd: 11.9997; counts: 128
sfh 0.33406 0.354995 0.302488 0.236452 #avg: 0.398589; avg_err: 0.027764; sd: 0.312884; counts: 128
iclh 0.055623 0 0 0 #avg: 2.49993e-06; avg_err: 2.49993e-06; sd: 2.81728e-05; counts: 128
iclh 0.060123 0 0 0 #avg: 0.00149915; avg_err: 0.000894692; sd: 0.0100827; counts: 128
iclh 0.062373 0 0 0 #avg: 0.00710701; avg_err: 0.00479314; sd: 0.054016; counts: 128
iclh 0.064623 0 0.000674131 0 #avg: 0.0230897; avg_err: 0.0116145; sd: 0.130889; counts: 128
iclh 0.066873 0 0.0132936 0 #avg: 0.045046; avg_err: 0.0208764; sd: 0.235265; counts: 128
iclh 0.069123 0 0.0459025 0 #avg: 0.0436163; avg_err: 0.012159; sd: 0.137025; counts: 128
iclh 0.071373 7.0426e-07 0.118786 7.0426e-07 #avg: 0.0915596; avg_err: 0.0241247; sd: 0.271871; counts: 128
iclh 0.073623 0.00465741 0.171537 0.00465741 #avg: 0.139049; avg_err: 0.0314844; sd: 0.354811; counts: 128
iclh 0.075873 0.0161858 0.337933 0.0161858 #avg: 0.198587; avg_err: 0.03928; sd: 0.442664; counts: 128
iclh 0.078123 0.0385755 0.51073 0.0385691 #avg: 0.309437; avg_err: 0.059276; sd: 0.668007; counts: 128
iclh 0.080373 0.100836 0.654858 0.100771 #avg: 0.432211; avg_err: 0.0805302; sd: 0.907529; counts: 128
iclh 0.082623 0.164681 0.735321 0.158284 #avg: 0.56178; avg_err: 0.114434; sd: 1.28961; counts: 128
iclh 0.085998 0.288765 1.07372 0.258751 #avg: 0.730647; avg_err: 0.116667; sd: 1.31477; counts: 128
iclh 0.089373 0.409876 1.52149 0.33803 #avg: 0.9501; avg_err: 0.129938; sd: 1.46432; counts: 128
iclh 0.092748 0.63868 1.49052 0.53246 #avg: 1.32211; avg_err: 0.229786; sd: 2.58956; counts: 128
iclh 0.096123 0.782362 1.63333 0.659038 #avg: 1.53564; avg_err: 0.218914; sd: 2.46704; counts: 128
iclh 0.099498 0.986726 1.69855 0.736676 #avg: 1.79477; avg_err: 0.227105; sd: 2.55934; counts: 128
iclh 0.102873 1.07585 2.18975 0.785035 #avg: 2.19137; avg_err: 0.313565; sd: 3.5337; counts: 128
iclh 0.106248 1.31844 2.79024 0.930581 #avg: 2.84624; avg_err: 0.492162; sd: 5.54639; counts: 128
iclh 0.109623 1.72735 3.62996 1.27017 #avg: 3.70929; avg_err: 0.98114; sd: 11.0569; counts: 128
iclh 0.112998 1.89556 3.94531 1.35669 #avg: 3.48546; avg_err: 0.534924; sd: 6.02829; counts: 128
iclh 0.116373 2.02035 3.82504 1.45422 #avg: 3.40795; avg_err: 0.417387; sd: 4.70372; counts: 128
iclh 0.119748 2.06441 4.25558 1.38128 #avg: 3.53649; avg_err: 0.411684; sd: 4.63944; counts: 128
iclh 0.123123 2.20075 4.44724 1.5476 #avg: 3.85942; avg_err: 0.478901; sd: 5.39694; counts: 128
iclh 0.126498 2.23087 3.59943 1.58493 #avg: 4.00228; avg_err: 0.508454; sd: 5.72999; counts: 128
iclh 0.129873 1.93975 3.83584 1.28952 #avg: 4.13496; avg_err: 0.584912; sd: 6.59163; counts: 128
iclh 0.133248 2.13401 4.85551 1.33967 #avg: 4.00526; avg_err: 0.492115; sd: 5.54585; counts: 128
iclh 0.136623 2.25279 4.60377 1.59348 #avg: 4.23285; avg_err: 0.522195; sd: 5.88483; counts: 128
iclh 0.141685 2.4073 4.55429 1.72588 #avg: 4.66757; avg_err: 0.702953; sd: 7.92188; counts: 128
iclh 0.146748 2.39245 4.55063 1.5003 #avg: 4.72541; avg_err: 0.694178; sd: 7.82299; counts: 128
iclh 0.15181 2.40097 4.04085 1.61852 #avg: 4.89381; avg_err: 0.778218; sd: 8.77007; counts: 128
iclh 0.156873 2.06018 4.55634 1.21497 #avg: 5.14303; avg_err: 0.956215; sd: 10.776; counts: 128
iclh 0.161935 2.36839 4.83162 1.62125 #avg: 5.05223; avg_err: 0.842059; sd: 9.48953; counts: 128
iclh 0.166998 2.15216 4.9174 1.46853 #avg: 5.99535; avg_err: 1.17095; sd: 13.1959; counts: 128
iclh 0.17206 2.39149 4.36122 1.61843 #avg: 6.8381; avg_err: 1.56636; sd: 17.652; counts: 128
iclh 0.177123 2.19615 4.62543 1.43061 #avg: 5.74831; avg_err: 0.98763; sd: 11.13; counts: 128
iclh 0.182185 1.95645 4.29044 1.18823 #avg: 5.3162; avg_err: 0.991537; sd: 11.1741; counts: 128
iclh 0.187248 1.93584 4.58422 1.20565 #avg: 5.4711; avg_err: 1.19284; sd: 13.4426; counts: 128
iclh 0.19231 1.80442 4.1478 1.21556 #avg: 5.12203; avg_err: 1.05755; sd: 11.918; counts: 128
iclh 0.197373 1.93656 5.48553 1.3607 #avg: 5.99613; avg_err: 1.42842; sd: 16.0975; counts: 128
iclh 0.202435 1.73106 6.17249 1.15096 #avg: 5.78985; avg_err: 1.2468; sd: 14.0508; counts: 128
iclh 0.207498 1.73907 7.81136 1.30631 #avg: 5.07941; avg_err: 0.785417; sd: 8.8512; counts: 128
iclh 0.21256 1.60078 6.70089 1.25056 #avg: 4.84848; avg_err: 0.713961; sd: 8.04593; counts: 128
iclh 0.217623 1.35552 4.44662 1.04262 #avg: 5.0011; avg_err: 0.95363; sd: 10.7469; counts: 128
iclh 0.222685 1.13343 4.98335 0.830142 #avg: 5.70745; avg_err: 1.1845; sd: 13.3487; counts: 128
iclh 0.227748 1.17756 4.46708 0.879476 #avg: 6.88944; avg_err: 1.74256; sd: 19.6377; counts: 128
iclh 0.23281 1.00587 4.5876 0.73782 #avg: 8.43784; avg_err: 2.84665; sd: 32.0801; counts: 128
iclh 0.237873 0.90464 3.99168 0.635514 #avg: 9.12461; avg_err: 4.08638; sd: 46.0511; counts: 128
iclh 0.242935 0.782983 4.19606 0.590776 #avg: 9.76918; avg_err: 4.38631; sd: 49.4312; counts: 128
iclh 0.247998 0.736234 4.38367 0.509637 #avg: 7.98221; avg_err: 2.96919; sd: 33.4611; counts: 128
iclh 0.25306 0.676161 3.80779 0.504562 #avg: 5.80534; avg_err: 2.33814; sd: 26.3495; counts: 128
iclh 0.258123 0.612071 2.6227 0.497221 #avg: 4.37512; avg_err: 1.53362; sd: 17.283; counts: 128
iclh 0.263185 0.556372 2.25963 0.463343 #avg: 3.98698; avg_err: 1.30304; sd: 14.6845; counts: 128
iclh 0.268248 0.454896 1.65487 0.36925 #avg: 3.88222; avg_err: 1.40752; sd: 15.8619; counts: 128
iclh 0.27331 0.407723 2.00328 0.323671 #avg: 2.778; avg_err: 0.811572; sd: 9.14595; counts: 128
iclh 0.278373 0.323547 1.4362 0.250592 #avg: 2.47188; avg_err: 0.804016; sd: 9.06081; counts: 128
iclh 0.283435 0.295624 1.7106 0.251566 #avg: 2.04273; avg_err: 0.635903; sd: 7.16627; counts: 128
iclh 0.288498 0.26855 1.72224 0.235178 #avg: 3.08068; avg_err: 1.46669; sd: 16.5287; counts: 128
iclh 0.29356 0.241026 1.51518 0.214593 #avg: 2.27526; avg_err: 0.888469; sd: 10.0125; counts: 128
iclh 0.298623 0.175041 1.31661 0.157101 #avg: 1.8159; avg_err: 0.675178; sd: 7.60887; counts: 128
iclh 0.303685 0.111306 0.917384 0.10091 #avg: 1.59306; avg_err: 0.636782; sd: 7.17617; counts: 128
iclh 0.308748 0.0931906 0.602958 0.0863727 #avg: 1.36794; avg_err: 0.577611; sd: 6.50935; counts: 128
iclh 0.31381 0.0506339 0.503432 0.0466096 #avg: 0.879467; avg_err: 0.308484; sd: 3.47644; counts: 128
iclh 0.318873 0.0339702 0.284834 0.0324162 #avg: 0.383918; avg_err: 0.141648; sd: 1.59629; counts: 128
iclh 0.323935 0.0106452 0.152392 0.0100904 #avg: 0.194583; avg_err: 0.0561575; sd: 0.632863; counts: 128
iclh 0.328997 0.00271433 0.0581459 0.00271137 #avg: 0.201595; avg_err: 0.0958036; sd: 1.07965; counts: 128
iclh 0.33406 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 128
sm_mp 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 128
sm_mp 0.060123 0 0 0 #avg: 4969.01; avg_err: 2967.22; sd: 33438.9; counts: 128
sm_mp 0.062373 0 0 0 #avg: 58101.5; avg_err: 46623.1; sd: 525415; counts: 128
sm_mp 0.064623 0 0 0 #avg: 170393; avg_err: 95463.8; sd: 1.07582e+06; counts: 128
sm_mp 0.066873 0 212702 0 #avg: 569757; avg_err: 156148; sd: 1.7597e+06; counts: 128
sm_mp 0.069123 0 1.85296e+06 0 #avg: 1.47829e+06; avg_err: 367858; sd: 4.14555e+06; counts: 128
sm_mp 0.071373 0 4.53479e+06 0 #avg: 3.16923e+06; avg_err: 782444; sd: 8.81769e+06; counts: 128
sm_mp 0.073623 0 8.44773e+06 0 #avg: 5.64229e+06; avg_err: 1.35883e+06; sd: 1.53132e+07; counts: 128
sm_mp 0.075873 0 1.36093e+07 0 #avg: 8.89972e+06; avg_err: 2.07306e+06; sd: 2.33621e+07; counts: 128
sm_mp 0.078123 0 2.46262e+07 0 #avg: 1.27013e+07; avg_err: 2.8304e+06; sd: 3.1897e+07; counts: 128
sm_mp 0.080373 190892 3.2391e+07 190892 #avg: 1.73327e+07; avg_err: 3.58849e+06; sd: 4.04402e+07; counts: 128
sm_mp 0.082623 613478 3.81925e+07 613478 #avg: 2.31092e+07; avg_err: 4.59604e+06; sd: 5.17948e+07; counts: 128
sm_mp 0.085998 3.17247e+06 4.58063e+07 3.17247e+06 #avg: 3.76654e+07; avg_err: 7.85173e+06; sd: 8.84845e+07; counts: 128
sm_mp 0.089373 9.79922e+06 7.15562e+07 9.79922e+06 #avg: 6.26151e+07; avg_err: 1.40652e+07; sd: 1.58506e+08; counts: 128
sm_mp 0.092748 2.04026e+07 1.26103e+08 2.04026e+07 #avg: 9.32258e+07; avg_err: 2.00711e+07; sd: 2.2619e+08; counts: 128
sm_mp 0.096123 2.87752e+07 1.79125e+08 2.80406e+07 #avg: 1.28633e+08; avg_err: 2.44934e+07; sd: 2.76027e+08; counts: 128
