#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.334060 (z=1.993474)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#obs_sm range: 10.25 - 10.75
#HM    Stats: 1.323380e+12 (median) + 8.472100e+11  / - 4.486740e+11
#SM    Stats: 2.607360e+10 (median) + 1.964860e+10  / - 1.142020e+10
#ObsSM Stats: 2.818370e+10 (median) + 1.527520e+10  / - 7.873298e+09
#VMP   Stats: 2.351100e+02 (median) + 4.018999e+01  / - 2.657001e+01
#ICL   Stats: 1.639800e+08 (median) + 3.878530e+08  / - 1.177231e+08
#SSFR  Stats: 2.427695e-09 (median) + 3.015208e-09  / - 1.415534e-09
sfh 0.055623 0 0 0 #avg: 9.04975e-07; avg_err: 9.04881e-07; sd: 0.000127225; counts: 19769
sfh 0.060123 0 0 0 #avg: 0.000131926; avg_err: 2.3815e-05; sd: 0.00334836; counts: 19769
sfh 0.062373 0 0 0 #avg: 0.00116727; avg_err: 0.000126724; sd: 0.0178173; counts: 19769
sfh 0.064623 0 0 0 #avg: 0.0035713; avg_err: 0.000263528; sd: 0.0370517; counts: 19769
sfh 0.066873 0 0 0 #avg: 0.0100002; avg_err: 0.000636264; sd: 0.0894579; counts: 19769
sfh 0.069123 0 0 0 #avg: 0.0205242; avg_err: 0.00116476; sd: 0.163764; counts: 19769
sfh 0.071373 0 0 0 #avg: 0.035036; avg_err: 0.00153564; sd: 0.215909; counts: 19769
sfh 0.073623 0 0.0115353 0 #avg: 0.0530737; avg_err: 0.00209266; sd: 0.294226; counts: 19769
sfh 0.075873 0 0.0423106 0 #avg: 0.0768049; avg_err: 0.00279849; sd: 0.393464; counts: 19769
sfh 0.078123 0 0.0871154 0 #avg: 0.106291; avg_err: 0.00395062; sd: 0.555452; counts: 19769
sfh 0.080373 0 0.144571 0 #avg: 0.131373; avg_err: 0.00411464; sd: 0.578513; counts: 19769
sfh 0.082623 0.00185843 0.199228 0.00185843 #avg: 0.148809; avg_err: 0.00421044; sd: 0.591983; counts: 19769
sfh 0.085998 0.0187601 0.287817 0.0187601 #avg: 0.214584; avg_err: 0.00540465; sd: 0.759887; counts: 19769
