#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.63475e+07 2.80687e-05 2.80687e-05 1.14589e-05 0 0 0 0.000218406 8.42558e-06 0 0 0 213761
1.56779e+08 0.000101695 0.000101695 3.84356e-05 0 0 0 0.000607827 2.79351e-05 0 0 0 68833
2.48305e+08 0.000293761 0.000293761 7.58382e-05 0 0 0 0.00110431 4.22547e-05 0 0 0 51062
3.94271e+08 0.000604404 0.000604404 0.000125991 0 0 0 0.00199534 6.82152e-05 0 0 0 38054
6.23682e+08 0.00129371 0.00129371 0.000215482 0 0 0 0.00352566 0.000111052 0 0 0 27827
9.8801e+08 0.00307723 0.00307723 0.000390216 0 0 0 0.00590201 0.000172049 0 0 0 20148
1.56149e+09 0.00426985 0.00426985 0.000550077 0 0 0 0.0093097 0.000272125 0 0 0 14052
2.47592e+09 0.00553052 0.00553052 0.000750563 0 0 0 0.0131376 0.000391594 0 0.024079 0 9764
3.91625e+09 0.0118335 0.0118335 0.00130712 0 0 0 0.0192031 0.000586497 0 0.0304889 0 6845
6.20613e+09 0.0159642 0.0159642 0.00182881 0 0 0 0.0262398 0.00084983 0 0.0522557 0 4698
9.88712e+09 0.0231746 0.0231746 0.00268119 0 0 0 0.0354029 0.00121966 0 0.0783727 0 3150
1.56318e+10 0.0391705 0.0391705 0.00416556 0 0 0 0.0460792 0.00172836 0 0.103213 0 2170
2.48279e+10 0.0498403 0.0498403 0.00550263 0 0 0 0.0614352 0.00246099 0.0129127 0.130121 0.0129127 1565
3.94539e+10 0.0649855 0.0649855 0.00768066 0 0 0 0.0610934 0.00294942 0.0202517 0.122367 0.0202517 1031
6.14825e+10 0.0697306 0.0697306 0.0101472 0 0 0 0.0694006 0.0037481 0.0242715 0.137885 0.0242715 631
9.66146e+10 0.0664336 0.0664336 0.0147518 0 0 0 0.0624296 0.00515871 0.0233761 0.119521 0.0233761 286
1.48587e+11 0.0531915 0.0531915 0.0232708 0 0 0 0.0431718 0.00672537 0.0126797 0.0988569 0.0126797 94
2.34442e+11 0 0 0 0 0 0 0.0163156 0.00617567 0.0131638 0.0228592 0.0131638 9
