#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.2507 0.000398464 0.000405632 7.68656e-06 0 0 0 0.000120347 1.37665e-06 0 0 0 7114819
62.0745 0.00011721 0.000117622 6.97899e-06 0 0 0 7.57072e-05 1.3909e-06 0 0 0 2431524
78.6558 0.000791341 0.000793897 2.60782e-05 0 0 0 0.000458179 4.94091e-06 0 0 0 1173956
98.5384 0.0062043 0.00623786 0.000102532 0 0 0 0.00260637 1.79849e-05 0 0 0 596038
123.974 0.0309132 0.031407 0.000340203 0 0 0 0.0105938 5.95714e-05 0 0.0152364 0 271373
155.812 0.107989 0.111423 0.000959506 0 0 0 0.0327553 0.000174012 0 0.0752074 0 115039
195.634 0.250683 0.266005 0.00227144 0 1 0 0.0781913 0.000449747 0.0434907 0.12806 0.0434907 43924
245.478 0.42738 0.473784 0.0049163 0 1 0 0.156961 0.00111282 0.13209 0.168348 0.117391 14266
308.212 0.537819 0.617506 0.0100557 1 0 1 0.25995 0.00255745 0.252747 0.182548 0.177734 3953
387.679 0.548387 0.631879 0.0197101 1 0 1 0.36589 0.00530811 0.375439 0.16807 0.201073 1054
488.69 0.432234 0.501832 0.0381809 0 1 0 0.485099 0.00967949 0.511266 0.128539 0.193498 273
614.326 0.269231 0.269231 0.0505484 0 1 0 0.565059 0.0169979 0.601152 0.107683 0.177846 78
784.325 0.357143 0.392857 0.107143 0 1 0 0.665418 0.0172191 0.664682 0.105285 0.0874817 28
956.307 0.5 0.5 0.288675 1 0 1 0.704414 0.076637 0.779622 0.0540791 0.294071 4
