#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.9056 0.000912476 0.000952827 1.40402e-05 0 0 0 0.000184545 1.6647e-06 0 0 0 5253838
62.3387 0.00149033 0.00150788 3.29172e-05 0 0 0 0.000420127 3.96044e-06 0 0 0 1424513
78.21 0.00732954 0.00741761 0.000106083 0 0 0 0.00165816 1.22687e-05 0 0 0 669892
98.592 0.0367345 0.0379625 0.000356964 0 0 0 0.00701696 4.12801e-05 0 0.010218 0 306197
124.005 0.129182 0.138055 0.000977638 0 0 0 0.0231377 0.000120183 0 0.0518353 0 143696
155.897 0.323325 0.370953 0.00232087 0 1 0 0.0623712 0.000316372 0.0307381 0.107125 0.0307381 62148
195.877 0.567207 0.71931 0.00468961 1 0 1 0.13597 0.000756135 0.110679 0.149346 0.0999144 24365
245.633 0.754281 1.0661 0.00875389 1 1 1 0.241377 0.00164196 0.230666 0.173962 0.151665 8351
309.129 0.801619 1.183 0.0164352 1 1 1 0.366568 0.00333447 0.374839 0.168343 0.188227 2470
388.671 0.784457 1.16716 0.0323132 1 1 1 0.476835 0.00615828 0.494328 0.143662 0.186349 682
488.194 0.740113 1 0.0583324 1 1 1 0.573224 0.0111231 0.600093 0.121351 0.18775 177
609.055 0.544118 0.647059 0.0857869 1 0 1 0.679657 0.0144815 0.707695 0.0622879 0.111458 68
775.861 0.391304 0.521739 0.152315 0 1 0 0.712373 0.0324106 0.766766 0.0502853 0.144615 23
949.279 0.4 0.4 0.244949 0 1 0 0.772873 0.0326624 0.791814 0.0507525 0.1429 5
1133.07 0.5 0.5 0.5 1 0 1 0.783582 0.0682853 0.851867 0 0.136571 2
