#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.26196e+07 1 0 2.44184e+07 4.71637e+06 0 0 0 0.163041 0.00141874 0.158186 0.0375615 0.0282063 0.22626 0.00144372 0.22809 0.0348654 0.0406664 0.28832 0.000807498 0.291461 0.0155073 0.0203608 607
1.60928e+08 0.998168 0.0018315 4.36952e+07 6.58417e+06 0 0 0 0.161954 0.00151497 0.158625 0.0384996 0.0328328 0.230379 0.00153164 0.231692 0.0364845 0.0403134 0.291899 0.000810603 0.295238 0.0141646 0.0213914 546
2.52692e+08 0.998654 0.0013459 4.64825e+07 5.43805e+06 0 0 0 0.16633 0.00125688 0.16357 0.0371734 0.0301554 0.23603 0.00128295 0.236245 0.0370151 0.035405 0.294713 0.000603451 0.296286 0.0154856 0.0186369 743
4.01052e+08 1 0 5.40365e+07 5.24491e+06 0 0 0 0.169191 0.00105533 0.166742 0.0338852 0.0305603 0.237369 0.00105177 0.237565 0.0359906 0.0347815 0.295898 0.000511859 0.298388 0.0134208 0.0188158 1029
6.37981e+08 0.999282 0.000717875 8.05795e+07 5.63202e+06 0 0 0 0.169927 0.000933728 0.166685 0.0375052 0.031706 0.238489 0.000906232 0.239845 0.0349341 0.0372679 0.29581 0.000466803 0.298607 0.014019 0.0194593 1393
1.0052e+09 0.998425 0.000908735 9.86092e+07 5.27064e+06 0 3.60165e+08 0 0.173242 0.000794462 0.170467 0.0392005 0.0328917 0.242495 0.000744044 0.245162 0.0314228 0.0355912 0.297403 0.000390572 0.300516 0.0128872 0.019995 1905
1.59016e+09 0.998617 0.00079818 1.27315e+08 5.71219e+06 0 3.60165e+08 0 0.17822 0.000750625 0.175188 0.0390784 0.0316776 0.244863 0.000685193 0.245809 0.0334308 0.0327496 0.297237 0.000388753 0.300399 0.0133552 0.0200904 2169
2.52885e+09 0.998817 0.000682985 1.56464e+08 5.8572e+06 0 4.66944e+08 0 0.179876 0.000692155 0.177528 0.0381488 0.0324165 0.247337 0.000625633 0.249947 0.0301709 0.0345509 0.297958 0.000373441 0.301858 0.0133309 0.0214692 2535
3.96895e+09 0.999303 0.0004925 2.00654e+08 6.10655e+06 0 5.36715e+08 0 0.183909 0.000654579 0.1802 0.0395972 0.0317424 0.250079 0.00057249 0.25246 0.0300427 0.0346975 0.297741 0.000380852 0.302317 0.014195 0.0237587 2871
6.32643e+09 0.998689 0.0006552 2.35067e+08 6.38692e+06 0 6.06006e+08 0 0.188798 0.000634108 0.185989 0.0392524 0.0332304 0.2534 0.000558306 0.255962 0.029127 0.0350647 0.29764 0.000390825 0.302384 0.015048 0.0250445 3051
1.00199e+10 1 0 2.73458e+08 6.74707e+06 0 6.74785e+08 0 0.19076 0.000633315 0.187625 0.0404765 0.033217 0.254789 0.000564329 0.258502 0.0289297 0.0380411 0.296457 0.000422318 0.302246 0.0160607 0.0280415 3193
1.58606e+10 0.999149 0.000491083 2.98586e+08 6.66332e+06 0 7.43049e+08 0 0.194845 0.000607766 0.192131 0.0404839 0.0335749 0.25666 0.000545335 0.259873 0.0304923 0.0372011 0.295684 0.000428783 0.302324 0.0163819 0.0315446 3526
2.51124e+10 0.999161 0.000484354 3.29651e+08 6.87256e+06 0 7.43049e+08 0 0.196736 0.000609364 0.194287 0.0408397 0.0347687 0.255655 0.000547901 0.260229 0.0295795 0.0388386 0.29236 0.000459141 0.299799 0.0178404 0.0352269 3575
3.97318e+10 0.99973 0.000269687 3.60597e+08 6.8101e+06 3.60165e+08 4.50623e+08 3.60165e+08 0.195995 0.000600622 0.194433 0.0404664 0.0359547 0.252249 0.000553868 0.257451 0.0293218 0.041091 0.28832 0.000463165 0.295777 0.0193822 0.037183 3708
6.23083e+10 0.99934 0.00046666 3.68442e+08 7.5693e+06 3.60165e+08 4.50623e+08 3.60165e+08 0.19446 0.000653596 0.192962 0.0392215 0.0351539 0.246421 0.000620131 0.250477 0.0314803 0.039608 0.282489 0.000547376 0.289562 0.02205 0.038542 3030
9.70749e+10 0.999459 0.000540833 3.74224e+08 9.59049e+06 3.60165e+08 4.50623e+08 3.60165e+08 0.191199 0.000803094 0.189299 0.0375341 0.0333067 0.239384 0.000774745 0.242075 0.0330032 0.0394647 0.27655 0.00068541 0.281834 0.025036 0.0367406 1849
1.50185e+11 1 0 3.53764e+08 1.48861e+07 3.60165e+08 3.82884e+08 3.60165e+08 0.189632 0.00135847 0.187063 0.0391251 0.0312384 0.234343 0.00126609 0.237054 0.0311856 0.0388439 0.273664 0.00107564 0.278238 0.0230778 0.0347762 646
2.28558e+11 1 0 3.20669e+08 4.5168e+07 0 8.10788e+08 0 0.194768 0.0036 0.189872 0.0395066 0.0259189 0.234059 0.00347694 0.235968 0.0332004 0.0333906 0.270744 0.00336605 0.276397 0.0261157 0.0344511 78
3.58456e+11 1 0 2.8568e+08 1.65543e+08 5.36715e+08 6.92907e+07 5.36715e+08 0.182775 0.00372615 0.182379 0.0110604 0.00476654 0.230893 0.00510759 0.232297 0.0109746 0.013902 0.267903 0.00980279 0.283338 0.00254872 0.0362101 4
