#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
43.8302 5.52215e+08 5.44841e+06 4.652e+08 3.12953e+08 1.49279e+08 1.31013e+09 1.1134e+07 1.25149e+09 6.22628e+08 5.58931e+08 2835
61.7576 4.65472e+08 1.53489e+07 3.95545e+08 2.05888e+08 8.07056e+07 1.30353e+09 4.30303e+07 1.17237e+09 9.29921e+08 5.60556e+08 285
82.708 4.47885e+08 5.56861e+06 3.98077e+08 2.05939e+08 8.00962e+07 9.12419e+08 1.36335e+07 7.73094e+08 5.57248e+08 2.42217e+08 929
102.129 4.83845e+08 3.38011e+06 4.01557e+08 2.41695e+08 8.35762e+07 9.81295e+08 7.66447e+06 8.53413e+08 6.33798e+08 3.22537e+08 3698
127.289 5.49103e+08 2.84252e+06 4.75409e+08 3.14091e+08 1.55505e+08 1.05388e+09 5.71862e+06 9.3351e+08 6.31703e+08 4.02633e+08 8389
158.858 6.35596e+08 2.96787e+06 5.4793e+08 3.99279e+08 2.25394e+08 1.13584e+09 5.20887e+06 1.01337e+09 7.06929e+08 4.82497e+08 12423
198.262 7.54963e+08 4.00843e+06 6.35825e+08 5.3296e+08 2.59155e+08 1.18716e+09 6.02696e+06 1.01337e+09 8.60745e+08 4.82497e+08 11011
247.048 9.28117e+08 6.88889e+06 7.89499e+08 6.90014e+08 3.86866e+08 1.16684e+09 8.24948e+06 1.01337e+09 8.60745e+08 4.82497e+08 6097
309.127 1.1801e+09 1.49183e+07 1.01702e+09 9.27658e+08 5.34519e+08 1.07906e+09 1.34708e+07 9.3351e+08 7.86793e+08 4.02633e+08 2126
387.622 1.44214e+09 3.27807e+07 1.30839e+09 1.00844e+09 6.7669e+08 9.84992e+08 2.36809e+07 7.97101e+08 7.68111e+08 3.47356e+08 578
482.823 1.61024e+09 8.59624e+07 1.44955e+09 1.31703e+09 8.37733e+08 8.44762e+08 4.16184e+07 7.73094e+08 4.84873e+08 3.23348e+08 118
604.751 2.28255e+09 1.95474e+08 2.41642e+09 6.46287e+08 1.39384e+09 7.69825e+08 1.12545e+08 6.92559e+08 3.20815e+08 2.66809e+08 21
784.934 2.33823e+09 3.86676e+08 2.83824e+09 8.86535e+08 2.14568e+09 5.91228e+08 9.67425e+07 5.30876e+08 3.22537e+08 2.15036e+08 10
955.968 3.313e+09 8.058e+08 4.1188e+09 0 1.6116e+09 9.29332e+08 4.79586e+08 1.40892e+09 0 9.59173e+08 2
