#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
43.9373 5.48813e+08 5.50333e+06 4.63314e+08 3.11783e+08 1.48475e+08 1.31192e+09 1.12591e+07 1.25149e+09 6.99035e+08 5.58931e+08 2767
61.7335 4.57594e+08 1.35586e+07 3.95545e+08 1.93399e+08 8.07056e+07 1.30393e+09 4.32691e+07 1.17237e+09 1.00526e+09 5.60556e+08 283
82.7096 4.47767e+08 5.57336e+06 3.98077e+08 2.05939e+08 8.00962e+07 9.12569e+08 1.36474e+07 7.73094e+08 5.57248e+08 2.42217e+08 928
102.116 4.83338e+08 3.38739e+06 4.01557e+08 2.41695e+08 8.35762e+07 9.82506e+08 7.69406e+06 8.53413e+08 6.33798e+08 3.22537e+08 3679
127.286 5.49293e+08 2.85936e+06 4.75409e+08 3.14091e+08 1.55505e+08 1.05488e+09 5.74672e+06 9.3351e+08 6.31703e+08 4.02633e+08 8317
158.83 6.34747e+08 2.99115e+06 5.4793e+08 3.99279e+08 2.25394e+08 1.13801e+09 5.26077e+06 1.01337e+09 7.06929e+08 4.82497e+08 12208
198.163 7.52586e+08 4.05847e+06 6.35825e+08 5.28439e+08 2.61021e+08 1.18972e+09 6.14308e+06 1.02428e+09 8.49837e+08 4.93404e+08 10647
246.789 9.21919e+08 7.09698e+06 7.86794e+08 6.86988e+08 3.85237e+08 1.1747e+09 8.58724e+06 1.01337e+09 8.60745e+08 4.82497e+08 5673
308.726 1.17852e+09 1.61581e+07 1.01337e+09 9.37152e+08 5.3356e+08 1.08957e+09 1.42788e+07 9.3351e+08 7.86793e+08 4.02633e+08 1865
386.273 1.48547e+09 3.91563e+07 1.33034e+09 1.07105e+09 6.92559e+08 9.86241e+08 2.79533e+07 8.28643e+08 7.36569e+08 3.78898e+08 424
481.236 1.57489e+09 1.02998e+08 1.47951e+09 1.06943e+09 7.7011e+08 8.88438e+08 5.44825e+07 7.73094e+08 4.78397e+08 2.56261e+08 70
604.537 2.35633e+09 2.40972e+08 2.41642e+09 5.95335e+08 4.79287e+08 6.28282e+08 7.28106e+07 6.11817e+08 1.61277e+08 2.1374e+08 13
820.969 2.15065e+09 9.78278e+08 3.12893e+09 0 1.95656e+09 4.22858e+08 1.08019e+08 5.30876e+08 0 2.16037e+08 2
985.47 4.1188e+09 4.1188e+09 4.1188e+09 0 0 4.49746e+08 4.49746e+08 4.49746e+08 0 0 1
