#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 1.78333 - 1.95
#HM    Stats: 6.176470e+10 (median) + 4.466130e+10  / - 2.507350e+10
#SM    Stats: 1.536120e+08 (median) + 2.540340e+08  / - 8.117430e+07
#ObsSM Stats: 1.561440e+08 (median) + 2.601680e+08  / - 8.382910e+07
#VMP   Stats: 6.956000e+01 (median) + 1.127000e+01  / - 6.589996e+00
#ICL   Stats: 2.343860e+05 (median) + 2.853484e+06  / - 2.343860e+05
#SSFR  Stats: 1.740513e-10 (median) + 2.130521e-10  / - 9.646122e-11
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1520848
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1520848
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1520848
sfh 0.064623 0 0 0 #avg: 8.93751e-08; avg_err: 8.93751e-08; sd: 0.00011022; counts: 1520848
sfh 0.066873 0 0 0 #avg: 4.5672e-08; avg_err: 4.54663e-08; sd: 5.60702e-05; counts: 1520848
sfh 0.069123 0 0 0 #avg: 2.01757e-07; avg_err: 1.39969e-07; sd: 0.000172614; counts: 1520848
sfh 0.071373 0 0 0 #avg: 4.27011e-07; avg_err: 1.7108e-07; sd: 0.00021098; counts: 1520848
sfh 0.073623 0 0 0 #avg: 7.80831e-07; avg_err: 2.33407e-07; sd: 0.000287843; counts: 1520848
sfh 0.075873 0 0 0 #avg: 2.46803e-06; avg_err: 6.81942e-07; sd: 0.000840989; counts: 1520848
sfh 0.078123 0 0 0 #avg: 4.98357e-06; avg_err: 6.82625e-07; sd: 0.000841831; counts: 1520848
sfh 0.080373 0 0 0 #avg: 9.83952e-06; avg_err: 9.08312e-07; sd: 0.00112015; counts: 1520848
sfh 0.082623 0 0 0 #avg: 1.97038e-05; avg_err: 1.36838e-06; sd: 0.00168752; counts: 1520848
sfh 0.085998 0 0 0 #avg: 4.63905e-05; avg_err: 1.99373e-06; sd: 0.00245873; counts: 1520848
sfh 0.089373 0 0 0 #avg: 0.000100471; avg_err: 3.07853e-06; sd: 0.00379653; counts: 1520848
sfh 0.092748 0 0 0 #avg: 0.000189733; avg_err: 3.98531e-06; sd: 0.00491479; counts: 1520848
sfh 0.096123 0 0 0 #avg: 0.00033023; avg_err: 5.41336e-06; sd: 0.00667589; counts: 1520848
sfh 0.099498 0 0 0 #avg: 0.000537291; avg_err: 6.84433e-06; sd: 0.0084406; counts: 1520848
sfh 0.102873 0 0 0 #avg: 0.000822592; avg_err: 8.25044e-06; sd: 0.0101747; counts: 1520848
sfh 0.106248 0 0 0 #avg: 0.00119768; avg_err: 9.8049e-06; sd: 0.0120917; counts: 1520848
sfh 0.109623 0 0 0 #avg: 0.00162097; avg_err: 1.07632e-05; sd: 0.0132735; counts: 1520848
sfh 0.112998 0 0 0 #avg: 0.00207405; avg_err: 1.13684e-05; sd: 0.0140199; counts: 1520848
sfh 0.116373 0 0 0 #avg: 0.00251398; avg_err: 1.20753e-05; sd: 0.0148915; counts: 1520848
sfh 0.119748 0 0.000267638 0 #avg: 0.00295812; avg_err: 1.26138e-05; sd: 0.0155557; counts: 1520848
sfh 0.123123 0 0.00190836 0 #avg: 0.00342434; avg_err: 1.34242e-05; sd: 0.0165551; counts: 1520848
sfh 0.126498 0 0.00348812 0 #avg: 0.00394056; avg_err: 1.42345e-05; sd: 0.0175543; counts: 1520848
sfh 0.129873 0 0.00506286 0 #avg: 0.00450611; avg_err: 1.53872e-05; sd: 0.0189759; counts: 1520848
sfh 0.133248 0 0.0066055 0 #avg: 0.00510809; avg_err: 1.61542e-05; sd: 0.0199218; counts: 1520848
sfh 0.136623 0 0.00810711 0 #avg: 0.0057094; avg_err: 1.67502e-05; sd: 0.0206568; counts: 1520848
sfh 0.141685 0 0.0101662 0 #avg: 0.0066207; avg_err: 1.76876e-05; sd: 0.0218128; counts: 1520848
sfh 0.146748 0.000177444 0.0120382 0.000177444 #avg: 0.00745509; avg_err: 1.83289e-05; sd: 0.0226037; counts: 1520848
sfh 0.15181 0.000749721 0.0132021 0.000749721 #avg: 0.00824131; avg_err: 1.86524e-05; sd: 0.0230027; counts: 1520848
sfh 0.156873 0.00135655 0.014079 0.00135655 #avg: 0.0089271; avg_err: 1.90892e-05; sd: 0.0235413; counts: 1520848
sfh 0.161935 0.00199097 0.014499 0.00199097 #avg: 0.00943591; avg_err: 1.88078e-05; sd: 0.0231943; counts: 1520848
sfh 0.166998 0.00260346 0.0147075 0.00260346 #avg: 0.00985223; avg_err: 1.86675e-05; sd: 0.0230212; counts: 1520848
sfh 0.17206 0.00311169 0.0144584 0.00311169 #avg: 0.0100193; avg_err: 1.8075e-05; sd: 0.0222906; counts: 1520848
sfh 0.177123 0.00344907 0.0138628 0.00344907 #avg: 0.0100031; avg_err: 1.75978e-05; sd: 0.0217021; counts: 1520848
sfh 0.182185 0.00367798 0.0134602 0.00363604 #avg: 0.00993538; avg_err: 1.69695e-05; sd: 0.0209272; counts: 1520848
sfh 0.187248 0.00383986 0.0131766 0.0037006 #avg: 0.00988261; avg_err: 1.63094e-05; sd: 0.0201132; counts: 1520848
sfh 0.19231 0.00396122 0.0128419 0.00370638 #avg: 0.00983382; avg_err: 1.5806e-05; sd: 0.0194924; counts: 1520848
sfh 0.197373 0.00407488 0.012571 0.00370894 #avg: 0.00976976; avg_err: 1.5494e-05; sd: 0.0191076; counts: 1520848
sfh 0.202435 0.00417429 0.01235 0.00370937 #avg: 0.00968806; avg_err: 1.5029e-05; sd: 0.0185341; counts: 1520848
sfh 0.207498 0.00425155 0.0121703 0.00369683 #avg: 0.00963063; avg_err: 1.45117e-05; sd: 0.0178963; counts: 1520848
sfh 0.21256 0.00431697 0.0119646 0.00367631 #avg: 0.00958326; avg_err: 1.42242e-05; sd: 0.0175416; counts: 1520848
