#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.03315e+07 7.49651e+08 2.72237e+06 5.80006e+08 5.77827e+08 2.2836e+08 2.15305e+09 7.89742e+06 1.74201e+09 1.90202e+09 1.02505e+09 36019
1.59206e+08 8.20324e+08 4.18308e+06 6.04319e+08 6.75998e+08 2.50318e+08 2.26786e+09 1.08979e+07 1.85802e+09 2.02994e+09 1.02889e+09 20414
2.52561e+08 8.57857e+08 4.12539e+06 6.24882e+08 7.39194e+08 2.6861e+08 2.36328e+09 1.05558e+07 1.97444e+09 2.03592e+09 1.14531e+09 23563
3.98816e+08 8.95874e+08 4.28561e+06 6.79528e+08 7.38366e+08 3.19986e+08 2.45803e+09 1.06524e+07 1.97444e+09 2.15859e+09 1.14531e+09 25402
6.30431e+08 9.23961e+08 4.43578e+06 6.94765e+08 7.85348e+08 3.34178e+08 2.54347e+09 1.09703e+07 2.09125e+09 2.2879e+09 1.26213e+09 25610
9.9725e+08 9.51046e+08 4.69517e+06 7.06788e+08 8.34365e+08 3.44173e+08 2.638e+09 1.16994e+07 2.2029e+09 2.42332e+09 1.37377e+09 24630
1.5826e+09 9.90897e+08 5.11155e+06 7.17979e+08 8.85254e+08 3.52533e+08 2.74531e+09 1.23174e+07 2.20847e+09 2.54162e+09 1.37934e+09 23776
2.51028e+09 1.02997e+09 5.46632e+06 7.38727e+08 9.32887e+08 3.72396e+08 2.81848e+09 1.29433e+07 2.32608e+09 2.67231e+09 1.49696e+09 23190
3.981e+09 1.07382e+09 5.79694e+06 7.94287e+08 9.54787e+08 4.24032e+08 2.87516e+09 1.36669e+07 2.32608e+09 2.77602e+09 1.49696e+09 22285
6.29716e+09 1.13215e+09 6.40412e+06 8.2046e+08 1.03817e+09 4.26479e+08 2.93721e+09 1.41295e+07 2.43447e+09 2.83366e+09 1.51819e+09 21676
1.00032e+10 1.2212e+09 7.20764e+06 8.50454e+08 1.17949e+09 4.34247e+08 2.97797e+09 1.46713e+07 2.44409e+09 2.88655e+09 1.61496e+09 21106
1.58007e+10 1.32694e+09 8.18231e+06 9.32842e+08 1.28533e+09 4.83296e+08 2.96993e+09 1.53573e+07 2.32608e+09 3.06702e+09 1.49696e+09 20002
2.49926e+10 1.47484e+09 9.74016e+06 1.0327e+09 1.49543e+09 5.67869e+08 2.89373e+09 1.60027e+07 2.20847e+09 3.05967e+09 1.37934e+09 18352
3.9425e+10 1.65536e+09 1.23708e+07 1.14952e+09 1.74023e+09 6.70841e+08 2.75136e+09 1.75667e+07 2.09125e+09 2.90714e+09 1.26213e+09 14687
6.17536e+10 1.96801e+09 1.76977e+07 1.32913e+09 2.26746e+09 7.94407e+08 2.60391e+09 2.07719e+07 1.97444e+09 2.77565e+09 1.25748e+09 10051
9.64696e+10 2.37695e+09 3.00463e+07 1.59707e+09 2.9055e+09 1.00518e+09 2.35396e+09 2.71587e+07 1.74201e+09 2.39102e+09 1.02505e+09 5026
1.51343e+11 2.99021e+09 6.03184e+07 2.04177e+09 3.76784e+09 1.34211e+09 2.05038e+09 3.98173e+07 1.51125e+09 2.01127e+09 9.06013e+08 1820
2.37005e+11 3.79443e+09 1.3923e+08 2.91986e+09 4.56015e+09 2.10788e+09 1.67188e+09 6.40289e+07 1.25117e+09 1.73228e+09 7.57228e+08 464
3.63569e+11 5.47573e+09 3.33378e+08 5.23077e+09 4.67509e+09 4.17599e+09 1.34391e+09 9.5774e+07 1.05478e+09 1.19982e+09 5.60837e+08 112
5.68197e+11 7.52922e+09 7.36034e+08 9.70418e+09 5.68472e+08 6.06509e+09 1.08513e+09 1.17041e+08 8.99509e+08 6.88842e+08 4.05567e+08 20
9.23407e+11 6.055e+09 1.8989e+09 6.05989e+09 5.37403e+09 5.23077e+09 1.02481e+09 2.86602e+08 7.50855e+08 1.22358e+09 4.11729e+08 5
1.49327e+12 4.25596e+09 4.25596e+09 4.25596e+09 0 0 4.94123e+08 4.94123e+08 4.94123e+08 0 0 1
