#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
6.87816e+09 0.8125 0.0439136 7.0745e+07 1.96576e+07 0 0 0 0.145809 0.00328848 0.145791 0.0263235 0.0285407 0.165226 0.00403082 0.162639 0.0355049 0.0330034 0.204992 0.00476942 0.207084 0.0398461 0.0462122 80
1.67015e+10 0.9375 0.0625 3.35447e+07 3.35447e+07 0 0 0 0.128672 0.00743954 0.120974 0.0403331 0.0152323 0.16767 0.0067604 0.157602 0.0558382 0.0120737 0.231506 0.0081757 0.226357 0.0500256 0.0221677 16
2.64006e+10 1 0 1.57857e+07 1.10786e+07 0 0 0 0.138561 0.00380066 0.137849 0.0329095 0.0309411 0.18368 0.0038804 0.181433 0.0402645 0.0284076 0.25099 0.00345157 0.255143 0.0277007 0.0346006 68
4.06698e+10 1 0 1.41849e+07 5.78321e+06 0 0 0 0.142272 0.00202749 0.139161 0.0308081 0.0225699 0.190595 0.00216299 0.188312 0.0325225 0.0291939 0.262887 0.00190432 0.26557 0.0247353 0.0273644 222
6.50905e+10 1 0 2.51092e+07 5.11376e+06 0 0 0 0.149456 0.00154839 0.14469 0.0359992 0.0261869 0.200422 0.00155897 0.198998 0.0358408 0.0329708 0.27055 0.00114961 0.274716 0.0186046 0.0240429 455
1.01883e+11 1 0 5.06869e+07 5.94288e+06 0 0 0 0.153107 0.00113107 0.150008 0.0342273 0.026469 0.208907 0.00116797 0.208471 0.0347861 0.0336004 0.276712 0.000828682 0.280874 0.0180356 0.0267568 779
1.61447e+11 1 0 9.46348e+07 6.34195e+06 0 3.60165e+08 0 0.160991 0.000903355 0.158365 0.0334149 0.0284832 0.219209 0.000887482 0.219841 0.0317693 0.0329278 0.282071 0.000638752 0.286037 0.0178884 0.0246313 1266
2.53484e+11 0.998269 0.000998875 1.21025e+08 6.15417e+06 0 3.60165e+08 0 0.169377 0.000809575 0.167243 0.0332872 0.0315676 0.230119 0.000761817 0.231048 0.0310335 0.0336062 0.287726 0.000523846 0.291707 0.0163251 0.025189 1733
3.99834e+11 0.998451 0.00089373 1.94233e+08 7.46948e+06 0 5.36715e+08 0 0.176049 0.000745522 0.174882 0.0337327 0.0320794 0.236892 0.000707981 0.238671 0.030716 0.032934 0.289254 0.000545179 0.294693 0.0166254 0.0287136 1937
6.28698e+11 0.999523 0.000477327 2.87736e+08 8.64603e+06 0 7.43049e+08 0 0.185115 0.000761678 0.183047 0.0379676 0.0331924 0.243963 0.000695301 0.245605 0.031204 0.0335547 0.289485 0.000580522 0.295638 0.0185988 0.0320989 2095
9.9044e+11 0.998865 0.00080239 3.87345e+08 1.05075e+07 3.60165e+08 5.17828e+08 3.60165e+08 0.191326 0.000853352 0.188928 0.0385 0.0332638 0.247739 0.000790785 0.250775 0.0316328 0.0365092 0.288632 0.000687269 0.295355 0.0206333 0.0360639 1762
1.56328e+12 0.998365 0.00115587 4.73989e+08 1.33159e+07 4.66944e+08 4.7771e+08 4.66944e+08 0.197858 0.00105253 0.196482 0.0400763 0.0364193 0.252137 0.000934607 0.254911 0.0318024 0.0368013 0.285556 0.000859548 0.292275 0.0223387 0.0377067 1223
2.45537e+12 1 0 6.44886e+08 1.86338e+07 6.06006e+08 5.99643e+08 6.06006e+08 0.195674 0.00131982 0.195499 0.038355 0.0389975 0.245202 0.00126668 0.248353 0.0337841 0.0389234 0.275628 0.00119828 0.281022 0.0280526 0.0398276 770
3.90448e+12 1 0 7.75918e+08 2.40153e+07 8.10788e+08 4.58646e+08 8.10788e+08 0.187747 0.00151466 0.186814 0.0345359 0.0320619 0.235753 0.00153966 0.23768 0.0337548 0.0387719 0.266963 0.00152807 0.2699 0.0321321 0.0371693 472
6.04127e+12 1 0 8.84167e+08 3.20911e+07 8.77994e+08 4.54619e+08 4.1105e+08 0.180926 0.00211209 0.181211 0.0291317 0.0310638 0.227243 0.00215071 0.227087 0.0326942 0.0305741 0.259053 0.00217017 0.261512 0.0305735 0.0375662 208
9.67035e+12 1 0 1.01653e+09 5.50525e+07 1.0763e+09 5.02745e+08 6.09358e+08 0.176354 0.00285236 0.174013 0.0308029 0.0261576 0.219807 0.00349011 0.215633 0.038029 0.0283432 0.251807 0.00375479 0.251929 0.0451078 0.0400416 97
1.46211e+13 1 0 1.39947e+09 7.95385e+07 1.5184e+09 2.38561e+08 5.73748e+08 0.16285 0.00667113 0.157555 0.037265 0.0280253 0.201409 0.00733436 0.200397 0.0344896 0.0453405 0.236929 0.00817004 0.238382 0.0442244 0.0473507 30
2.58099e+13 1 0 1.26841e+09 1.18851e+08 1.26943e+09 4.87529e+08 4.58646e+08 0.163099 0.00716425 0.160744 0.0386618 0.0290685 0.199668 0.0066566 0.211483 0.0108207 0.0431324 0.22654 0.00700351 0.239358 0.00614482 0.0555654 12
3.33971e+13 1 1 1.69834e+09 1.69834e+09 1.69834e+09 0 0 0.147209 0.147209 0.147209 0 0 0.172695 0.172695 0.172695 0 0 0.194072 0.194072 0.194072 0 0 1
