#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
39.4331 9.05685e+08 1.09617e+08 7.90825e+08 6.67578e+08 3.23792e+08 2.22396e+09 2.85664e+08 1.91443e+09 2.15864e+09 1.12361e+09 26
68.2711 9.09608e+08 1.55721e+08 1.00085e+09 3.2953e+08 6.67046e+08 8.81072e+08 1.15171e+08 9.98164e+08 2.09956e+08 5.409e+08 6
82.9732 6.08043e+08 6.07133e+07 5.51839e+08 4.05893e+08 2.18174e+08 1.2195e+09 1.86497e+08 7.50856e+08 1.37317e+09 2.10247e+08 26
101.173 7.33236e+08 3.8616e+07 6.29539e+08 4.54739e+08 2.14678e+08 1.17713e+09 7.53944e+07 1.0412e+09 8.33673e+08 5.00587e+08 95
127.481 8.74901e+08 3.33218e+07 7.90825e+08 6.23019e+08 3.93993e+08 1.399e+09 6.28743e+07 1.0412e+09 1.26005e+09 5.00587e+08 216
159.586 9.73613e+08 3.54195e+07 7.51009e+08 8.32772e+08 3.35407e+08 1.48715e+09 5.26839e+07 1.25106e+09 1.12137e+09 6.66932e+08 339
199.93 1.20788e+09 4.08009e+07 9.48153e+08 1.10927e+09 4.64389e+08 1.40146e+09 5.10792e+07 1.12466e+09 1.19937e+09 5.43356e+08 354
247.944 1.38425e+09 6.01587e+07 1.12466e+09 1.18283e+09 5.84053e+08 1.40341e+09 5.48732e+07 1.20812e+09 9.98802e+08 6.24188e+08 241
311.639 1.65992e+09 9.71863e+07 1.25088e+09 1.56306e+09 6.74403e+08 1.14405e+09 6.88779e+07 8.74274e+08 9.0907e+08 3.73808e+08 137
392.365 1.25365e+09 1.06679e+08 1.0412e+09 1.03075e+09 5.83933e+08 1.16941e+09 9.54331e+07 9.57732e+08 8.59749e+08 4.57008e+08 61
482.053 1.56726e+09 2.42658e+08 1.40274e+09 1.38151e+09 7.37117e+08 1.25892e+09 1.36317e+08 1.13086e+09 6.98214e+08 5.9025e+08 17
597.724 1.40194e+09 2.65728e+08 1.49953e+09 9.55513e+08 7.92132e+08 1.07318e+09 1.93454e+08 1.0412e+09 9.23237e+08 3.73969e+08 6
774.363 9.99481e+08 2.92086e+08 1.29157e+09 0 5.84172e+08 1.24885e+09 2.50682e+08 1.49953e+09 0 5.01364e+08 2
954.993 1.31088e+09 3.14246e+08 1.62513e+09 0 6.28491e+08 1.0201e+09 4.38305e+08 1.4584e+09 0 8.76609e+08 2
