#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
6.87816e+09 0.8125 0.0439136 7.0745e+07 1.96576e+07 0 0 0 0.146565 0.00312918 0.148387 0.0202454 0.0302901 0.168961 0.00372979 0.168246 0.0321183 0.0305745 0.231011 0.00371987 0.23191 0.0293581 0.0422199 80
1.67015e+10 0.9375 0.0625 3.35447e+07 3.35447e+07 0 0 0 0.13156 0.00753092 0.12201 0.0440112 0.014374 0.176208 0.00651978 0.169471 0.0496071 0.0153794 0.251957 0.00587645 0.245671 0.0370425 0.0142672 16
2.64006e+10 1 0 1.57857e+07 1.10786e+07 0 0 0 0.140416 0.00375363 0.136878 0.0353162 0.0276414 0.190199 0.00367802 0.183643 0.0421799 0.0208075 0.269452 0.00235101 0.26937 0.0230226 0.020277 68
4.06698e+10 1 0 1.41849e+07 5.78321e+06 0 0 0 0.144568 0.00195823 0.140778 0.0282499 0.0211999 0.198381 0.00201807 0.197559 0.0279005 0.0289333 0.277726 0.00131094 0.280154 0.0167454 0.0223063 222
6.50905e+10 1 0 2.51092e+07 5.11376e+06 0 0 0 0.15071 0.00145808 0.14654 0.0317251 0.0244351 0.207296 0.00145027 0.206205 0.0325105 0.0300428 0.28272 0.000795949 0.284698 0.0143911 0.0172319 455
1.01883e+11 1 0 5.06869e+07 5.94288e+06 0 0 0 0.15443 0.00106199 0.152559 0.0298445 0.0263435 0.215242 0.00106097 0.214479 0.0315654 0.0295636 0.287348 0.000606475 0.289288 0.0146084 0.0180834 779
1.61447e+11 1 0 9.46348e+07 6.34195e+06 0 3.60165e+08 0 0.161886 0.00086533 0.158876 0.0316438 0.0273653 0.224434 0.000822949 0.224588 0.0298486 0.0290355 0.290967 0.00049088 0.293669 0.0137601 0.018959 1266
2.53484e+11 0.998269 0.000998875 1.18451e+08 6.11043e+06 0 3.60165e+08 0 0.170035 0.000782604 0.167573 0.0318537 0.0299747 0.234522 0.00071334 0.23537 0.0287995 0.0299035 0.295084 0.000414288 0.29814 0.0131893 0.0196547 1733
3.99834e+11 0.998451 0.00089373 1.92248e+08 7.43041e+06 0 5.36715e+08 0 0.176233 0.000726707 0.174486 0.0333957 0.0298358 0.240792 0.000666055 0.242423 0.0289568 0.0314961 0.295818 0.000454789 0.300291 0.0135518 0.0223847 1937
6.28698e+11 0.999523 0.000477327 2.7947e+08 8.51219e+06 0 6.74785e+08 0 0.184773 0.000743207 0.182193 0.036826 0.0312645 0.247066 0.000662474 0.24882 0.0293109 0.0326811 0.295823 0.000492924 0.301192 0.0149645 0.0266902 2095
9.9044e+11 0.998865 0.00080239 3.74199e+08 1.04335e+07 3.60165e+08 5.17828e+08 3.60165e+08 0.190612 0.000840383 0.188178 0.0385107 0.0325627 0.250807 0.000753722 0.253361 0.0304305 0.0347866 0.294561 0.000596479 0.300738 0.017057 0.0307478 1762
1.56328e+12 0.998365 0.00115587 4.49279e+08 1.31858e+07 4.66944e+08 4.7771e+08 4.66944e+08 0.196815 0.00103805 0.194672 0.0396484 0.0355443 0.254462 0.000902269 0.257282 0.0307002 0.0366881 0.291078 0.000780031 0.297665 0.0193075 0.0344894 1223
2.45537e+12 1 0 5.78778e+08 1.78352e+07 5.36715e+08 6.04553e+08 5.36715e+08 0.194708 0.00131752 0.195619 0.0365533 0.0396088 0.247555 0.00123634 0.250875 0.0327288 0.0380652 0.281784 0.00109947 0.28674 0.0255089 0.0376084 770
3.90448e+12 1 0 6.69914e+08 2.27994e+07 6.74785e+08 4.66483e+08 6.74785e+08 0.186008 0.00148403 0.185198 0.0347292 0.0311362 0.237545 0.0014927 0.239426 0.0322912 0.037344 0.272353 0.00143422 0.275429 0.0291525 0.0357195 472
6.04127e+12 1 0 7.15456e+08 3.03257e+07 7.43049e+08 3.98219e+08 3.82884e+08 0.178529 0.00201656 0.176785 0.0313709 0.0271027 0.228936 0.00209847 0.230514 0.0292983 0.031417 0.263963 0.00199304 0.265806 0.0281586 0.032969 208
9.67035e+12 1 0 7.14209e+08 4.85279e+07 6.74785e+08 5.94649e+08 6.74785e+08 0.172709 0.00282408 0.172462 0.028875 0.0282004 0.218645 0.00327431 0.218456 0.0336898 0.0315033 0.255616 0.00329592 0.255012 0.0355486 0.0353987 97
1.46211e+13 1 0 8.71434e+08 9.00295e+07 8.10788e+08 6.4632e+08 4.50623e+08 0.158971 0.00631976 0.158186 0.0309369 0.0290178 0.199522 0.00678608 0.195196 0.0320401 0.0366969 0.235076 0.0067719 0.231252 0.0423913 0.0362386 30
2.58099e+13 1 0 1.01068e+09 1.39038e+08 1.01076e+09 5.68287e+08 5.43816e+08 0.16034 0.00699272 0.157349 0.0406681 0.0289166 0.200204 0.00656011 0.211849 0.0124584 0.0413487 0.231176 0.00775495 0.236997 0.0151848 0.0443528 12
3.33971e+13 1 1 9.44654e+08 9.44654e+08 9.44654e+08 0 0 0.132588 0.132588 0.132588 0 0 0.170189 0.170189 0.170189 0 0 0.191957 0.191957 0.191957 0 0 1
