#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.24199e+09 0.00271555 0.00271555 0.00135639 0 0 0 0.0700379 0.00193122 0.0454158 0.0825215 0.030483 1473
1.49507e+10 0 0 0 0 0 0 0.051055 0.00651206 0.01699 0.0654215 0.002786 120
2.6156e+10 0 0 0 0 0 0 0.0363021 0.00468935 0.0151844 0.0495997 0.00202067 96
4.08133e+10 0 0 0 0 0 0 0.0380515 0.0021524 0.0158413 0.051741 0.00267756 283
6.50843e+10 0 0 0 0 0 0 0.0419071 0.0016315 0.0370227 0.0371883 0.0238589 622
1.02336e+11 0 0 0 0 0 0 0.0513925 0.00148427 0.0386213 0.0536065 0.0254575 1123
1.62559e+11 0.00506329 0.00506329 0.0015975 0 0 0 0.0618051 0.00138471 0.0397688 0.0750302 0.026605 1975
2.54977e+11 0.00415468 0.00415468 0.00115009 0 0 0 0.0679342 0.00118457 0.0406076 0.08278 0.0275716 3129
4.01992e+11 0.00748888 0.00748888 0.00131905 0 0 0 0.0798898 0.00118924 0.0618539 0.0852057 0.0488179 4273
6.34174e+11 0.00887154 0.00887154 0.00124916 0 0 0 0.0948246 0.00116455 0.0647842 0.112903 0.0517482 5636
1.00096e+12 0.0109944 0.0109944 0.00133589 0 0 0 0.108497 0.00121011 0.0863311 0.109098 0.0731673 6094
1.58211e+12 0.0114962 0.0114962 0.00139651 0 0 0 0.120551 0.00128271 0.0913077 0.123673 0.0553136 5828
2.48499e+12 0.0132341 0.0132341 0.00164345 0 0 0 0.141746 0.00151827 0.114799 0.130191 0.0773642 4836
3.93759e+12 0.0125512 0.0125512 0.00183917 0 0 0 0.158736 0.00181028 0.136205 0.134868 0.0979385 3665
6.18654e+12 0.0157092 0.0157092 0.00263498 0 0 0 0.17522 0.0023654 0.157945 0.134497 0.0970577 2228
9.79095e+12 0.0115512 0.0115512 0.00307056 0 0 0 0.181011 0.00331419 0.166711 0.132273 0.105846 1212
1.5297e+13 0.00497512 0.00497512 0.00286761 0 0 0 0.184069 0.00477872 0.158813 0.147047 0.0979471 603
2.47465e+13 0.00409836 0.00409836 0.00409836 0 0 0 0.175942 0.0074598 0.173329 0.118853 0.114843 244
3.83516e+13 0 0 0 0 0 0 0.177498 0.0121866 0.152119 0.13932 0.0917124 85
5.82371e+13 0 0 0 0 0 0 0.117785 0.0173753 0.107165 0.117562 0.0715073 21
9.46856e+13 0 0 0 0 0 0 0.132154 0.056727 0.129132 0.179268 0.11721 5
